id,rfcd_l0_s_count,rfcd_l0_s_rate,rfcd_l1_s_count,rfcd_l1_s_rate,rfcd_l2_s_count,rfcd_l2_s_rate,seo_l0_s_count,seo_l0_s_rate,seo_l1_s_count,seo_l1_s_rate,seo_l2_s_count,seo_l2_s_rate,Dept.No._s_count_x,Dept.No._s_rate_x,Dept.No._s_count_y,Dept.No._s_rate_y,sponsor_s_count,sponsor_s_rate,grant_category_s_count,grant_category_s_rate
3843,2,0.6666666666666666,2,0.6666666666666666,2,1.0,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,2,0.6666666666666666,2,0.5
3844,0,0.0,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3845,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3846,6,0.6666666666666666,0,,0,,6,0.6666666666666666,6,0.6666666666666666,6,0.6666666666666666,6,0.6,6,0.6,4,1.0,4,1.0
3847,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,0.5,1,0.5,0,0.0,0,
3848,0,0.0,0,0.0,0,,7,0.6363636363636364,7,0.6363636363636364,4,0.5,7,0.5833333333333334,7,0.5833333333333334,0,0.0,0,
3849,4,0.26666666666666666,2,0.2,1,0.5,7,0.3333333333333333,6,0.35294117647058826,5,0.625,9,0.36,9,0.36,1,0.5,0,0.0
3850,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,1.0
3851,6,0.75,5,0.7142857142857143,5,0.7142857142857143,6,0.75,6,0.75,5,0.8333333333333334,6,0.75,6,0.75,2,1.0,2,1.0
3852,6,0.5454545454545454,5,0.8333333333333334,4,1.0,6,0.5454545454545454,6,0.5454545454545454,0,0.0,6,0.46153846153846156,6,0.46153846153846156,3,1.0,3,0.75
3853,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,1,1.0,0,,2,0.6666666666666666,2,0.6666666666666666,1,1.0,0,
3854,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3855,2,0.4,2,0.5,0,,2,0.4,2,0.4,2,0.5,3,0.42857142857142855,3,0.42857142857142855,0,,1,1.0
3856,4,0.8,2,0.6666666666666666,0,,5,0.8333333333333334,5,0.8333333333333334,2,0.6666666666666666,9,0.8181818181818182,9,0.8181818181818182,3,1.0,7,0.875
3857,2,0.6666666666666666,0,0.0,0,0.0,4,0.8,3,0.75,3,0.75,5,0.8333333333333334,5,0.8333333333333334,2,1.0,2,1.0
3858,3,0.3,1,0.125,1,0.125,3,0.2727272727272727,3,0.2727272727272727,1,0.1111111111111111,4,0.23529411764705882,4,0.23529411764705882,0,,0,
3859,5,0.23809523809523808,5,0.2777777777777778,3,0.25,4,0.2,4,0.2,3,0.2,5,0.23809523809523808,5,0.23809523809523808,1,0.3333333333333333,1,0.5
3860,1,0.5,0,,0,,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,1.0,1,1.0
3861,0,,0,,0,,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
3862,15,0.5,5,0.5555555555555556,5,0.5555555555555556,17,0.4722222222222222,17,0.4722222222222222,13,0.65,17,0.4594594594594595,17,0.4594594594594595,4,0.8,5,0.5555555555555556
3863,2,0.6666666666666666,2,0.6666666666666666,1,1.0,2,1.0,2,1.0,2,1.0,2,0.6666666666666666,2,0.6666666666666666,1,1.0,1,1.0
3864,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,1,1.0
3865,1,0.16666666666666666,1,0.16666666666666666,1,0.2,1,0.14285714285714285,1,0.14285714285714285,1,0.25,1,0.14285714285714285,1,0.14285714285714285,0,0.0,0,
3866,3,0.15789473684210525,3,0.17647058823529413,3,0.2,3,0.15789473684210525,2,0.11764705882352941,2,0.13333333333333333,4,0.16666666666666666,4,0.16666666666666666,0,0.0,0,
3867,1,0.25,1,0.25,0,,1,0.25,0,0.0,0,0.0,1,0.25,1,0.25,0,,0,0.0
3868,4,0.36363636363636365,3,0.5,1,0.25,4,0.36363636363636365,4,0.36363636363636365,4,0.4444444444444444,4,0.2857142857142857,4,0.2857142857142857,2,0.2857142857142857,1,0.2
3869,2,0.4,2,0.4,2,0.4,2,0.4,2,0.4,2,0.4,2,0.4,2,0.4,1,1.0,1,1.0
3870,1,0.3333333333333333,0,,0,,1,0.3333333333333333,1,0.3333333333333333,1,1.0,2,0.2222222222222222,2,0.2222222222222222,0,0.0,0,0.0
3871,0,0.0,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3872,0,0.0,0,0.0,0,0.0,0,,0,,0,,1,0.5,1,0.5,0,0.0,0,0.0
3873,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3874,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,2,0.6666666666666666,2,0.6666666666666666,1,1.0,0,0.0
3875,6,0.75,5,0.8333333333333334,5,1.0,6,0.75,6,0.75,5,0.7142857142857143,8,0.7272727272727273,8,0.7272727272727273,0,,1,1.0
3876,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,0,0.0,0,0.0
3877,4,0.8,4,0.8,4,0.8,4,0.8,4,0.8,4,0.8,5,0.8333333333333334,5,0.8333333333333334,0,,0,0.0
3878,1,0.25,1,0.25,0,,1,0.25,1,0.25,1,0.5,1,0.2,1,0.2,0,0.0,0,
3879,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3880,4,0.25,4,0.25,1,0.16666666666666666,4,0.25,4,0.25,4,0.25,4,0.25,4,0.25,0,0.0,0,0.0
3881,5,0.3125,0,0.0,0,0.0,5,0.29411764705882354,5,0.29411764705882354,0,0.0,5,0.2777777777777778,5,0.2777777777777778,0,,0,0.0
3882,1,0.125,1,0.125,1,1.0,1,0.125,1,0.125,1,0.16666666666666666,2,0.18181818181818182,2,0.18181818181818182,1,0.2,0,0.0
3883,3,0.42857142857142855,3,0.5,3,0.5,4,0.5,4,0.5714285714285714,4,0.5714285714285714,4,0.5,4,0.5,1,0.5,1,0.5
3884,10,0.6666666666666666,8,0.6153846153846154,6,0.6,10,0.6666666666666666,10,0.6666666666666666,5,0.625,10,0.6666666666666666,10,0.6666666666666666,3,1.0,2,1.0
3885,4,0.4,4,0.4444444444444444,3,0.5,4,0.36363636363636365,1,0.25,0,0.0,6,0.4,6,0.4,2,0.5,2,0.5
3886,3,1.0,3,1.0,1,1.0,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,6,0.75,6,0.75,0,,2,0.6666666666666666
3887,0,,0,,0,,4,0.6666666666666666,4,0.6666666666666666,3,0.6,4,0.6666666666666666,4,0.6666666666666666,2,0.6666666666666666,3,0.75
3888,0,,0,,0,,7,0.6363636363636364,7,0.7,7,0.7,8,0.6666666666666666,8,0.6666666666666666,0,0.0,0,
3889,0,0.0,0,0.0,0,,7,0.6363636363636364,7,0.6363636363636364,4,0.5,7,0.5833333333333334,7,0.5833333333333334,0,0.0,0,
3890,3,1.0,0,,0,,3,1.0,3,1.0,3,1.0,3,0.75,3,0.75,0,,0,
3891,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3892,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,,0,
3893,3,0.25,3,0.25,1,0.125,15,0.5,13,0.5416666666666666,0,0.0,22,0.5945945945945946,22,0.5945945945945946,6,0.6666666666666666,4,0.5
3894,11,0.44,6,0.4,6,0.5,11,0.4583333333333333,11,0.4583333333333333,4,0.3076923076923077,11,0.44,11,0.44,1,0.5,0,0.0
3895,3,0.5,2,0.4,2,0.4,3,0.5,3,0.5,2,0.4,3,0.42857142857142855,3,0.42857142857142855,1,1.0,1,1.0
3896,2,1.0,1,1.0,1,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,0,,0,
3897,0,0.0,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
3898,0,,0,,0,,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,,0,
3899,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
3900,6,0.75,5,0.7142857142857143,5,0.7142857142857143,6,0.75,6,0.75,5,0.8333333333333334,6,0.75,6,0.75,2,1.0,2,1.0
3901,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3902,1,0.5,0,,0,,1,0.5,1,0.5,1,0.5,1,0.3333333333333333,1,0.3333333333333333,1,1.0,1,1.0
3903,0,0.0,0,0.0,0,0.0,2,0.5,2,1.0,2,1.0,2,0.4,2,0.4,0,,2,1.0
3904,4,0.5,3,0.42857142857142855,3,0.42857142857142855,3,0.42857142857142855,3,0.42857142857142855,3,0.5,4,0.5,4,0.5,2,1.0,1,1.0
3905,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3906,0,0.0,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,0.0
3907,0,0.0,0,0.0,0,0.0,3,0.6,3,0.6,3,0.6,3,0.5,3,0.5,1,1.0,0,
3908,0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
3909,2,0.6666666666666666,2,1.0,2,1.0,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,0,,0,
3910,2,0.2222222222222222,2,0.25,1,0.16666666666666666,2,0.2,2,0.2,1,0.14285714285714285,2,0.16666666666666666,2,0.16666666666666666,1,0.5,1,0.3333333333333333
3911,9,0.5,6,0.4,6,0.46153846153846156,10,0.45454545454545453,7,0.4375,3,0.375,16,0.5714285714285714,16,0.5714285714285714,2,0.6666666666666666,1,0.3333333333333333
3912,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3913,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3914,6,1.0,6,1.0,3,1.0,6,1.0,6,1.0,6,1.0,6,0.8571428571428571,6,0.8571428571428571,3,1.0,2,1.0
3915,1,0.5,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,4,0.8,4,0.8,0,,0,
3916,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,,0,
3917,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3918,0,0.0,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3919,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3920,3,0.75,2,1.0,2,1.0,3,0.75,3,0.75,3,0.75,3,0.75,3,0.75,2,1.0,2,0.6666666666666666
3921,13,0.65,13,0.7222222222222222,7,0.7,13,0.65,13,0.65,13,0.65,13,0.6190476190476191,13,0.6190476190476191,5,0.7142857142857143,3,1.0
3922,7,0.5,5,0.4166666666666667,5,0.4166666666666667,7,0.4666666666666667,7,0.4666666666666667,5,0.38461538461538464,8,0.27586206896551724,8,0.27586206896551724,2,1.0,2,1.0
3923,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3924,0,0.0,0,0.0,0,,7,0.6363636363636364,7,0.6363636363636364,4,0.5,7,0.5833333333333334,7,0.5833333333333334,0,0.0,0,
3925,2,0.6666666666666666,1,0.5,1,0.5,2,0.5,2,0.5,2,0.6666666666666666,2,0.5,2,0.5,0,,2,1.0
3926,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3927,8,0.6666666666666666,5,0.5555555555555556,4,0.5,8,0.7272727272727273,8,0.7272727272727273,5,0.625,8,0.6666666666666666,8,0.6666666666666666,4,1.0,4,1.0
3928,9,0.6428571428571429,9,0.6428571428571429,9,0.6428571428571429,9,0.6428571428571429,9,0.6428571428571429,9,0.6428571428571429,9,0.6428571428571429,9,0.6428571428571429,1,1.0,1,1.0
3929,3,0.5,3,0.5,0,0.0,3,0.42857142857142855,3,0.42857142857142855,1,0.3333333333333333,3,0.42857142857142855,3,0.42857142857142855,2,0.6666666666666666,2,0.6666666666666666
3930,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3931,9,0.6428571428571429,7,0.5833333333333334,1,0.5,9,0.6428571428571429,7,0.5833333333333334,2,0.5,9,0.6428571428571429,9,0.6428571428571429,2,0.6666666666666666,2,0.6666666666666666
3932,3,1.0,3,1.0,1,1.0,5,1.0,5,1.0,5,1.0,6,1.0,6,1.0,2,1.0,3,1.0
3933,9,0.42857142857142855,6,0.3333333333333333,6,0.42857142857142855,9,0.4090909090909091,9,0.4090909090909091,6,0.375,11,0.3333333333333333,11,0.3333333333333333,0,,0,
3934,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3935,4,1.0,0,,0,,6,1.0,6,1.0,6,1.0,6,0.75,6,0.75,6,1.0,5,1.0
3936,3,0.75,1,1.0,1,1.0,0,,0,,0,,3,0.75,3,0.75,1,1.0,1,0.5
3937,0,,0,,0,,0,,0,,0,,15,0.8333333333333334,15,0.8333333333333334,0,,0,
3938,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3939,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
3940,4,0.4,4,0.4,3,0.5,2,0.5,2,0.5,2,0.5,6,0.5,6,0.5,2,0.6666666666666666,1,0.3333333333333333
3941,0,,0,,0,,1,0.5,1,0.5,0,,1,0.5,1,0.5,1,1.0,0,
3942,3,0.1,3,0.125,3,0.1875,3,0.1,3,0.1,2,0.08333333333333333,4,0.11428571428571428,4,0.11428571428571428,0,0.0,0,0.0
3943,5,0.5555555555555556,5,0.7142857142857143,5,0.7142857142857143,5,0.5555555555555556,5,0.625,5,0.625,6,0.6,6,0.6,1,1.0,2,1.0
3944,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,0,,1,0.25,1,0.25,0,0.0,0,0.0
3945,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3946,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,0.0
3947,1,0.25,0,0.0,0,0.0,1,0.2,1,0.25,1,0.25,1,0.14285714285714285,1,0.14285714285714285,1,1.0,1,1.0
3948,1,1.0,0,,0,,4,1.0,4,1.0,3,1.0,5,1.0,5,1.0,1,1.0,0,
3949,0,0.0,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3950,2,0.5,1,0.5,1,0.5,3,0.6,3,0.6,3,0.75,3,0.6,3,0.6,2,0.6666666666666666,0,
3951,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,0.0
3952,1,1.0,1,1.0,1,1.0,3,1.0,3,1.0,3,1.0,9,0.6923076923076923,9,0.6923076923076923,0,,3,1.0
3953,4,0.4,4,0.4,3,0.6,5,0.5,5,0.5555555555555556,5,0.5555555555555556,10,0.5555555555555556,10,0.5555555555555556,2,1.0,7,0.875
3954,5,0.4166666666666667,2,0.2857142857142857,1,0.3333333333333333,5,0.4166666666666667,5,0.4166666666666667,2,0.2857142857142857,6,0.4,6,0.4,2,0.4,1,0.5
3955,1,0.2,1,0.2,0,0.0,1,0.2,1,0.2,0,0.0,1,0.2,1,0.2,0,,0,
3956,1,0.25,1,0.25,1,0.5,0,0.0,0,0.0,0,0.0,1,0.25,1,0.25,0,,0,
3957,0,0.0,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3958,1,0.5,0,,0,,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0,,0,
3959,0,,0,,0,,0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0
3960,3,0.3,3,0.3,1,1.0,4,0.36363636363636365,3,0.3,3,0.3333333333333333,4,0.3333333333333333,4,0.3333333333333333,3,0.6,2,0.6666666666666666
3961,6,0.8571428571428571,2,0.6666666666666666,2,0.6666666666666666,6,0.8571428571428571,6,0.8571428571428571,2,0.6666666666666666,6,0.8571428571428571,6,0.8571428571428571,2,0.6666666666666666,2,1.0
3962,4,0.5714285714285714,0,0.0,0,0.0,4,0.5,4,0.5,4,0.5714285714285714,4,0.5,4,0.5,1,1.0,1,1.0
3963,2,0.5,2,1.0,2,1.0,2,0.5,0,0.0,0,0.0,2,0.5,2,0.5,2,1.0,2,1.0
3964,0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
3965,0,,0,,0,,0,,0,,0,,1,0.5,1,0.5,0,,0,
3966,5,0.3333333333333333,0,,0,,5,0.3333333333333333,5,0.3333333333333333,5,0.3333333333333333,6,0.375,6,0.375,0,,0,0.0
3967,1,0.16666666666666666,1,0.16666666666666666,0,0.0,1,0.16666666666666666,0,0.0,0,0.0,1,0.125,1,0.125,1,0.2,0,0.0
3968,6,0.4,4,0.3333333333333333,3,0.6,6,0.375,6,0.375,3,0.42857142857142855,7,0.3888888888888889,7,0.3888888888888889,2,0.4,1,1.0
3969,3,0.75,3,0.75,1,0.5,3,0.75,3,0.75,0,0.0,4,0.8,4,0.8,0,0.0,0,
3970,0,0.0,0,,0,,3,0.6,3,0.75,3,1.0,3,0.6,3,0.6,0,,3,0.75
3971,2,0.3333333333333333,2,0.3333333333333333,2,0.3333333333333333,2,0.3333333333333333,2,0.3333333333333333,2,0.3333333333333333,2,0.16666666666666666,2,0.16666666666666666,2,0.6666666666666666,2,1.0
3972,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3973,2,1.0,0,,0,,6,1.0,5,1.0,2,1.0,8,0.8,8,0.8,3,1.0,4,0.8
3974,1,0.5,1,1.0,1,1.0,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0,,0,
3975,4,0.5714285714285714,4,0.5714285714285714,4,0.5714285714285714,0,0.0,0,,0,,4,0.5714285714285714,4,0.5714285714285714,0,0.0,1,0.25
3976,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3977,4,0.36363636363636365,4,0.4,3,0.42857142857142855,4,0.3333333333333333,4,0.4444444444444444,0,,6,0.375,6,0.375,2,0.5,2,0.5
3978,1,1.0,0,,0,,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,,0,
3979,8,0.8888888888888888,8,0.8888888888888888,3,0.75,8,0.8888888888888888,5,0.8333333333333334,1,1.0,11,0.9166666666666666,11,0.9166666666666666,5,1.0,5,1.0
3980,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,0,0.0,2,0.6666666666666666,2,0.6666666666666666,0,,0,
3981,13,0.65,12,0.7058823529411765,9,0.6428571428571429,13,0.6190476190476191,13,0.6190476190476191,13,0.6190476190476191,15,0.6521739130434783,15,0.6521739130434783,3,0.6,2,0.5
3982,6,0.8571428571428571,6,0.8571428571428571,0,,6,0.8571428571428571,6,0.8571428571428571,6,0.8571428571428571,6,0.5454545454545454,6,0.5454545454545454,0,,0,
3983,10,0.5882352941176471,10,0.6666666666666666,7,0.7,10,0.5882352941176471,10,0.5882352941176471,10,0.7142857142857143,10,0.5555555555555556,10,0.5555555555555556,2,0.5,1,1.0
3984,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3985,1,0.14285714285714285,1,0.2,1,0.25,3,0.3333333333333333,3,0.3333333333333333,1,0.25,3,0.2727272727272727,3,0.2727272727272727,0,0.0,0,0.0
3986,2,0.3333333333333333,2,0.4,2,0.4,2,0.3333333333333333,2,0.3333333333333333,2,0.3333333333333333,2,0.2857142857142857,2,0.2857142857142857,0,,0,0.0
3987,0,0.0,0,0.0,0,,0,0.0,0,,0,,0,0.0,0,0.0,0,,0,0.0
3988,2,0.5,2,0.5,1,0.3333333333333333,3,0.6,3,0.6,1,0.5,4,0.5714285714285714,4,0.5714285714285714,0,,1,0.5
3989,6,0.6666666666666666,6,0.6666666666666666,2,0.5,2,0.5,2,0.5,2,0.5,6,0.6666666666666666,6,0.6666666666666666,2,0.6666666666666666,2,0.5
3990,5,0.8333333333333334,5,0.8333333333333334,5,0.8333333333333334,5,0.8333333333333334,5,0.8333333333333334,3,0.75,5,0.8333333333333334,5,0.8333333333333334,3,1.0,4,1.0
3991,2,0.3333333333333333,2,0.3333333333333333,1,0.2,1,0.3333333333333333,0,,0,,3,0.3333333333333333,3,0.3333333333333333,0,,0,0.0
3992,3,0.21428571428571427,1,0.08333333333333333,1,0.09090909090909091,3,0.2,3,0.2,1,0.07692307692307693,4,0.19047619047619047,4,0.19047619047619047,0,0.0,0,0.0
3993,6,0.6,2,0.3333333333333333,2,0.3333333333333333,6,0.6,6,0.6,2,0.3333333333333333,6,0.6,6,0.6,0,,2,1.0
3994,2,0.25,2,0.25,2,0.25,2,0.25,2,0.25,2,0.25,2,0.14285714285714285,2,0.14285714285714285,0,0.0,0,0.0
3995,0,,0,,0,,0,,0,,0,,10,1.0,10,1.0,9,1.0,9,1.0
3996,1,0.5,1,0.5,0,,1,0.5,1,1.0,1,1.0,1,0.5,1,0.5,0,,0,
3997,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3998,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3999,5,0.7142857142857143,5,0.7142857142857143,3,0.75,6,0.75,6,0.75,6,0.75,6,0.6666666666666666,6,0.6666666666666666,1,1.0,1,1.0
4000,6,0.6666666666666666,6,0.6666666666666666,0,0.0,6,0.6666666666666666,6,0.6666666666666666,6,0.6666666666666666,6,0.46153846153846156,6,0.46153846153846156,0,,0,0.0
4001,1,0.5,0,0.0,0,0.0,4,0.8,4,0.8,3,0.75,5,0.8333333333333334,5,0.8333333333333334,2,1.0,2,1.0
4002,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
4003,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,0.0
4004,1,1.0,0,,0,,0,,0,,0,,3,1.0,3,1.0,1,1.0,2,1.0
4005,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
4006,3,0.3,3,0.42857142857142855,0,0.0,3,0.2727272727272727,3,0.2727272727272727,1,0.16666666666666666,3,0.2727272727272727,3,0.2727272727272727,0,,0,0.0
4007,2,0.3333333333333333,2,0.3333333333333333,2,0.3333333333333333,2,0.3333333333333333,2,0.3333333333333333,2,0.3333333333333333,2,0.3333333333333333,2,0.3333333333333333,0,,0,
4008,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,,0,
4009,6,0.75,6,0.75,0,0.0,6,0.6666666666666666,6,0.6666666666666666,5,0.625,6,0.6,6,0.6,2,1.0,2,0.5
4010,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
4011,3,0.42857142857142855,2,0.3333333333333333,1,0.5,2,0.3333333333333333,1,0.2,0,,4,0.5,4,0.5,1,0.25,1,0.25
4012,3,0.75,2,0.6666666666666666,2,0.6666666666666666,8,0.7272727272727273,8,0.7272727272727273,8,0.7272727272727273,8,0.7272727272727273,8,0.7272727272727273,1,1.0,1,1.0
4013,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
4014,2,1.0,2,1.0,0,,2,1.0,2,1.0,1,1.0,2,1.0,2,1.0,1,1.0,1,1.0
4015,3,0.75,3,0.75,3,0.75,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,4,0.6666666666666666,4,0.6666666666666666,1,1.0,1,1.0
4016,5,0.7142857142857143,5,0.7142857142857143,5,0.8333333333333334,5,0.7142857142857143,5,0.7142857142857143,5,0.7142857142857143,5,0.7142857142857143,5,0.7142857142857143,0,,0,
4017,13,0.5416666666666666,13,0.5909090909090909,7,0.5384615384615384,13,0.5416666666666666,13,0.5416666666666666,13,0.5416666666666666,13,0.52,13,0.52,1,1.0,2,0.2857142857142857
4018,7,0.3888888888888889,5,0.3125,5,0.3333333333333333,7,0.35,7,0.35,5,0.2777777777777778,8,0.23529411764705882,8,0.23529411764705882,0,0.0,0,0.0
4019,5,0.625,5,0.625,5,0.625,5,0.5,5,0.5,4,0.4444444444444444,8,0.6153846153846154,8,0.6153846153846154,0,,0,0.0
4020,0,0.0,0,0.0,0,0.0,1,0.3333333333333333,1,0.3333333333333333,0,0.0,1,0.3333333333333333,1,0.3333333333333333,0,,0,
4021,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4022,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
4023,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,0.0
4024,9,0.36,6,0.375,1,0.25,8,0.3333333333333333,8,0.3333333333333333,2,0.18181818181818182,10,0.35714285714285715,10,0.35714285714285715,0,,0,0.0
4025,1,0.125,1,0.125,1,0.14285714285714285,1,0.1111111111111111,1,0.1111111111111111,1,0.25,1,0.1111111111111111,1,0.1111111111111111,0,0.0,1,0.3333333333333333
4026,5,0.8333333333333334,5,0.8333333333333334,5,0.8333333333333334,5,0.8333333333333334,5,0.8333333333333334,3,0.75,5,0.8333333333333334,5,0.8333333333333334,3,1.0,4,1.0
4027,6,0.6666666666666666,6,0.6666666666666666,0,0.0,6,0.6666666666666666,6,0.6666666666666666,6,0.6666666666666666,6,0.46153846153846156,6,0.46153846153846156,0,,0,0.0
4028,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0,,0,
4029,1,0.5,0,0.0,0,0.0,4,0.8,4,0.8,3,0.75,5,0.8333333333333334,5,0.8333333333333334,2,1.0,2,1.0
4030,1,0.2,1,0.2,1,0.2,1,0.2,1,0.2,0,0.0,1,0.16666666666666666,1,0.16666666666666666,0,,0,
4031,0,,0,,0,,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,,1,1.0
4032,1,1.0,1,1.0,0,,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,,0,
4033,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
4034,0,0.0,0,0.0,0,0.0,4,0.5714285714285714,4,0.5714285714285714,3,0.5,4,0.5714285714285714,4,0.5714285714285714,0,0.0,0,0.0
4035,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
4036,2,0.5,2,0.5,0,0.0,2,0.4,2,0.4,2,0.4,2,0.4,2,0.4,2,1.0,2,0.6666666666666666
4037,9,0.47368421052631576,6,0.375,6,0.42857142857142855,10,0.4166666666666667,7,0.4117647058823529,3,0.3333333333333333,16,0.5333333333333333,16,0.5333333333333333,0,,0,0.0
4038,3,0.75,2,0.6666666666666666,2,0.6666666666666666,8,0.7272727272727273,8,0.7272727272727273,8,0.7272727272727273,8,0.7272727272727273,8,0.7272727272727273,1,1.0,1,1.0
4039,0,0.0,0,0.0,0,0.0,4,0.6666666666666666,4,0.6666666666666666,4,0.6666666666666666,4,0.26666666666666666,4,0.26666666666666666,0,0.0,0,0.0
4040,2,0.5,1,0.3333333333333333,1,0.3333333333333333,0,,0,,0,,2,0.5,2,0.5,0,,0,
4041,2,0.5,2,0.5,2,0.5,2,0.4,2,0.4,0,0.0,2,0.4,2,0.4,0,,2,1.0
