id,granted,sponsor,grant_category,grant_value,date
3390,0,24D,30B,5000.0,2006-09-28
3391,0,24D,30B,10000.0,2006-09-28
3392,0,24D,30B,5000.0,2006-09-28
3393,0,24D,30B,10000.0,2006-09-28
3394,0,24D,30B,10000.0,2006-09-28
3395,0,24D,30B,10000.0,2006-09-28
3396,0,24D,30B,5000.0,2006-09-28
3397,0,24D,30B,10000.0,2006-09-28
3398,0,24D,30B,10000.0,2006-09-28
3399,0,24D,30B,5000.0,2006-09-28
3400,0,24D,30B,5000.0,2006-09-28
3401,0,24D,30B,5000.0,2006-09-28
3402,0,24D,30B,10000.0,2006-09-28
3403,0,24D,30B,5000.0,2006-09-28
3404,0,24D,30B,10000.0,2006-09-28
3405,0,24D,30B,10000.0,2006-09-28
3406,1,,,,2006-09-28
3407,0,24D,30B,10000.0,2006-09-28
3408,0,24D,30B,5000.0,2006-09-28
3409,0,24D,30B,5000.0,2006-09-28
3410,0,24D,30B,10000.0,2006-09-28
3411,0,24D,30B,5000.0,2006-09-28
3412,0,24D,30B,10000.0,2006-09-28
3413,0,24D,30B,10000.0,2006-09-28
3414,0,24D,30B,10000.0,2006-09-28
3415,0,202B,30B,10000.0,2006-09-28
3416,0,24D,30B,10000.0,2006-09-28
3417,0,24D,30B,5000.0,2006-09-28
3418,0,24D,30B,10000.0,2006-09-28
3419,0,24D,30B,10000.0,2006-09-28
3420,1,24D,30B,10000.0,2006-09-29
3421,1,24D,30B,10000.0,2006-09-29
3422,0,42B,20A,5000.0,2006-09-29
3423,0,42B,20A,5000.0,2006-09-29
3424,1,,,,2006-09-29
3425,0,42B,20A,5000.0,2006-09-29
3426,1,42B,20A,5000.0,2006-09-29
3427,0,,,,2006-09-29
3428,0,165A,30C,,2006-09-30
3429,1,,,10000.0,2006-09-30
3430,1,,,40000.0,2006-01-10
3431,0,42B,20A,5000.0,2006-02-10
3432,1,34B,30C,5000.0,2006-02-10
3433,0,34B,30C,5000.0,2006-02-10
3434,0,5A,30B,20000.0,2006-02-10
3435,0,5A,30B,30000.0,2006-02-10
3436,1,,,10000.0,2006-02-10
3437,1,34B,30C,5000.0,2006-02-10
3438,1,34B,30C,5000.0,2006-02-10
3439,1,34B,30C,5000.0,2006-02-10
3440,1,42B,20A,5000.0,2006-02-10
3441,1,,,10000.0,2006-02-10
3442,1,34B,30C,5000.0,2006-02-10
3443,1,,,5000.0,2006-02-10
3444,1,34B,30C,5000.0,2006-02-10
3445,1,34B,30C,5000.0,2006-02-10
3446,1,,,,2006-02-10
3447,1,34B,30C,5000.0,2006-02-10
3448,0,4D,10A,,2006-02-10
3449,1,,,200000.0,2006-02-10
3450,1,,,,2006-02-10
3451,1,4D,10A,,2006-02-10
3452,1,,,10000.0,2006-02-10
3453,1,5A,30B,5000.0,2006-02-10
3454,0,215C,30B,5000.0,2006-03-10
3455,0,21A,50A,5000.0,2006-03-10
3456,0,21A,50A,5000.0,2006-03-10
3457,0,90B,30D,,2006-03-10
3458,0,,,30000.0,2006-03-10
3459,0,90B,30G,,2006-03-10
3460,1,21A,50A,5000.0,2006-03-10
3461,1,,,5000.0,2006-03-10
3462,0,215C,30B,5000.0,2006-03-10
3463,1,,,5000.0,2006-03-10
3464,1,5A,30B,5000.0,2006-03-10
3465,1,5A,30B,5000.0,2006-03-10
3466,1,,,30000.0,2006-03-10
3467,0,215C,30B,5000.0,2006-03-10
3468,0,,,30000.0,2006-03-10
3469,1,21A,50A,,2006-03-10
3470,0,215C,30B,5000.0,2006-03-10
3471,1,21A,50A,5000.0,2006-03-10
3472,0,60D,30D,,2006-04-10
3473,0,97A,30B,5000.0,2006-04-10
3474,0,90B,30D,,2006-04-10
3475,0,93A,30C,,2006-04-10
3476,0,65A,30B,,2006-04-10
3477,1,,,,2006-04-10
3478,1,83C,30B,5000.0,2006-05-10
3479,1,,,20000.0,2006-05-10
3480,0,103C,30B,,2006-05-10
3481,0,62B,10A,,2006-05-10
3482,1,34B,30C,5000.0,2006-05-10
3483,0,65A,30B,,2006-05-10
3484,0,21A,50A,5000.0,2006-05-10
3485,0,164D,10B,10000.0,2006-05-10
3486,0,97A,30B,10000.0,2006-06-10
3487,0,89A,30B,5000.0,2006-06-10
3488,0,2B,10A,10000.0,2006-09-10
3489,0,2B,10A,,2006-09-10
3490,0,2B,10A,100000.0,2006-09-10
3491,1,2B,10A,40000.0,2006-09-10
3492,1,2B,10A,30000.0,2006-09-10
3493,0,2B,10A,,2006-09-10
3494,0,2B,10A,,2006-09-10
3495,0,60D,30D,30000.0,2006-09-10
3496,0,2B,10A,,2006-09-10
3497,0,2B,10A,,2006-09-10
3498,0,60D,30D,30000.0,2006-09-10
3499,1,2B,10A,20000.0,2006-09-10
3500,0,2B,10A,,2006-09-10
3501,0,2B,10A,,2006-09-10
3502,0,2B,10A,,2006-09-10
3503,0,2B,10A,,2006-09-10
3504,0,247C,30B,,2006-09-10
3505,0,247C,30B,,2006-09-10
3506,0,2B,10A,,2006-09-10
3507,1,,,100000.0,2006-09-10
3508,0,62B,30C,5000.0,2006-09-10
3509,0,247C,30B,,2006-09-10
3510,0,247C,30B,,2006-09-10
3511,0,2B,10A,,2006-09-10
3512,0,2B,10A,,2006-09-10
3513,0,2B,10A,10000.0,2006-09-10
3514,0,247C,30B,,2006-09-10
3515,1,59C,10A,5000.0,2006-09-10
3516,1,2B,10A,30000.0,2006-09-10
3517,1,2B,10A,30000.0,2006-09-10
3518,0,2B,10A,,2006-09-10
3519,0,2B,10A,,2006-09-10
3520,1,2B,10A,30000.0,2006-09-10
3521,1,2B,10A,30000.0,2006-09-10
3522,0,2B,10A,,2006-09-10
3523,0,2B,10A,,2006-09-10
3524,0,60D,30D,,2006-09-10
3525,0,2B,10A,,2006-09-10
3526,1,2B,10A,30000.0,2006-09-10
3527,1,2B,10A,40000.0,2006-09-10
3528,1,,,,2006-09-10
3529,0,2B,10A,,2006-09-10
3530,0,2B,10A,,2006-09-10
3531,0,2B,10A,,2006-09-10
3532,1,2B,10A,10000.0,2006-09-10
3533,1,2B,10A,100000.0,2006-09-10
3534,1,2B,10A,20000.0,2006-09-10
3535,1,220D,10A,100000.0,2006-10-10
3536,0,,,,2006-10-10
3537,0,2B,10A,,2006-10-10
3538,1,,,5000.0,2006-11-10
3539,0,65A,30B,,2006-11-10
3540,1,59C,10A,5000.0,2006-11-10
3541,1,51C,20C,5000.0,2006-12-10
3542,0,62B,30B,,2006-12-10
3543,1,,,,2006-10-13
3544,1,,,5000.0,2006-10-14
3545,1,,,5000.0,2006-10-15
3546,1,,,5000.0,2006-10-15
3547,0,2B,10A,200000.0,2006-10-16
3548,1,,,,2006-10-16
3549,1,13A,10A,5000.0,2006-10-17
3550,0,59C,10A,5000.0,2006-10-17
3551,1,,,,2006-10-17
3552,1,,,,2006-10-18
3553,1,34B,30C,5000.0,2006-10-18
3554,0,207C,20C,,2006-10-18
3555,1,34B,30C,5000.0,2006-10-18
3556,1,34B,30C,5000.0,2006-10-18
3557,1,51C,20C,5000.0,2006-10-18
3558,1,34B,30C,5000.0,2006-10-18
3559,1,34B,30C,5000.0,2006-10-18
3560,1,113A,10B,20000.0,2006-10-19
3561,1,,,,2006-10-19
3562,1,,,5000.0,2006-10-23
3563,1,,,5000.0,2006-10-23
3564,1,,,,2006-10-23
3565,0,173A,30B,5000.0,2006-10-23
3566,1,,,5000.0,2006-10-24
3567,1,,,5000.0,2006-10-25
3568,0,1A,10A,,2006-10-25
3569,1,,,5000.0,2006-10-25
3570,1,,,,2006-10-26
3571,1,,,,2006-10-26
3572,0,89A,30B,5000.0,2006-10-26
3573,0,89A,30B,5000.0,2006-10-26
3574,1,,,,2006-10-27
3575,1,,,,2006-10-27
3576,1,,,,2006-10-30
3577,1,,,,2006-10-30
3578,1,,,,2006-10-30
3579,1,,,,2006-10-30
3580,1,,,,2006-10-30
3581,1,,,10000000.0,2006-10-30
3582,1,,,,2006-10-30
3583,1,,,,2006-10-30
3584,0,21A,50A,5000.0,2006-10-31
3585,1,,,,2006-10-31
3586,1,,,100000.0,2006-10-31
3587,1,,,,2006-10-31
3588,0,21A,50A,5000.0,2006-01-11
3589,1,,,5000.0,2006-01-11
3590,0,21A,50A,5000.0,2006-01-11
3591,0,21A,50A,5000.0,2006-01-11
3592,1,,,40000.0,2006-01-11
3593,0,21A,50A,5000.0,2006-01-11
3594,1,21A,50A,5000.0,2006-01-11
3595,1,,,,2006-01-11
3596,1,21A,50A,5000.0,2006-01-11
3597,0,21A,50A,5000.0,2006-01-11
3598,1,21A,50A,5000.0,2006-01-11
3599,1,21A,50A,5000.0,2006-01-11
3600,0,21A,50A,5000.0,2006-01-11
3601,1,180D,10B,20000.0,2006-01-11
3602,1,,,,2006-01-11
3603,0,21A,50A,5000.0,2006-01-11
3604,1,21A,50A,5000.0,2006-01-11
3605,0,21A,50A,5000.0,2006-01-11
3606,1,21A,50A,5000.0,2006-01-11
3607,1,21A,50A,5000.0,2006-01-11
3608,0,21A,50A,5000.0,2006-01-11
3609,0,21A,50A,5000.0,2006-01-11
3610,0,21A,50A,5000.0,2006-01-11
3611,1,,,5000.0,2006-01-11
3612,1,,,5000.0,2006-01-11
3613,1,,,,2006-01-11
3614,1,,,5000.0,2006-01-11
3615,1,21A,50A,5000.0,2006-01-11
3616,1,21A,50A,5000.0,2006-01-11
3617,1,,,,2006-01-11
3618,1,21A,50A,5000.0,2006-01-11
3619,1,,,,2006-01-11
3620,0,21A,50A,5000.0,2006-01-11
3621,0,21A,50A,5000.0,2006-01-11
3622,0,21A,50A,5000.0,2006-01-11
3623,1,,,5000.0,2006-01-11
3624,0,21A,50A,5000.0,2006-01-11
3625,0,21A,50A,5000.0,2006-01-11
3626,1,,,,2006-02-11
3627,0,89A,30B,5000.0,2006-06-11
3628,0,4D,10A,,2006-06-11
3629,0,89A,30B,5000.0,2006-06-11
3630,0,221A,30B,10000.0,2006-09-11
3631,0,245A,30D,20000.0,2006-09-11
3632,0,245A,30D,10000.0,2006-09-11
3633,1,,,5000.0,2006-10-11
3634,1,,,5000.0,2006-10-11
3635,0,221A,30B,10000.0,2006-10-11
3636,0,2B,10A,20000.0,2006-10-11
3637,0,1A,10A,,2006-11-13
3638,1,21A,50A,5000.0,2006-11-13
3639,1,,,5000.0,2006-11-13
3640,1,21A,50A,5000.0,2006-11-13
3641,1,21A,50A,5000.0,2006-11-13
3642,1,21A,50A,5000.0,2006-11-13
3643,1,21A,50A,5000.0,2006-11-13
3644,1,21A,50A,5000.0,2006-11-13
3645,1,,,10000.0,2006-11-13
3646,1,,,,2006-11-13
3647,1,,,,2006-11-14
3648,1,,,10000.0,2006-11-14
3649,1,2B,10A,20000.0,2006-11-14
3650,1,21A,50A,5000.0,2006-11-15
3651,1,,,10000.0,2006-11-15
3652,1,21A,50A,5000.0,2006-11-15
3653,1,149A,30B,5000.0,2006-11-15
3654,1,21A,50A,5000.0,2006-11-15
3655,1,21A,50A,5000.0,2006-11-15
3656,1,21A,50A,5000.0,2006-11-15
3657,1,,,5000.0,2006-11-15
3658,1,21A,50A,5000.0,2006-11-15
3659,1,21A,50A,5000.0,2006-11-15
3660,1,21A,50A,5000.0,2006-11-15
3661,1,21A,50A,5000.0,2006-11-15
3662,1,21A,50A,5000.0,2006-11-15
3663,1,21A,50A,5000.0,2006-11-15
3664,1,21A,50A,5000.0,2006-11-15
3665,1,21A,50A,5000.0,2006-11-15
3666,1,,,100000.0,2006-11-15
3667,1,21A,50A,5000.0,2006-11-15
3668,1,21A,50A,5000.0,2006-11-15
3669,1,21A,50A,5000.0,2006-11-15
3670,1,21A,50A,5000.0,2006-11-15
3671,1,21A,50A,5000.0,2006-11-15
3672,1,21A,50A,5000.0,2006-11-15
3673,1,21A,50A,5000.0,2006-11-15
3674,1,21A,50A,5000.0,2006-11-15
3675,1,21A,50A,5000.0,2006-11-15
3676,1,21A,50A,5000.0,2006-11-15
3677,1,21A,50A,5000.0,2006-11-15
3678,1,21A,50A,5000.0,2006-11-15
3679,1,21A,50A,5000.0,2006-11-15
3680,1,21A,50A,5000.0,2006-11-15
3681,1,21A,50A,5000.0,2006-11-16
3682,1,21A,50A,5000.0,2006-11-16
3683,1,180D,10B,20000.0,2006-11-16
3684,1,,,,2006-11-16
3685,1,21A,50A,5000.0,2006-11-16
3686,1,21A,50A,5000.0,2006-11-16
3687,1,21A,50A,5000.0,2006-11-16
3688,1,282B,10A,5000.0,2006-11-16
3689,1,32D,30B,20000.0,2006-11-16
3690,1,21A,50A,5000.0,2006-11-16
3691,1,21A,50A,5000.0,2006-11-16
3692,1,,,,2006-11-17
3693,1,21A,50A,5000.0,2006-11-17
3694,1,21A,50A,5000.0,2006-11-17
3695,1,93A,30C,5000.0,2006-11-17
3696,0,173A,30B,5000.0,2006-11-17
3697,1,59C,10A,40000.0,2006-11-17
3698,1,21A,50A,5000.0,2006-11-17
3699,1,55C,30B,5000.0,2006-11-17
3700,1,,,,2006-11-17
3701,1,21A,50A,5000.0,2006-11-17
3702,1,59C,10A,40000.0,2006-11-17
3703,1,21A,50A,5000.0,2006-11-17
3704,1,,,5000.0,2006-11-17
3705,1,21A,50A,5000.0,2006-11-17
3706,1,,,5000.0,2006-11-17
3707,1,21A,50A,5000.0,2006-11-17
3708,1,,,,2006-11-17
3709,1,,,5000.0,2006-11-20
3710,0,176D,30D,,2006-11-20
3711,0,3C,10A,50000.0,2006-11-20
3712,0,3C,10A,50000.0,2006-11-20
3713,1,,,,2006-11-20
3714,1,3C,10A,50000.0,2006-11-20
3715,1,21A,50A,5000.0,2006-11-20
3716,1,,,5000.0,2006-11-20
3717,1,21A,50A,5000.0,2006-11-20
3718,1,,,,2006-11-20
3719,1,3C,10A,50000.0,2006-11-20
3720,1,4D,20C,100000.0,2006-11-21
3721,0,4D,20C,100000.0,2006-11-21
3722,1,,,,2006-11-22
3723,1,34B,30C,5000.0,2006-11-22
3724,1,,,,2006-11-22
3725,1,34B,30C,5000.0,2006-11-22
3726,1,34B,30C,5000.0,2006-11-22
3727,1,34B,30C,5000.0,2006-11-22
3728,1,34B,30C,5000.0,2006-11-22
3729,1,179C,20A,500000.0,2006-11-22
3730,1,,,,2006-11-22
3731,1,34B,30C,5000.0,2006-11-22
3732,0,55C,30B,5000.0,2006-11-23
3733,1,,,5000.0,2006-11-23
3734,1,,,,2006-11-23
3735,1,,,20000.0,2006-11-23
3736,0,90B,30D,,2006-11-23
3737,0,4D,10A,,2006-11-24
3738,0,4D,10A,,2006-11-24
3739,0,4D,10A,,2006-11-24
3740,0,4D,10A,,2006-11-24
3741,0,4D,10A,,2006-11-24
3742,0,4D,10A,,2006-11-24
3743,0,4D,10A,,2006-11-24
3744,0,4D,10A,,2006-11-24
3745,0,4D,10A,,2006-11-24
3746,0,4D,10A,,2006-11-24
3747,0,4D,10A,,2006-11-24
3748,0,4D,10A,,2006-11-24
3749,0,4D,10A,,2006-11-24
3750,0,4D,10A,,2006-11-24
3751,0,4D,10A,,2006-11-24
3752,0,4D,10A,,2006-11-24
3753,0,4D,10A,,2006-11-24
3754,0,4D,10A,,2006-11-24
3755,0,4D,10A,,2006-11-24
3756,0,4D,10A,,2006-11-24
3757,0,4D,10A,,2006-11-24
3758,0,4D,10A,,2006-11-24
3759,0,59C,10A,40000.0,2006-11-24
3760,0,4D,10A,,2006-11-24
3761,0,4D,10A,,2006-11-24
3762,0,4D,10A,,2006-11-24
3763,0,97A,30B,10000.0,2006-11-24
3764,0,4D,10A,,2006-11-24
3765,1,,,,2006-11-24
3766,0,4D,10A,,2006-11-24
3767,0,4D,10A,100000.0,2006-11-24
3768,0,4D,10A,,2006-11-24
3769,0,4D,10A,,2006-11-24
3770,0,4D,10A,,2006-11-24
3771,0,4D,10A,,2006-11-24
3772,0,59C,10A,200000.0,2006-11-24
3773,0,4D,10A,,2006-11-24
3774,0,4D,10A,,2006-11-24
3775,0,4D,10A,,2006-11-24
3776,0,4D,10A,,2006-11-24
3777,0,4D,10A,,2006-11-24
3778,0,4D,10A,,2006-11-24
3779,0,4D,10A,,2006-11-24
3780,0,4D,10A,,2006-11-24
3781,0,4D,10A,,2006-11-24
3782,0,4D,10A,,2006-11-24
3783,0,4D,10A,,2006-11-24
3784,0,4D,10A,50000.0,2006-11-24
3785,0,4D,10A,200000.0,2006-11-24
3786,0,4D,10A,100000.0,2006-11-24
3787,0,4D,10A,,2006-11-24
3788,0,4D,10A,,2006-11-24
3789,0,4D,10A,50000.0,2006-11-24
3790,0,4D,10A,,2006-11-24
3791,1,,,200000.0,2006-11-24
3792,0,4D,10A,,2006-11-24
3793,0,4D,10A,,2006-11-24
3794,0,4D,10A,,2006-11-24
3795,0,4D,10A,,2006-11-24
3796,0,4D,10A,,2006-11-24
3797,0,4D,10A,,2006-11-24
3798,0,4D,10A,,2006-11-24
3799,0,4D,10A,,2006-11-24
3800,0,4D,10A,,2006-11-24
3801,0,4D,10A,,2006-11-24
3802,0,4D,10A,,2006-11-24
3803,0,59C,10A,100000.0,2006-11-24
3804,0,4D,10A,,2006-11-24
3805,0,4D,10A,,2006-11-24
3806,0,4D,10A,,2006-11-24
3807,0,4D,10A,,2006-11-24
3808,0,4D,10A,,2006-11-24
3809,0,4D,10A,,2006-11-24
3810,0,4D,10A,,2006-11-24
3811,0,4D,10A,,2006-11-24
3812,0,4D,10A,,2006-11-24
3813,0,4D,10A,,2006-11-24
3814,0,4D,10A,,2006-11-24
3815,0,4D,10A,,2006-11-24
3816,0,4D,10A,,2006-11-24
3817,0,4D,10A,,2006-11-24
3818,0,59C,10A,100000.0,2006-11-24
3819,0,4D,10A,,2006-11-24
3820,0,4D,10A,,2006-11-24
3821,0,4D,10A,,2006-11-24
3822,0,4D,10A,,2006-11-24
3823,0,4D,10A,,2006-11-24
3824,0,20D,30B,100000.0,2006-11-24
3825,0,4D,10A,,2006-11-24
3826,0,4D,10A,,2006-11-24
3827,0,4D,10A,,2006-11-24
3828,0,4D,10A,,2006-11-24
3829,0,4D,10A,,2006-11-24
3830,0,4D,10A,,2006-11-24
3831,0,4D,10A,,2006-11-24
3832,0,4D,10A,,2006-11-24
3833,0,4D,10A,,2006-11-24
3834,0,4D,10A,,2006-11-24
3835,0,4D,10A,,2006-11-24
3836,0,4D,10A,,2006-11-24
3837,0,4D,10A,,2006-11-24
3838,0,59C,10A,10000.0,2006-11-24
3839,0,4D,10A,,2006-11-24
3840,0,4D,10A,,2006-11-24
3841,0,4D,10A,,2006-11-24
3842,0,4D,10A,,2006-11-24
3843,0,4D,10A,,2006-11-24
3844,0,4D,10A,,2006-11-24
3845,0,4D,10A,,2006-11-24
3846,0,4D,10A,,2006-11-24
3847,0,4D,10A,,2006-11-24
3848,0,4D,10A,,2006-11-24
3849,0,4D,10A,,2006-11-24
3850,0,4D,10A,,2006-11-24
3851,0,4D,10A,,2006-11-24
3852,0,4D,10A,,2006-11-24
3853,0,4D,10A,40000.0,2006-11-24
3854,0,4D,10A,,2006-11-24
3855,0,4D,10A,,2006-11-24
3856,0,4D,10A,,2006-11-24
3857,0,4D,10A,,2006-11-24
3858,0,4D,10A,,2006-11-24
3859,0,4D,10A,,2006-11-24
3860,0,4D,10A,,2006-11-24
3861,0,4D,10A,,2006-11-24
3862,0,4D,10A,,2006-11-24
3863,1,2B,10A,,2006-11-24
3864,0,4D,10A,,2006-11-24
3865,0,4D,10A,,2006-11-24
3866,0,4D,10A,,2006-11-24
3867,0,4D,10A,,2006-11-24
3868,0,4D,10A,,2006-11-24
3869,0,4D,10A,,2006-11-24
3870,0,4D,10A,,2006-11-24
3871,0,4D,10A,,2006-11-24
3872,0,59C,10A,40000.0,2006-11-24
3873,0,4D,10A,,2006-11-24
3874,0,4D,10A,,2006-11-24
3875,0,4D,10A,100000.0,2006-11-24
3876,0,4D,10A,,2006-11-24
3877,0,59C,10A,30000.0,2006-11-24
3878,0,4D,10A,,2006-11-24
3879,0,4D,10A,,2006-11-24
3880,0,4D,10A,,2006-11-24
3881,0,4D,10A,,2006-11-24
3882,0,4D,10A,,2006-11-24
3883,0,4D,10A,,2006-11-24
3884,0,4D,10A,,2006-11-24
3885,0,4D,10A,,2006-11-24
3886,0,4D,10A,100000.0,2006-11-24
3887,0,4D,10A,,2006-11-24
3888,0,4D,10A,,2006-11-24
3889,0,4D,10A,,2006-11-24
3890,0,4D,10A,,2006-11-24
3891,0,4D,10A,,2006-11-24
3892,0,4D,10A,,2006-11-24
3893,0,4D,10A,,2006-11-24
3894,0,4D,10A,,2006-11-24
3895,0,4D,10A,,2006-11-24
3896,0,4D,10A,,2006-11-24
3897,0,4D,10A,,2006-11-24
3898,0,4D,10A,,2006-11-24
3899,0,4D,10A,,2006-11-24
3900,0,4D,10A,,2006-11-24
3901,0,4D,10A,,2006-11-24
3902,0,4D,10A,,2006-11-24
3903,0,4D,10A,,2006-11-24
3904,0,4D,10A,,2006-11-24
3905,0,4D,10A,,2006-11-24
3906,0,4D,10A,,2006-11-24
3907,0,4D,10A,,2006-11-24
3908,0,4D,10A,,2006-11-24
3909,0,4D,10A,,2006-11-24
3910,0,4D,10A,,2006-11-24
3911,0,4D,10A,,2006-11-24
3912,0,4D,10A,,2006-11-24
3913,0,4D,10A,,2006-11-24
3914,0,4D,10A,,2006-11-24
3915,0,4D,10A,,2006-11-24
3916,0,4D,10A,,2006-11-24
3917,0,4D,10A,,2006-11-24
3918,0,4D,10A,,2006-11-24
3919,0,4D,10A,,2006-11-24
3920,0,4D,10A,,2006-11-24
3921,0,4D,10A,,2006-11-24
3922,0,4D,10A,,2006-11-24
3923,0,4D,10A,,2006-11-24
3924,0,4D,10A,,2006-11-24
3925,0,4D,10A,,2006-11-24
3926,0,4D,10A,,2006-11-24
3927,0,4D,10A,,2006-11-24
3928,0,4D,10A,,2006-11-24
3929,0,4D,10A,,2006-11-24
3930,0,4D,10A,,2006-11-24
3931,0,4D,10A,,2006-11-24
3932,0,4D,10A,100000.0,2006-11-24
3933,0,4D,10A,,2006-11-24
3934,0,4D,10A,,2006-11-24
3935,0,4D,10A,,2006-11-24
3936,0,4D,10A,,2006-11-24
3937,0,60D,30D,,2006-11-24
3938,0,4D,10A,,2006-11-24
3939,0,4D,10A,,2006-11-24
3940,0,4D,10A,,2006-11-24
3941,0,4D,10A,,2006-11-24
3942,0,4D,10A,,2006-11-24
3943,0,4D,10A,,2006-11-24
3944,0,90B,30D,,2006-11-24
3945,0,4D,10A,,2006-11-24
3946,0,4D,10A,,2006-11-24
3947,0,4D,10A,,2006-11-24
3948,0,4D,10A,,2006-11-24
3949,0,4D,10A,,2006-11-24
3950,0,4D,10A,50000.0,2006-11-24
3951,0,4D,10A,,2006-11-24
3952,0,4D,10A,,2006-11-24
3953,0,4D,10A,,2006-11-24
3954,0,4D,10A,,2006-11-24
3955,0,4D,10A,,2006-11-24
3956,0,4D,10A,,2006-11-24
3957,0,4D,10A,,2006-11-24
3958,0,4D,10A,,2006-11-24
3959,0,4D,10A,,2006-11-24
3960,0,4D,10A,,2006-11-24
3961,0,4D,10A,,2006-11-24
3962,0,4D,10A,,2006-11-24
3963,0,4D,10A,,2006-11-24
3964,0,4D,10A,,2006-11-24
3965,0,,,,2006-11-24
3966,0,4D,10A,,2006-11-24
3967,0,4D,10A,,2006-11-24
3968,0,4D,10A,,2006-11-24
3969,0,4D,10A,,2006-11-24
3970,0,4D,10A,,2006-11-24
3971,0,4D,10A,,2006-11-24
3972,0,4D,10A,,2006-11-24
3973,0,4D,10A,,2006-11-24
3974,0,4D,10A,,2006-11-24
3975,0,59C,10A,50000.0,2006-11-24
3976,0,4D,10A,,2006-11-24
3977,0,4D,10A,,2006-11-24
3978,0,4D,10A,,2006-11-24
3979,1,,,,2006-11-24
3980,0,4D,10A,,2006-11-24
3981,0,4D,10A,,2006-11-24
3982,0,4D,10A,,2006-11-24
3983,0,4D,10A,,2006-11-24
3984,0,4D,10A,,2006-11-24
3985,0,4D,10A,,2006-11-24
3986,0,4D,10A,,2006-11-24
3987,0,59C,10A,10000.0,2006-11-24
3988,1,2B,10A,5000.0,2006-11-27
3989,1,2B,10A,10000.0,2006-11-27
3990,1,2B,10A,5000.0,2006-11-27
3991,1,11C,30B,5000.0,2006-11-27
3992,0,32D,30B,,2006-11-27
3993,0,32D,30B,,2006-11-27
3994,0,32D,30B,,2006-11-27
3995,1,,,,2006-11-27
3996,1,54B,20C,5000.0,2006-11-27
3997,0,32D,30B,,2006-11-27
3998,0,32D,30B,,2006-11-27
3999,0,32D,30B,,2006-11-27
4000,1,32D,30B,10000.0,2006-11-27
4001,1,32D,30B,10000.0,2006-11-27
4002,1,32D,30B,30000.0,2006-11-27
4003,0,32D,30B,,2006-11-27
4004,0,1A,10A,5000.0,2006-11-27
4005,0,32D,30B,,2006-11-27
4006,0,32D,30B,,2006-11-27
4007,1,32D,30B,30000.0,2006-11-27
4008,0,54B,20C,5000.0,2006-11-27
4009,0,32D,30B,,2006-11-27
4010,0,32D,30B,,2006-11-27
4011,0,2B,10A,,2006-11-27
4012,1,32D,30B,10000.0,2006-11-27
4013,0,32D,30B,,2006-11-27
4014,1,,,10000.0,2006-11-27
4015,1,,,10000.0,2006-11-27
4016,0,32D,30B,,2006-11-27
4017,0,32D,30B,,2006-11-27
4018,0,32D,30B,100000.0,2006-11-27
4019,1,32D,30B,20000.0,2006-11-27
4020,0,32D,30B,,2006-11-27
4021,0,32D,30B,,2006-11-27
4022,0,32D,30B,,2006-11-27
4023,0,32D,30B,,2006-11-27
4024,1,32D,30B,10000.0,2006-11-27
4025,0,32D,30B,,2006-11-27
4026,1,2B,10A,5000.0,2006-11-27
4027,1,32D,30B,10000.0,2006-11-27
4028,0,2B,10A,,2006-11-27
4029,1,32D,30B,10000.0,2006-11-27
4030,0,176D,30D,5000.0,2006-11-27
4031,0,33A,10A,20000.0,2006-11-27
4032,0,1A,10A,5000.0,2006-11-27
4033,0,32D,30B,,2006-11-27
4034,1,32D,30B,30000.0,2006-11-27
4035,0,32D,30B,,2006-11-27
4036,0,32D,30B,,2006-11-27
4037,0,32D,30B,,2006-11-27
4038,1,32D,30B,10000.0,2006-11-27
4039,0,32D,30B,,2006-11-27
4040,1,51C,20C,5000.0,2006-11-27
4041,0,32D,30B,,2006-11-27
4042,0,32D,30B,,2006-11-27
4043,1,32D,30B,10000.0,2006-11-27
4044,0,32D,30B,,2006-11-27
4045,1,32D,30B,30000.0,2006-11-27
4046,0,32D,30B,,2006-11-27
4047,0,32D,30B,,2006-11-27
4048,0,32D,30B,,2006-11-27
4049,1,32D,30B,30000.0,2006-11-27
4050,1,,,,2006-11-28
4051,1,,,,2006-11-28
4052,1,,,300000.0,2006-11-28
4053,1,,,,2006-11-28
4054,1,,,,2006-11-28
4055,1,,,,2006-11-28
4056,1,,,,2006-11-28
4057,1,,,,2006-11-28
4058,1,,,,2006-11-28
4059,1,,,,2006-11-28
4060,1,,,10000.0,2006-11-28
4061,1,,,,2006-11-28
4062,1,39C,30B,10000.0,2006-11-28
4063,1,,,,2006-11-28
4064,1,,,,2006-11-28
4065,1,,,200000.0,2006-11-28
4066,1,,,,2006-11-28
4067,1,,,5000.0,2006-11-28
4068,1,39C,30B,10000.0,2006-11-28
4069,1,,,,2006-11-28
4070,1,,,,2006-11-28
4071,1,,,,2006-11-28
4072,1,,,,2006-11-28
4073,1,,,20000.0,2006-11-28
4074,1,,,,2006-11-28
4075,1,,,,2006-11-28
4076,1,,,,2006-11-28
4077,1,,,,2006-11-28
4078,1,,,10000.0,2006-11-28
4079,1,,,,2006-11-28
4080,1,,,,2006-11-28
4081,1,,,,2006-11-28
4082,1,,,,2006-11-28
4083,1,,,5000.0,2006-11-28
4084,1,,,,2006-11-28
4085,1,,,,2006-11-28
4086,1,,,,2006-11-28
