,date,Person.ID,Faculty.No.,Dept.No.,With.PHD,years_in_uni,Number.of.Successful.Grant,Number.of.Unsuccessful.Grant,A.,A,B,C
4662,2006-12-15,720302,,,,,0.0,0.0,0.0,0.0,0.0,0.0
4663,2006-12-15,69222,25.0,2558.0,,,4.0,6.0,8.0,17.0,8.0,3.0
4664,2006-12-15,871907,25.0,2538.0,,1.0,1.0,0.0,2.0,0.0,0.0,0.0
4665,2006-12-15,94102,25.0,2813.0,,0.0,1.0,0.0,0.0,2.0,0.0,0.0
4666,2006-12-15,28797,25.0,2768.0,1.0,1.0,4.0,6.0,0.0,0.0,0.0,1.0
4667,2006-12-15,714027,,,,,0.0,0.0,0.0,0.0,0.0,0.0
4668,2006-12-15,16452,,,,,0.0,0.0,0.0,5.0,10.0,5.0
4669,2006-12-15,20342,46.0,2298.0,,2.0,0.0,0.0,0.0,1.0,0.0,0.0
4670,2006-12-15,80722,46.0,2298.0,1.0,4.0,1.0,0.0,1.0,6.0,1.0,7.0
4671,2006-12-17,123132,25.0,2523.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4672,2006-12-18,113607,7.0,603.0,,1.0,0.0,0.0,0.0,1.0,0.0,3.0
4673,2006-12-18,67852,25.0,2523.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
4674,2006-12-19,68437,19.0,2103.0,1.0,4.0,0.0,1.0,3.0,3.0,4.0,14.0
4675,2006-12-19,66657,25.0,2668.0,,1.0,0.0,0.0,11.0,6.0,2.0,1.0
4676,2006-12-19,115407,25.0,2878.0,1.0,1.0,0.0,1.0,45.0,8.0,34.0,15.0
4677,2006-12-19,73882,25.0,2713.0,,0.0,2.0,2.0,5.0,7.0,4.0,1.0
4678,2006-12-19,74822,25.0,2668.0,1.0,3.0,4.0,2.0,5.0,0.0,2.0,0.0
4679,2006-12-19,63962,34.0,1258.0,1.0,4.0,2.0,0.0,1.0,16.0,8.0,4.0
4680,2006-12-19,589572,25.0,2678.0,,,1.0,1.0,0.0,0.0,1.0,1.0
4681,2006-12-19,78827,25.0,2498.0,1.0,4.0,1.0,1.0,4.0,13.0,6.0,2.0
4682,2006-12-19,74077,25.0,2653.0,,1.0,0.0,1.0,14.0,4.0,1.0,4.0
4683,2006-12-19,24627,25.0,2768.0,,2.0,0.0,0.0,0.0,1.0,0.0,0.0
4684,2006-12-19,76432,25.0,2653.0,,1.0,1.0,0.0,26.0,15.0,9.0,6.0
4685,2006-12-20,111122,31.0,3048.0,1.0,1.0,2.0,1.0,4.0,5.0,5.0,0.0
4686,2006-12-20,3362,25.0,2603.0,1.0,2.0,3.0,1.0,5.0,10.0,5.0,4.0
4687,2006-12-20,71127,25.0,2603.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4688,2006-12-20,79227,25.0,2768.0,,0.0,0.0,0.0,5.0,21.0,19.0,2.0
4689,2006-12-20,178232,1.0,998.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
4690,2006-12-21,74822,25.0,2668.0,1.0,3.0,4.0,2.0,5.0,0.0,2.0,0.0
4691,2006-12-21,64777,25.0,2813.0,,4.0,1.0,8.0,2.0,11.0,9.0,5.0
4692,2006-12-21,79192,25.0,2523.0,1.0,4.0,5.0,7.0,42.0,55.0,18.0,4.0
4693,2006-12-21,5672,25.0,2768.0,,1.0,0.0,0.0,0.0,0.0,3.0,0.0
4694,2006-12-21,74162,25.0,2813.0,1.0,2.0,2.0,6.0,12.0,23.0,8.0,7.0
4695,2006-12-21,119982,13.0,1678.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0
4696,2006-12-21,67037,25.0,2563.0,1.0,3.0,3.0,9.0,3.0,5.0,15.0,3.0
4697,2006-12-22,79192,25.0,2523.0,1.0,4.0,5.0,7.0,42.0,55.0,18.0,4.0
4698,2006-12-22,301472,25.0,2533.0,1.0,1.0,5.0,2.0,9.0,37.0,40.0,10.0
4699,2006-12-22,11342,25.0,2558.0,1.0,1.0,0.0,5.0,1.0,1.0,2.0,2.0
4700,2006-12-22,30457,25.0,2558.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0
4701,2007-01-01,638122,58.0,4193.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4702,2007-01-01,755517,25.0,2538.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0
4703,2007-01-01,449137,25.0,2538.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0
4704,2007-01-01,775597,,,1.0,,0.0,0.0,5.0,5.0,5.0,1.0
4705,2007-01-01,18237,25.0,2713.0,,4.0,0.0,0.0,17.0,19.0,12.0,9.0
4706,2007-01-01,68817,25.0,2713.0,1.0,3.0,1.0,5.0,3.0,10.0,9.0,1.0
4707,2007-01-01,78947,25.0,2553.0,,0.0,1.0,4.0,1.0,5.0,6.0,1.0
4708,2007-01-01,82567,25.0,2678.0,1.0,4.0,2.0,2.0,13.0,13.0,5.0,10.0
4709,2007-01-01,73422,25.0,2713.0,1.0,3.0,1.0,3.0,8.0,11.0,9.0,7.0
4710,2007-01-01,15047,,,,,0.0,0.0,0.0,1.0,5.0,2.0
4711,2007-01-01,36827,,,,,0.0,0.0,1.0,0.0,0.0,1.0
4712,2007-01-01,27372,25.0,2553.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
4713,2007-01-01,67657,25.0,2713.0,1.0,2.0,1.0,2.0,2.0,8.0,1.0,3.0
4714,2007-01-01,79032,25.0,2713.0,1.0,4.0,0.0,4.0,4.0,11.0,8.0,4.0
4715,2007-01-01,51842,25.0,2553.0,,1.0,1.0,0.0,0.0,3.0,4.0,0.0
4716,2007-01-01,330592,25.0,2553.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0
4717,2007-01-01,68692,25.0,2553.0,1.0,4.0,1.0,2.0,3.0,5.0,11.0,2.0
4718,2007-01-01,547,19.0,2053.0,1.0,3.0,0.0,0.0,8.0,28.0,3.0,0.0
4719,2007-01-01,77182,31.0,3098.0,1.0,3.0,0.0,1.0,7.0,8.0,5.0,0.0
4720,2007-01-01,77832,79.0,28.0,1.0,2.0,1.0,0.0,13.0,6.0,4.0,2.0
4721,2007-01-01,82892,19.0,2053.0,1.0,1.0,3.0,0.0,111.0,10.0,5.0,2.0
4722,2007-01-01,64807,31.0,,1.0,4.0,3.0,1.0,19.0,8.0,19.0,8.0
4723,2007-01-01,9732,31.0,3048.0,1.0,3.0,3.0,0.0,26.0,9.0,7.0,0.0
4724,2007-01-01,39277,31.0,3273.0,1.0,1.0,1.0,1.0,0.0,5.0,3.0,1.0
4725,2007-01-01,78807,25.0,2578.0,1.0,4.0,0.0,1.0,4.0,1.0,1.0,0.0
4726,2007-01-01,10157,,,,,0.0,0.0,0.0,5.0,2.0,0.0
4727,2007-01-01,30782,25.0,2653.0,,2.0,1.0,3.0,2.0,15.0,7.0,3.0
4728,2007-01-01,110177,25.0,2653.0,,1.0,2.0,3.0,1.0,0.0,3.0,1.0
4729,2007-01-01,31707,25.0,2558.0,,2.0,1.0,0.0,5.0,6.0,2.0,5.0
4730,2007-01-01,67037,25.0,2563.0,1.0,3.0,3.0,9.0,6.0,6.0,17.0,5.0
4731,2007-01-01,49227,25.0,2628.0,1.0,1.0,3.0,1.0,10.0,5.0,2.0,3.0
4732,2007-01-01,407,25.0,2713.0,,3.0,1.0,1.0,6.0,3.0,6.0,2.0
4733,2007-01-01,22767,25.0,2523.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
4734,2007-01-01,132927,25.0,2523.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4735,2007-01-01,148997,25.0,2523.0,,4.0,2.0,3.0,0.0,0.0,0.0,0.0
4736,2007-01-01,66192,25.0,2523.0,1.0,4.0,0.0,0.0,1.0,18.0,10.0,6.0
4737,2007-01-01,801752,25.0,2653.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0
4738,2007-01-01,78922,25.0,2578.0,,1.0,0.0,1.0,0.0,14.0,6.0,0.0
4739,2007-01-01,25117,25.0,2763.0,1.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0
4740,2007-01-01,46132,25.0,2893.0,1.0,1.0,5.0,5.0,6.0,7.0,1.0,0.0
4741,2007-01-01,68377,25.0,2893.0,1.0,4.0,0.0,0.0,9.0,13.0,2.0,4.0
4742,2007-01-01,44907,25.0,2668.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0
4743,2007-01-01,73612,25.0,2768.0,1.0,4.0,0.0,1.0,4.0,13.0,12.0,7.0
4744,2007-01-01,168282,25.0,2778.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4745,2007-01-01,15777,25.0,2778.0,1.0,2.0,0.0,0.0,6.0,3.0,51.0,35.0
4746,2007-01-01,77297,46.0,2298.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0
4747,2007-01-01,85007,46.0,2298.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
4748,2007-01-01,80737,46.0,2298.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0
4749,2007-01-01,69032,25.0,2538.0,1.0,2.0,3.0,5.0,6.0,7.0,5.0,2.0
4750,2007-01-01,75377,19.0,2053.0,1.0,4.0,7.0,2.0,25.0,13.0,20.0,21.0
4751,2007-01-01,17762,25.0,2923.0,,2.0,0.0,0.0,1.0,3.0,3.0,8.0
4752,2007-01-01,783507,,,,,0.0,0.0,0.0,0.0,0.0,0.0
4753,2007-01-01,71712,25.0,2553.0,1.0,3.0,0.0,0.0,10.0,2.0,3.0,3.0
4754,2007-01-01,68622,25.0,2853.0,,4.0,1.0,0.0,10.0,9.0,6.0,1.0
4755,2007-01-01,52602,25.0,2853.0,1.0,1.0,0.0,1.0,6.0,5.0,3.0,1.0
4756,2007-01-01,726807,25.0,2538.0,,1.0,1.0,0.0,1.0,1.0,0.0,1.0
4757,2007-01-01,133032,,,,,0.0,0.0,6.0,2.0,2.0,0.0
4758,2007-01-01,132957,25.0,2853.0,,1.0,0.0,1.0,1.0,1.0,2.0,0.0
4759,2007-01-01,496907,25.0,2853.0,,1.0,1.0,0.0,3.0,2.0,2.0,0.0
4760,2007-01-01,126907,,,,,0.0,0.0,15.0,8.0,12.0,0.0
4761,2007-01-01,17877,,,,,0.0,0.0,0.0,3.0,4.0,2.0
4762,2007-01-01,76352,25.0,2523.0,1.0,3.0,1.0,0.0,5.0,8.0,1.0,1.0
4763,2007-01-01,79192,25.0,2523.0,1.0,4.0,5.0,7.0,51.0,81.0,32.0,6.0
4764,2007-01-01,69812,25.0,2813.0,,2.0,3.0,10.0,15.0,13.0,20.0,2.0
4765,2007-01-01,119372,25.0,2813.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0
4766,2007-01-01,2982,25.0,2668.0,1.0,1.0,0.0,1.0,5.0,2.0,3.0,1.0
4767,2007-01-01,55437,25.0,2668.0,1.0,1.0,3.0,9.0,4.0,1.0,3.0,1.0
4768,2007-01-01,103002,25.0,2813.0,,1.0,2.0,2.0,4.0,3.0,2.0,2.0
4769,2007-01-01,13527,,,,,0.0,0.0,3.0,3.0,3.0,3.0
4770,2007-01-01,67647,25.0,2678.0,1.0,2.0,4.0,10.0,14.0,15.0,10.0,5.0
4771,2007-01-01,489582,31.0,3048.0,1.0,1.0,2.0,1.0,13.0,1.0,3.0,1.0
4772,2007-01-01,67367,25.0,2678.0,,3.0,0.0,0.0,2.0,2.0,1.0,1.0
4773,2007-01-01,31182,25.0,2668.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0
4774,2007-01-01,131372,13.0,1528.0,1.0,1.0,1.0,0.0,0.0,0.0,14.0,0.0
4775,2007-01-01,69262,25.0,2653.0,1.0,3.0,1.0,0.0,8.0,13.0,9.0,9.0
4776,2007-01-01,87917,25.0,2653.0,1.0,1.0,3.0,0.0,4.0,1.0,0.0,1.0
4777,2007-01-01,63757,25.0,2553.0,1.0,4.0,0.0,1.0,6.0,5.0,1.0,3.0
4778,2007-01-01,7342,25.0,2553.0,1.0,2.0,0.0,3.0,6.0,2.0,0.0,1.0
4779,2007-01-01,63782,25.0,2553.0,1.0,4.0,4.0,5.0,19.0,20.0,12.0,8.0
4780,2007-01-01,73942,25.0,2728.0,1.0,3.0,2.0,1.0,7.0,17.0,5.0,5.0
4781,2007-01-01,497457,25.0,2728.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
4782,2007-01-01,78827,25.0,2498.0,1.0,4.0,1.0,1.0,6.0,15.0,8.0,2.0
4783,2007-01-01,34617,31.0,3048.0,,2.0,0.0,1.0,10.0,6.0,4.0,12.0
4784,2007-01-01,7587,25.0,2603.0,1.0,3.0,0.0,0.0,1.0,4.0,8.0,0.0
4785,2007-01-01,22987,25.0,2603.0,,1.0,1.0,1.0,10.0,18.0,3.0,5.0
4786,2007-01-01,3867,25.0,2603.0,,4.0,0.0,1.0,5.0,13.0,7.0,6.0
4787,2007-01-01,36472,7.0,828.0,,2.0,1.0,0.0,0.0,1.0,1.0,0.0
4788,2007-01-01,78602,25.0,2628.0,1.0,4.0,3.0,0.0,9.0,22.0,6.0,7.0
4789,2007-01-01,7047,25.0,2713.0,,0.0,0.0,3.0,8.0,4.0,3.0,5.0
4790,2007-01-01,78562,25.0,2628.0,1.0,4.0,3.0,0.0,6.0,9.0,5.0,5.0
4791,2007-01-01,10497,,,,,0.0,0.0,5.0,11.0,1.0,2.0
4792,2007-01-01,33167,25.0,2523.0,,0.0,0.0,5.0,14.0,7.0,4.0,4.0
4793,2007-01-01,649042,25.0,2523.0,1.0,1.0,4.0,2.0,1.0,0.0,2.0,3.0
4794,2007-01-01,17367,25.0,2523.0,1.0,2.0,2.0,5.0,6.0,3.0,9.0,3.0
4795,2007-01-01,491012,,,,,0.0,0.0,0.0,0.0,0.0,0.0
4796,2007-01-01,488862,34.0,1258.0,,0.0,0.0,1.0,0.0,0.0,1.0,3.0
4797,2007-01-01,9857,19.0,2053.0,1.0,3.0,0.0,1.0,10.0,13.0,8.0,0.0
4798,2007-01-01,13682,34.0,,1.0,2.0,1.0,2.0,1.0,19.0,3.0,2.0
4799,2007-01-01,94187,19.0,2053.0,,0.0,0.0,1.0,7.0,0.0,1.0,0.0
4800,2007-01-01,64517,19.0,2053.0,1.0,4.0,0.0,1.0,19.0,6.0,11.0,2.0
4801,2007-01-01,79602,25.0,2893.0,,4.0,1.0,0.0,12.0,31.0,12.0,13.0
4802,2007-01-01,24087,46.0,2298.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,2.0
4803,2007-01-01,119982,13.0,1678.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0
4804,2007-01-01,146697,13.0,1678.0,1.0,1.0,3.0,1.0,4.0,4.0,8.0,9.0
4805,2007-01-01,30772,25.0,2603.0,,2.0,3.0,1.0,5.0,2.0,0.0,0.0
4806,2007-01-01,405312,25.0,2883.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0
4807,2007-01-01,67842,25.0,2653.0,1.0,2.0,0.0,6.0,9.0,38.0,16.0,3.0
4808,2007-01-01,89582,25.0,2538.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0
4809,2007-01-01,12887,25.0,2678.0,1.0,0.0,0.0,2.0,8.0,8.0,6.0,4.0
4810,2007-01-01,592,31.0,3028.0,1.0,3.0,1.0,1.0,2.0,32.0,8.0,2.0
4811,2007-01-01,23872,31.0,3028.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4812,2007-01-01,615307,25.0,2768.0,,,0.0,1.0,2.0,15.0,13.0,2.0
4813,2007-01-01,615302,,,,,0.0,0.0,0.0,0.0,5.0,0.0
4814,2007-01-01,301472,25.0,2533.0,1.0,1.0,5.0,2.0,9.0,44.0,59.0,15.0
4815,2007-01-01,20937,25.0,2763.0,1.0,2.0,0.0,4.0,3.0,4.0,2.0,0.0
4816,2007-01-01,3692,25.0,2828.0,,0.0,2.0,1.0,2.0,5.0,11.0,15.0
4817,2007-01-01,63722,34.0,1258.0,1.0,4.0,1.0,0.0,0.0,0.0,5.0,1.0
4818,2007-01-01,22002,31.0,3268.0,1.0,2.0,1.0,0.0,1.0,7.0,8.0,3.0
4819,2007-01-01,64867,31.0,3268.0,1.0,4.0,5.0,2.0,6.0,32.0,11.0,5.0
4820,2007-01-01,159607,25.0,2553.0,1.0,1.0,1.0,6.0,0.0,5.0,7.0,11.0
4821,2007-01-01,67152,25.0,2553.0,1.0,4.0,0.0,0.0,0.0,7.0,5.0,1.0
4822,2007-01-01,607102,31.0,3048.0,,,1.0,0.0,5.0,2.0,0.0,0.0
4823,2007-01-01,74822,25.0,2668.0,1.0,3.0,4.0,2.0,5.0,2.0,2.0,0.0
4824,2007-01-01,1797,25.0,2678.0,1.0,3.0,5.0,14.0,0.0,10.0,9.0,0.0
4825,2007-01-01,89467,25.0,2678.0,,,2.0,2.0,8.0,2.0,2.0,0.0
4826,2007-01-01,54922,25.0,2678.0,,0.0,1.0,6.0,1.0,3.0,0.0,0.0
4827,2007-01-01,108962,25.0,2538.0,,1.0,0.0,4.0,1.0,8.0,6.0,0.0
4828,2007-01-01,18377,25.0,2923.0,1.0,2.0,3.0,2.0,3.0,1.0,9.0,2.0
4829,2007-01-01,70542,25.0,2558.0,,1.0,0.0,0.0,0.0,6.0,5.0,2.0
4830,2007-01-01,147722,25.0,2923.0,,1.0,1.0,1.0,0.0,1.0,5.0,2.0
4831,2007-01-01,9217,25.0,2533.0,1.0,3.0,0.0,0.0,2.0,6.0,17.0,11.0
4832,2007-01-01,73757,25.0,2923.0,1.0,2.0,2.0,1.0,4.0,5.0,13.0,5.0
4833,2007-01-01,148087,25.0,2653.0,,1.0,1.0,6.0,5.0,3.0,0.0,0.0
4834,2007-01-01,29562,25.0,2563.0,1.0,1.0,0.0,1.0,4.0,6.0,2.0,2.0
4835,2007-01-01,12177,25.0,2563.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4836,2007-01-01,2712,25.0,2563.0,1.0,3.0,2.0,4.0,19.0,43.0,28.0,21.0
4837,2007-01-01,720302,,,,,0.0,0.0,0.0,0.0,0.0,0.0
4838,2007-01-01,69222,25.0,2558.0,,,4.0,6.0,8.0,17.0,8.0,3.0
4839,2007-01-01,77067,25.0,2668.0,1.0,2.0,2.0,1.0,8.0,3.0,5.0,0.0
4840,2007-01-01,31967,25.0,2668.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
4841,2007-01-01,500142,31.0,3268.0,1.0,1.0,1.0,0.0,8.0,7.0,8.0,2.0
4842,2007-01-01,66887,25.0,2813.0,,0.0,2.0,8.0,0.0,9.0,2.0,0.0
4843,2007-01-01,498427,25.0,2668.0,1.0,1.0,2.0,6.0,3.0,8.0,8.0,0.0
4844,2007-01-01,53027,25.0,2628.0,1.0,1.0,1.0,0.0,10.0,1.0,0.0,0.0
4845,2007-01-01,19962,25.0,2628.0,1.0,1.0,1.0,0.0,32.0,9.0,3.0,2.0
4846,2007-01-01,89652,,,,,0.0,0.0,0.0,0.0,0.0,0.0
4847,2007-01-01,78967,25.0,2728.0,1.0,4.0,4.0,1.0,6.0,7.0,7.0,2.0
4848,2007-01-01,20657,25.0,2523.0,,0.0,0.0,0.0,0.0,1.0,0.0,3.0
4849,2007-01-01,82377,46.0,2298.0,1.0,4.0,0.0,1.0,1.0,3.0,3.0,3.0
4850,2007-01-01,68502,25.0,2538.0,,2.0,0.0,0.0,15.0,11.0,4.0,2.0
4851,2007-01-01,497802,25.0,2538.0,,1.0,0.0,1.0,1.0,4.0,0.0,0.0
4852,2007-01-01,412702,25.0,2538.0,,4.0,1.0,0.0,0.0,0.0,0.0,0.0
4853,2007-01-01,6332,25.0,2678.0,,1.0,3.0,0.0,5.0,5.0,5.0,1.0
4854,2007-01-01,89492,25.0,2578.0,,1.0,1.0,2.0,2.0,8.0,4.0,1.0
4855,2007-01-01,803057,25.0,2653.0,,1.0,1.0,1.0,2.0,1.0,0.0,0.0
4856,2007-01-01,76237,25.0,2923.0,1.0,3.0,3.0,3.0,2.0,5.0,6.0,2.0
4857,2007-01-01,9107,25.0,2523.0,1.0,2.0,1.0,0.0,2.0,5.0,12.0,3.0
4858,2007-01-01,30527,25.0,2523.0,1.0,2.0,4.0,1.0,3.0,16.0,50.0,23.0
4859,2007-01-01,22077,31.0,3273.0,,0.0,1.0,1.0,10.0,2.0,3.0,1.0
4860,2007-01-01,31972,31.0,3273.0,,1.0,0.0,0.0,7.0,2.0,4.0,2.0
4861,2007-01-01,74492,25.0,2653.0,1.0,3.0,2.0,3.0,2.0,6.0,7.0,1.0
4862,2007-01-01,22362,,,,,0.0,0.0,0.0,0.0,0.0,0.0
4863,2007-01-01,114842,25.0,2578.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0
4864,2007-01-01,71867,25.0,2578.0,1.0,4.0,3.0,2.0,7.0,21.0,31.0,15.0
4865,2007-01-01,30017,25.0,2893.0,,2.0,1.0,3.0,0.0,16.0,21.0,9.0
4866,2007-01-01,25247,,,,,0.0,0.0,0.0,0.0,1.0,0.0
4867,2007-01-01,64347,25.0,2893.0,,4.0,1.0,3.0,5.0,27.0,35.0,29.0
4868,2007-01-01,8462,25.0,2713.0,1.0,3.0,0.0,0.0,2.0,1.0,4.0,1.0
4869,2007-01-01,72037,25.0,2713.0,1.0,2.0,3.0,5.0,5.0,5.0,6.0,0.0
4870,2007-01-01,79022,25.0,2713.0,,4.0,3.0,3.0,33.0,41.0,9.0,2.0
4871,2007-01-01,636757,25.0,2578.0,1.0,1.0,1.0,3.0,0.0,1.0,3.0,0.0
4872,2007-01-01,71037,25.0,2853.0,1.0,4.0,4.0,1.0,11.0,3.0,5.0,1.0
4873,2007-01-01,29497,,,,,0.0,0.0,6.0,7.0,2.0,6.0
4874,2007-01-01,14777,25.0,2628.0,1.0,1.0,3.0,1.0,25.0,7.0,4.0,1.0
4875,2007-01-01,72432,31.0,3048.0,,0.0,1.0,0.0,15.0,1.0,4.0,1.0
4876,2007-01-01,72957,31.0,3048.0,1.0,4.0,3.0,2.0,22.0,6.0,14.0,23.0
4877,2007-01-01,74717,31.0,3048.0,1.0,3.0,1.0,0.0,13.0,2.0,2.0,3.0
4878,2007-01-01,15162,31.0,3048.0,1.0,1.0,0.0,0.0,28.0,4.0,3.0,2.0
4879,2007-01-01,126917,31.0,,1.0,1.0,0.0,0.0,15.0,4.0,2.0,2.0
4880,2007-01-01,111122,31.0,3048.0,1.0,1.0,2.0,1.0,4.0,5.0,5.0,0.0
4881,2007-01-01,41912,31.0,3048.0,1.0,2.0,1.0,1.0,2.0,10.0,3.0,1.0
4882,2007-01-01,53202,31.0,3048.0,1.0,1.0,1.0,2.0,14.0,4.0,1.0,3.0
4883,2007-01-01,92362,31.0,3048.0,1.0,1.0,0.0,0.0,12.0,3.0,5.0,7.0
4884,2007-01-01,45462,31.0,3943.0,,0.0,3.0,1.0,38.0,8.0,8.0,0.0
4885,2007-01-01,72467,31.0,3048.0,1.0,4.0,0.0,1.0,38.0,10.0,7.0,1.0
4886,2007-01-01,74722,31.0,3048.0,1.0,3.0,1.0,0.0,18.0,6.0,11.0,3.0
4887,2007-01-01,79977,31.0,3048.0,,4.0,1.0,0.0,13.0,3.0,2.0,
4888,2007-01-01,72532,31.0,3268.0,1.0,4.0,0.0,1.0,5.0,24.0,7.0,2.0
4889,2007-01-01,68232,25.0,2678.0,1.0,4.0,1.0,3.0,7.0,5.0,14.0,0.0
4890,2007-01-01,72317,25.0,2678.0,1.0,4.0,2.0,1.0,7.0,6.0,4.0,0.0
4891,2007-01-01,66922,25.0,2523.0,1.0,3.0,0.0,0.0,4.0,9.0,6.0,0.0
4892,2007-01-01,665642,34.0,1258.0,1.0,1.0,1.0,2.0,1.0,5.0,6.0,1.0
4893,2007-01-01,55127,25.0,2563.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4894,2007-01-01,33752,25.0,2578.0,,2.0,3.0,1.0,1.0,0.0,0.0,0.0
4895,2007-01-01,79857,31.0,3048.0,1.0,4.0,1.0,0.0,11.0,3.0,16.0,2.0
4896,2007-01-01,44252,25.0,2813.0,1.0,2.0,1.0,0.0,5.0,4.0,1.0,0.0
4897,2007-01-01,73352,25.0,2813.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0
4898,2007-01-01,19602,25.0,2813.0,,4.0,2.0,0.0,6.0,11.0,9.0,6.0
4899,2007-01-01,10577,25.0,2653.0,,3.0,0.0,1.0,5.0,4.0,3.0,2.0
4900,2007-01-01,68587,25.0,2523.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,7.0
4901,2007-01-01,9417,25.0,2523.0,1.0,2.0,0.0,1.0,1.0,5.0,0.0,5.0
4902,2007-01-01,115867,25.0,2523.0,1.0,1.0,1.0,0.0,6.0,6.0,5.0,13.0
4903,2007-01-01,63562,25.0,2523.0,,0.0,3.0,3.0,0.0,4.0,11.0,3.0
4904,2007-01-01,120797,25.0,2948.0,1.0,1.0,2.0,0.0,5.0,2.0,2.0,0.0
4905,2007-01-01,82502,25.0,2603.0,,2.0,4.0,3.0,2.0,3.0,0.0,0.0
4906,2007-01-01,14957,25.0,2713.0,1.0,2.0,1.0,3.0,2.0,2.0,5.0,2.0
4907,2007-01-01,105342,25.0,2678.0,1.0,1.0,2.0,4.0,4.0,4.0,9.0,3.0
4908,2007-01-01,73547,25.0,2578.0,,0.0,1.0,2.0,6.0,14.0,9.0,9.0
4909,2007-01-01,134907,25.0,2578.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,2.0
4910,2007-01-01,84622,25.0,2973.0,,1.0,0.0,7.0,12.0,13.0,5.0,6.0
4911,2007-01-01,36252,25.0,2973.0,1.0,2.0,1.0,14.0,2.0,23.0,10.0,20.0
4912,2007-01-01,7607,25.0,2828.0,,4.0,1.0,0.0,0.0,1.0,7.0,0.0
4913,2007-01-01,67847,25.0,2768.0,1.0,4.0,1.0,1.0,1.0,37.0,23.0,12.0
4914,2007-01-01,71432,19.0,2103.0,1.0,3.0,0.0,0.0,0.0,12.0,10.0,4.0
4915,2007-01-01,111787,25.0,2553.0,,,1.0,0.0,0.0,0.0,0.0,0.0
4916,2007-01-01,12527,25.0,2553.0,,0.0,0.0,0.0,14.0,30.0,20.0,4.0
4917,2007-01-01,5117,25.0,2553.0,1.0,3.0,0.0,1.0,8.0,22.0,6.0,0.0
4918,2007-01-01,63812,25.0,2553.0,,4.0,1.0,0.0,4.0,5.0,8.0,1.0
4919,2007-01-01,608447,19.0,2178.0,,0.0,4.0,0.0,7.0,1.0,0.0,4.0
4920,2007-01-01,28572,25.0,2763.0,,,0.0,1.0,1.0,4.0,2.0,1.0
4921,2007-01-01,80377,31.0,3258.0,1.0,4.0,5.0,2.0,4.0,5.0,6.0,2.0
4922,2007-01-01,73512,25.0,2553.0,1.0,1.0,2.0,0.0,5.0,1.0,3.0,2.0
4923,2007-01-01,109207,25.0,2788.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4924,2007-01-01,78992,25.0,2763.0,1.0,4.0,3.0,1.0,8.0,18.0,7.0,8.0
4925,2007-01-01,15632,,,,,0.0,0.0,7.0,0.0,4.0,4.0
4926,2007-01-01,16227,31.0,3273.0,1.0,2.0,2.0,0.0,5.0,1.0,7.0,5.0
4927,2007-01-01,98757,25.0,2628.0,1.0,1.0,2.0,0.0,13.0,6.0,0.0,0.0
4928,2007-01-01,361922,25.0,2653.0,,1.0,1.0,0.0,1.0,0.0,0.0,0.0
4929,2007-01-01,624752,,,,,1.0,2.0,2.0,2.0,1.0,2.0
4930,2007-01-01,105337,25.0,2828.0,,1.0,1.0,2.0,8.0,6.0,5.0,1.0
