id,granted,sponsor,grant_category,grant_value,date,RFCD.Code.1,RFCD.Percentage.1,RFCD.Code.2,RFCD.Percentage.2,RFCD.Code.3,RFCD.Percentage.3,RFCD.Code.4,RFCD.Percentage.4,RFCD.Code.5,RFCD.Percentage.5,SEO.Code.1,SEO.Percentage.1,SEO.Code.2,SEO.Percentage.2,SEO.Code.3,SEO.Percentage.3,SEO.Code.4,SEO.Percentage.4,SEO.Code.5,SEO.Percentage.5,Person.ID.1,Role.1,Year.of.Birth.1,Country.of.Birth.1,Home.Language.1,Dept.No..1,Faculty.No..1,With.PHD.1,No..of.Years.in.Uni.at.Time.of.Grant.1,Number.of.Successful.Grant.1,Number.of.Unsuccessful.Grant.1,A..1,A.1,B.1,C.1,Person.ID.2,Role.2,Year.of.Birth.2,Country.of.Birth.2,Home.Language.2,Dept.No..2,Faculty.No..2,With.PHD.2,No..of.Years.in.Uni.at.Time.of.Grant.2,Number.of.Successful.Grant.2,Number.of.Unsuccessful.Grant.2,A..2,A.2,B.2,C.2,Person.ID.3,Role.3,Year.of.Birth.3,Country.of.Birth.3,Home.Language.3,Dept.No..3,Faculty.No..3,With.PHD.3,No..of.Years.in.Uni.at.Time.of.Grant.3,Number.of.Successful.Grant.3,Number.of.Unsuccessful.Grant.3,A..3,A.3,B.3,C.3,Person.ID.4,Role.4,Year.of.Birth.4,Country.of.Birth.4,Home.Language.4,Dept.No..4,Faculty.No..4,With.PHD.4,No..of.Years.in.Uni.at.Time.of.Grant.4,Number.of.Successful.Grant.4,Number.of.Unsuccessful.Grant.4,A..4,A.4,B.4,C.4,Person.ID.5,Role.5,Year.of.Birth.5,Country.of.Birth.5,Home.Language.5,Dept.No..5,Faculty.No..5,With.PHD.5,No..of.Years.in.Uni.at.Time.of.Grant.5,Number.of.Successful.Grant.5,Number.of.Unsuccessful.Grant.5,A..5,A.5,B.5,C.5,Person.ID.6,Role.6,Year.of.Birth.6,Country.of.Birth.6,Home.Language.6,Dept.No..6,Faculty.No..6,With.PHD.6,No..of.Years.in.Uni.at.Time.of.Grant.6,Number.of.Successful.Grant.6,Number.of.Unsuccessful.Grant.6,A..6,A.6,B.6,C.6,Person.ID.7,Role.7,Year.of.Birth.7,Country.of.Birth.7,Home.Language.7,Dept.No..7,Faculty.No..7,With.PHD.7,No..of.Years.in.Uni.at.Time.of.Grant.7,Number.of.Successful.Grant.7,Number.of.Unsuccessful.Grant.7,A..7,A.7,B.7,C.7,Person.ID.8,Role.8,Year.of.Birth.8,Country.of.Birth.8,Home.Language.8,Dept.No..8,Faculty.No..8,With.PHD.8,No..of.Years.in.Uni.at.Time.of.Grant.8,Number.of.Successful.Grant.8,Number.of.Unsuccessful.Grant.8,A..8,A.8,B.8,C.8,Person.ID.9,Role.9,Year.of.Birth.9,Country.of.Birth.9,Home.Language.9,Dept.No..9,Faculty.No..9,With.PHD.9,No..of.Years.in.Uni.at.Time.of.Grant.9,Number.of.Successful.Grant.9,Number.of.Unsuccessful.Grant.9,A..9,A.9,B.9,C.9,Person.ID.10,Role.10,Year.of.Birth.10,Country.of.Birth.10,Home.Language.10,Dept.No..10,Faculty.No..10,With.PHD.10,No..of.Years.in.Uni.at.Time.of.Grant.10,Number.of.Successful.Grant.10,Number.of.Unsuccessful.Grant.10,A..10,A.10,B.10,C.10,Person.ID.11,Role.11,Year.of.Birth.11,Country.of.Birth.11,Home.Language.11,Dept.No..11,Faculty.No..11,With.PHD.11,No..of.Years.in.Uni.at.Time.of.Grant.11,Number.of.Successful.Grant.11,Number.of.Unsuccessful.Grant.11,A..11,A.11,B.11,C.11,Person.ID.12,Role.12,Year.of.Birth.12,Country.of.Birth.12,Home.Language.12,Dept.No..12,Faculty.No..12,With.PHD.12,No..of.Years.in.Uni.at.Time.of.Grant.12,Number.of.Successful.Grant.12,Number.of.Unsuccessful.Grant.12,A..12,A.12,B.12,C.12,Person.ID.13,Role.13,Year.of.Birth.13,Country.of.Birth.13,Home.Language.13,Dept.No..13,Faculty.No..13,With.PHD.13,No..of.Years.in.Uni.at.Time.of.Grant.13,Number.of.Successful.Grant.13,Number.of.Unsuccessful.Grant.13,A..13,A.13,B.13,C.13,Person.ID.14,Role.14,Year.of.Birth.14,Country.of.Birth.14,Home.Language.14,Dept.No..14,Faculty.No..14,With.PHD.14,No..of.Years.in.Uni.at.Time.of.Grant.14,Number.of.Successful.Grant.14,Number.of.Unsuccessful.Grant.14,A..14,A.14,B.14,C.14,Person.ID.15,Role.15,Year.of.Birth.15,Country.of.Birth.15,Home.Language.15,Dept.No..15,Faculty.No..15,With.PHD.15,No..of.Years.in.Uni.at.Time.of.Grant.15,Number.of.Successful.Grant.15,Number.of.Unsuccessful.Grant.15,A..15,A.15,B.15,C.15
2623,0,2B,10A,,2006-08-16,380304.0,40.0,380103.0,40.0,320799.0,20.0,0.0,0.0,0.0,0.0,780108.0,40.0,780107.0,30.0,730104.0,30.0,0.0,0.0,0.0,0.0,106802.0,CHIEF_INVESTIGATOR,1975.0,The Americas,,803.0,7.0,,Less than 0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2624,0,2B,10A,,2006-08-16,291599.0,50.0,270899.0,30.0,320599.0,20.0,0.0,0.0,0.0,0.0,780105.0,50.0,730109.0,30.0,730118.0,20.0,0.0,0.0,0.0,0.0,77987.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2498.0,25.0,,>=0 to 5,0.0,0.0,1.0,2.0,2.0,1.0,105337.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2828.0,25.0,,>=0 to 5,1.0,1.0,0.0,0.0,0.0,0.0,3692.0,CHIEF_INVESTIGATOR,1945.0,Australia,,2828.0,25.0,,Less than 0,0.0,0.0,2.0,5.0,11.0,15.0,722852.0,DELEGATED_RESEARCHER,1975.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2625,0,2B,10A,,2006-08-16,260602.0,70.0,260601.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,770101.0,60.0,770102.0,30.0,760101.0,10.0,0.0,0.0,0.0,0.0,148597.0,CHIEF_INVESTIGATOR,1975.0,The Americas,,3123.0,31.0,Yes ,>=0 to 5,0.0,1.0,1.0,1.0,0.0,1.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2626,0,2B,10A,,2006-08-16,280108.0,50.0,380202.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,700102.0,50.0,700103.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,46922.0,CHIEF_INVESTIGATOR,1965.0,Australia,English,2163.0,19.0,Yes ,>=0 to 5,0.0,1.0,1.0,2.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627,0,2B,10A,,2006-08-16,419901.0,60.0,410202.0,20.0,410302.0,20.0,0.0,0.0,0.0,0.0,750202.0,70.0,751003.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,77077.0,CHIEF_INVESTIGATOR,1955.0,Australia,,528.0,7.0,Yes ,>=0 to 5,0.0,1.0,0.0,7.0,4.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2628,1,2B,10A,D ,2006-08-16,250303.0,50.0,250105.0,40.0,250106.0,10.0,0.0,0.0,0.0,0.0,780103.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72957.0,CHIEF_INVESTIGATOR,1960.0,New Zealand,,3048.0,31.0,Yes ,>10 to 15,2.0,1.0,22.0,6.0,14.0,23.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2629,0,2B,10A,,2006-08-16,420206.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751001.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65802.0,CHIEF_INVESTIGATOR,1960.0,Australia,,593.0,7.0,,,0.0,1.0,0.0,2.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2630,0,2B,10A,,2006-08-16,390119.0,40.0,390305.0,30.0,400104.0,30.0,0.0,0.0,0.0,0.0,750599.0,40.0,751004.0,40.0,750202.0,20.0,0.0,0.0,0.0,0.0,73417.0,CHIEF_INVESTIGATOR,1960.0,Australia,,3658.0,22.0,,>10 to 15,0.0,1.0,4.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2631,0,2B,10A,,2006-08-16,250501.0,40.0,291503.0,40.0,291401.0,20.0,0.0,0.0,0.0,0.0,680303.0,50.0,730118.0,30.0,671699.0,20.0,0.0,0.0,0.0,0.0,67502.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2828.0,25.0,,>5 to 10,0.0,0.0,0.0,3.0,6.0,1.0,9857.0,CHIEF_INVESTIGATOR,1960.0,Asia Pacific,,2053.0,19.0,Yes ,>5 to 10,0.0,1.0,0.0,0.0,0.0,0.0,74432.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2828.0,25.0,,,1.0,0.0,1.0,1.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,0,2B,10A,,2006-08-16,390302.0,40.0,390303.0,30.0,360104.0,30.0,0.0,0.0,0.0,0.0,750599.0,50.0,750503.0,30.0,750406.0,20.0,0.0,0.0,0.0,0.0,82467.0,CHIEF_INVESTIGATOR,1950.0,Australia,,3658.0,22.0,,Less than 0,0.0,1.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2633,0,2B,10A,,2006-08-16,300602.0,60.0,270205.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,780105.0,60.0,620303.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,8012.0,CHIEF_INVESTIGATOR,1960.0,Western Europe,,1098.0,1.0,Yes ,>5 to 10,1.0,3.0,0.0,0.0,2.0,1.0,45552.0,CHIEF_INVESTIGATOR,1975.0,Australia,,1098.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2634,0,2B,10A,,2006-08-16,420102.0,60.0,380201.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,749904.0,50.0,751002.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,71932.0,CHIEF_INVESTIGATOR,1955.0,Eastern Europe,English,593.0,7.0,Yes ,>10 to 15,0.0,2.0,2.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2635,0,2B,10A,,2006-08-16,410302.0,60.0,430104.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,750301.0,40.0,750401.0,30.0,740201.0,30.0,0.0,0.0,0.0,0.0,77877.0,CHIEF_INVESTIGATOR,1970.0,Australia,,528.0,7.0,Yes ,>5 to 10,0.0,1.0,0.0,0.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,1,2B,10A,D ,2006-08-16,270701.0,70.0,270704.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,770803.0,70.0,770802.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4702.0,CHIEF_INVESTIGATOR,1960.0,Australia,,1033.0,1.0,Yes ,>10 to 15,1.0,1.0,10.0,7.0,9.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,0,2B,10A,,2006-08-16,230117.0,60.0,290502.0,20.0,280405.0,20.0,0.0,0.0,0.0,0.0,700103.0,70.0,720404.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,64102.0,CHIEF_INVESTIGATOR,1950.0,Eastern Europe,,2178.0,19.0,,>=0 to 5,0.0,1.0,0.0,4.0,4.0,1.0,109672.0,CHIEF_INVESTIGATOR,1950.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2638,1,2B,10A,D ,2006-08-16,320602.0,50.0,320699.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730203.0,50.0,730118.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,67647.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2678.0,25.0,Yes ,>5 to 10,3.0,8.0,11.0,10.0,9.0,4.0,68232.0,CHIEF_INVESTIGATOR,1955.0,Great Britain,,2678.0,25.0,Yes ,more than 15,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2639,0,2B,10A,D ,2006-08-16,310105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680299.0,50.0,740301.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,11602.0,CHIEF_INVESTIGATOR,1955.0,Western Europe,,3508.0,4.0,Yes ,>5 to 10,0.0,1.0,2.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2640,0,2B,10A,C ,2006-08-16,280210.0,50.0,290309.0,30.0,289999.0,20.0,0.0,0.0,0.0,0.0,680199.0,50.0,680403.0,30.0,680404.0,20.0,0.0,0.0,0.0,0.0,500332.0,CHIEF_INVESTIGATOR,1970.0,Asia Pacific,,3508.0,4.0,Yes ,>=0 to 5,0.0,4.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2641,0,2B,10A,,2006-08-16,430199.0,50.0,370302.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,780107.0,70.0,610102.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,58457.0,CHIEF_INVESTIGATOR,1965.0,Australia,,653.0,7.0,,Less than 0,0.0,1.0,0.0,0.0,0.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642,0,2B,10A,,2006-08-16,240301.0,40.0,250601.0,30.0,259902.0,30.0,0.0,0.0,0.0,0.0,670899.0,40.0,640104.0,30.0,780102.0,30.0,0.0,0.0,0.0,0.0,4302.0,CHIEF_INVESTIGATOR,1965.0,Australia,,3198.0,31.0,Yes ,>10 to 15,4.0,4.0,2.0,9.0,8.0,3.0,5382.0,CHIEF_INVESTIGATOR,1965.0,Asia Pacific,,3198.0,31.0,,,2.0,0.0,0.0,0.0,0.0,0.0,1812.0,CHIEF_INVESTIGATOR,1955.0,Australia,,3048.0,31.0,Yes ,>10 to 15,1.0,1.0,6.0,3.0,0.0,0.0,80332.0,CHIEF_INVESTIGATOR,1930.0,,,,,,,0.0,0.0,1.0,6.0,4.0,1.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2643,0,2B,10A,,2006-08-16,380205.0,40.0,379902.0,30.0,380102.0,30.0,0.0,0.0,0.0,0.0,749903.0,40.0,740102.0,30.0,750309.0,30.0,0.0,0.0,0.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2644,0,2B,10A,,2006-08-16,430107.0,60.0,420217.0,20.0,410303.0,20.0,0.0,0.0,0.0,0.0,751001.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62902.0,CHIEF_INVESTIGATOR,1950.0,North America,,528.0,7.0,,Less than 0,1.0,2.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2645,0,2B,10A,,2006-08-16,291503.0,80.0,250502.0,10.0,291804.0,10.0,0.0,0.0,0.0,0.0,730109.0,80.0,730118.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,66732.0,CHIEF_INVESTIGATOR,1970.0,Australia,English,2053.0,19.0,Yes ,>5 to 10,1.0,1.0,5.0,3.0,2.0,4.0,53352.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2828.0,25.0,,>=0 to 5,0.0,0.0,0.0,0.0,0.0,0.0,1382.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2053.0,19.0,Yes ,>=0 to 5,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2646,0,2B,10A,,2006-08-16,270205.0,40.0,270306.0,30.0,300303.0,30.0,0.0,0.0,0.0,0.0,780105.0,80.0,620199.0,10.0,670706.0,10.0,0.0,0.0,0.0,0.0,1982.0,CHIEF_INVESTIGATOR,1960.0,Australia,,3258.0,31.0,Yes ,>10 to 15,0.0,2.0,6.0,6.0,1.0,0.0,14737.0,CHIEF_INVESTIGATOR,1975.0,Australia,,3258.0,31.0,Yes ,>=0 to 5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2647,1,2B,10A,C ,2006-08-16,390303.0,50.0,390102.0,30.0,390305.0,20.0,0.0,0.0,0.0,0.0,750599.0,40.0,750401.0,30.0,750306.0,30.0,0.0,0.0,0.0,0.0,76777.0,CHIEF_INVESTIGATOR,1970.0,Australia,,3658.0,22.0,Yes ,>=0 to 5,1.0,0.0,3.0,2.0,6.0,1.0,500442.0,CHIEF_INVESTIGATOR,1955.0,Australia,,3658.0,22.0,Yes ,>=0 to 5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2648,0,2B,10A,,2006-08-16,380206.0,50.0,380207.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,751001.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67872.0,CHIEF_INVESTIGATOR,1950.0,Asia Pacific,,548.0,7.0,,Less than 0,0.0,1.0,0.0,0.0,0.0,1.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,0,2B,10A,,2006-08-16,321008.0,80.0,320305.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,730204.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641012.0,CHIEF_INVESTIGATOR,1975.0,,,2853.0,25.0,,>=0 to 5,0.0,1.0,0.0,2.0,0.0,0.0,21732.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2853.0,25.0,Yes ,>5 to 10,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
