id,granted,sponsor,grant_category,grant_value,date,RFCD_21,RFCD_23,RFCD_24,RFCD_25,RFCD_26,RFCD_27,RFCD_28,RFCD_29,RFCD_30,RFCD_31,RFCD_32,RFCD_33,RFCD_34,RFCD_35,RFCD_36,RFCD_37,RFCD_38,RFCD_39,RFCD_40,RFCD_41,RFCD_42,RFCD_43,RFCD_44,RFCD_99,RFCD_OTHER,SEO_61,SEO_62,SEO_63,SEO_64,SEO_65,SEO_66,SEO_67,SEO_68,SEO_69,SEO_70,SEO_71,SEO_72,SEO_73,SEO_74,SEO_75,SEO_76,SEO_77,SEO_78,SEO_99,SEO_OTHER,EXTERNAL_ADVISOR,EXT_CHIEF_INVESTIGATOR,STUDRES,STUD_CHIEF_INVESTIGATOR,mean_year_of_birth,max_year_of_birth,n_internals,Dept.No.,Faculty.No.,With.PHD,mean_years_in_uni,max_years_in_uni,Number.of.Successful.Grant,Number.of.Unsuccessful.Grant,A.,A,B,C,month,rfcd_l0_s_count,rfcd_l0_s_rate,rfcd_l1_s_count,rfcd_l1_s_rate,rfcd_l2_s_count,rfcd_l2_s_rate,seo_l0_s_count,seo_l0_s_rate,seo_l1_s_count,seo_l1_s_rate,seo_l2_s_count,seo_l2_s_rate,Dept.No._s_count,Dept.No._s_rate,Faculty.No._s_count,Faculty.No._s_rate,sponsor_s_count,sponsor_s_rate,grant_category_s_count,grant_category_s_rate
4090,0,97A,30B,5000.0,697,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,30.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1950.0,1950.0,2,2563.0,25.0,2.0,3.5,4.0,3.0,10.0,3.0,5.0,16.0,5.0,11,7,0.3333333333333333,7,0.3888888888888889,7,0.3888888888888889,7,0.3181818181818182,7,0.35,6,0.35294117647058826,10,0.4,10,0.4,0,0.0,3,0.3333333333333333
4091,1,2B,50A,5000.0,698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1950.0,1950.0,1,2298.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11,4,1.0,3,1.0,0,,4,1.0,0,,0,,4,1.0,4,1.0,3,1.0,3,1.0
4092,1,89A,30B,10000.0,698,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1951.6666666666667,1965.0,3,2153.0,19.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,4.0,0.0,11,14,1.0,14,1.0,1,1.0,16,1.0,16,1.0,16,1.0,17,1.0,17,1.0,15,1.0,15,1.0
4093,1,27C,20C,5000.0,698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1965.0,1965.0,1,3508.0,4.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,0.0
4094,0,173A,30B,5000.0,698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1955.0,1955.0,1,2568.0,25.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,5.0,11,2,0.6666666666666666,2,0.6666666666666666,0,,2,0.6666666666666666,1,1.0,0,,2,0.5,2,0.5,0,,0,
4095,1,2B,50A,100000.0,376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,1971.6666666666667,1980.0,3,2973.0,25.0,1.0,0.5,1.0,1.0,14.0,3.0,25.0,13.0,21.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,1,0.125,1,0.5,1,0.5
4096,1,2B,10A,5000.0,376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1975.0,1975.0,1,2523.0,25.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
4097,1,2B,10A,400000.0,376,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1955.0,1955.0,1,3258.0,31.0,1.0,4.0,4.0,0.0,1.0,6.0,3.0,5.0,0.0,1,1,1.0,0,,0,,0,,0,,0,,1,1.0,1,1.0,1,1.0,1,1.0
4098,1,4D,10A,5000.0,376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1950.0,1955.0,3,2298.0,46.0,,0.5,1.0,0.0,2.0,5.0,21.0,12.0,12.0,1,2,0.5,0,0.0,0,0.0,2,1.0,0,,0,,2,0.4,2,0.4,2,1.0,2,1.0
4099,1,2B,10A,20000.0,376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,1980.0,1980.0,1,3508.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
4100,1,2B,10A,100000.0,376,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,,,,,1960.0,1960.0,1,1998.0,19.0,1.0,3.0,3.0,6.0,0.0,13.0,13.0,13.0,6.0,1,5,1.0,5,1.0,5,1.0,6,1.0,3,1.0,3,1.0,6,1.0,6,1.0,0,,0,
4101,1,2B,10A,200000.0,376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1971.6666666666667,1980.0,3,2973.0,25.0,1.0,0.5,1.0,1.0,14.0,3.0,25.0,13.0,21.0,1,1,0.25,1,0.3333333333333333,1,0.3333333333333333,1,0.25,0,0.0,0,0.0,1,0.125,1,0.125,1,0.5,1,0.5
4102,1,65A,10A,5000.0,466,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,,,1965.0,1965.0,1,3098.0,31.0,,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,4,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
4103,0,other,30D,5000.0,466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,30.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,20.0,0.0,0.0,30.0,0.0,0.0,,,,,1960.0,1960.0,1,528.0,7.0,1.0,3.0,3.0,0.0,3.0,1.0,2.0,1.0,1.0,4,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
4104,1,2B,30B,10000.0,466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1955.0,1955.0,1,2668.0,25.0,,0.0,0.0,2.0,4.0,3.0,2.0,7.0,1.0,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
4105,0,other,30D,100000.0,466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,1950.0,1950.0,1,2498.0,25.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,6.0,4,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
4106,0,59C,10A,100000.0,466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,,,1960.0,1965.0,2,1038.0,1.0,,,,0.0,0.0,0.0,2.0,0.0,3.0,4,2,0.6666666666666666,0,,0,,0,,0,,0,,3,0.75,3,0.75,0,,0,
4107,1,40D,30B,20000.0,496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,1950.0,1950.0,1,2523.0,25.0,1.0,4.0,4.0,4.0,7.0,42.0,55.0,18.0,4.0,5,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,7,0.5833333333333334,7,0.5833333333333334,2,1.0,2,1.0
4108,1,2B,10A,10000.0,496,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,,1.0,,,1970.0,1970.0,1,2053.0,19.0,1.0,1.0,1.0,2.0,0.0,92.0,7.0,5.0,2.0,5,3,1.0,2,1.0,2,1.0,1,1.0,1,1.0,1,1.0,3,0.75,3,0.75,2,1.0,2,1.0
4109,1,33A,10A,5000.0,496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,,,,1955.0,1955.0,1,1098.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1.0,1,1.0,1,1.0,0,,0,,0,,1,1.0,1,1.0,1,1.0,1,1.0
4110,1,2B,10A,5000.0,527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1955.0,1955.0,1,2298.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
4111,1,2B,10A,5000.0,527,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,,,,,1967.5,1975.0,2,1998.0,19.0,1.0,1.5,3.0,6.0,0.0,15.0,13.0,27.0,8.0,6,7,1.0,6,1.0,2,1.0,8,1.0,5,1.0,5,1.0,8,1.0,8,1.0,1,1.0,1,1.0
4112,1,75C,10B,5000.0,527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1958.3333333333333,1965.0,3,2553.0,25.0,3.0,2.0,4.0,4.0,4.0,4.0,12.0,14.0,2.0,6,3,0.75,3,1.0,3,1.0,3,0.75,1,0.5,1,0.5,3,0.75,3,0.75,3,1.0,3,1.0
4113,0,4D,10A,400000.0,527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1945.0,1945.0,1,2893.0,25.0,,4.0,4.0,1.0,3.0,5.0,18.0,25.0,18.0,6,1,0.5,0,0.0,0,0.0,1,0.5,0,,0,,1,0.3333333333333333,1,0.3333333333333333,0,0.0,0,
4114,1,2B,10A,100000.0,527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,,,,,1947.5,1950.0,2,2298.0,46.0,2.0,4.0,4.0,3.0,3.0,0.0,4.0,11.0,13.0,6,0,,0,,0,,3,0.6,0,0.0,0,,5,0.7142857142857143,5,0.7142857142857143,0,,0,
4115,0,252D,20A,100000.0,557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,1957.5,1970.0,2,2578.0,25.0,2.0,2.5,4.0,4.0,4.0,10.0,22.0,32.0,15.0,7,7,0.7777777777777778,2,0.6666666666666666,2,0.6666666666666666,9,0.8181818181818182,9,0.8181818181818182,6,0.75,9,0.8181818181818182,9,0.8181818181818182,0,,0,
4116,1,149A,30B,10000.0,557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1965.0,1965.0,1,2543.0,25.0,1.0,1.0,1.0,3.0,2.0,0.0,3.0,18.0,3.0,7,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
4117,1,32D,30B,10000.0,557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1966.6666666666667,1980.0,3,2628.0,25.0,1.0,2.0,2.0,1.0,2.0,31.0,14.0,1.0,0.0,7,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,,0,
4118,1,6B,10A,5000.0,588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,,,,,1950.0,1950.0,2,68.0,25.0,2.0,3.0,4.0,2.0,0.0,2.0,3.0,3.0,3.0,8,1,0.5,1,0.5,0,,1,1.0,1,1.0,1,1.0,1,0.5,1,0.5,0,,0,
4119,0,34B,30C,10000.0,588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,1970.0,1970.0,1,2768.0,25.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,8,3,0.75,3,0.75,3,0.75,3,0.75,3,0.75,3,0.75,4,0.6666666666666666,4,0.6666666666666666,1,1.0,1,0.5
4120,1,2B,10A,100000.0,680,0.0,0.0,20.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,,,1967.857142857143,1980.0,7,2053.0,19.0,4.0,1.6666666666666667,3.0,1.0,6.0,37.0,56.0,19.0,3.0,11,3,0.5,1,0.3333333333333333,0,0.0,2,0.2857142857142857,2,0.4,2,0.6666666666666666,6,0.5454545454545454,6,0.5454545454545454,4,0.4444444444444444,4,0.4444444444444444
4121,1,2B,10A,20000.0,680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,2.0,,,1955.0,1955.0,1,2053.0,19.0,1.0,4.0,4.0,7.0,2.0,19.0,7.0,12.0,14.0,11,7,0.875,7,0.875,5,0.8333333333333334,5,0.8333333333333334,4,0.8,4,0.8,7,0.875,7,0.875,4,0.8,5,0.8333333333333334
4122,1,40D,20C,50000.0,680,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1965.0,1965.0,1,2578.0,25.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,4.0,0.0,11,2,0.6666666666666666,2,1.0,0,,2,0.6666666666666666,2,0.6666666666666666,0,0.0,2,0.6666666666666666,2,0.6666666666666666,0,0.0,0,0.0
4123,1,21A,30B,5000.0,680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1945.0,1945.0,1,2578.0,25.0,1.0,4.0,4.0,3.0,2.0,7.0,21.0,31.0,15.0,11,7,0.6363636363636364,2,0.4,0,0.0,9,0.6923076923076923,9,0.75,6,0.6666666666666666,9,0.6923076923076923,9,0.6923076923076923,3,1.0,3,1.0
4124,1,2B,10A,30000.0,680,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,20.0,0.0,0.0,,3.0,,,1962.5,1970.0,2,3028.0,31.0,2.0,2.5,4.0,2.0,0.0,28.0,28.0,11.0,4.0,11,3,1.0,1,1.0,1,1.0,3,1.0,2,1.0,1,1.0,3,0.75,3,0.75,2,1.0,2,1.0
4125,0,2B,10A,5000.0,680,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,1945.0,1945.0,1,2813.0,25.0,,2.0,2.0,0.0,2.0,32.0,20.0,9.0,1.0,11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4126,0,2B,10A,5000.0,680,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,,,,,1947.5,1950.0,2,3123.0,31.0,2.0,2.0,2.0,4.0,2.0,20.0,1.0,18.0,0.0,11,4,0.8,4,0.8,4,0.8,4,0.8,4,0.8,4,0.8,4,0.8,4,0.8,1,0.5,1,0.5
4127,1,2B,10A,40000.0,680,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,,,1960.7142857142858,1975.0,14,3048.0,31.0,11.0,1.6428571428571428,4.0,16.0,9.0,207.0,59.0,59.0,44.0,11,18,0.6428571428571429,13,0.65,8,0.6666666666666666,10,0.625,10,0.625,10,0.625,25,0.6944444444444444,25,0.6944444444444444,9,0.6923076923076923,13,0.7647058823529411
4128,1,2B,10A,20000.0,680,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,80.0,0.0,0.0,0.0,,1.0,1.0,1.0,1955.0,1955.0,1,1033.0,1.0,,0.0,0.0,1.0,1.0,0.0,7.0,9.0,0.0,11,3,0.6,3,0.6,3,0.6,3,0.6,1,1.0,1,1.0,3,0.5,3,0.5,1,1.0,1,0.5
4129,0,2B,10A,5000.0,680,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,20.0,0.0,0.0,,3.0,,,1947.5,1955.0,2,653.0,7.0,,2.0,4.0,1.0,2.0,0.0,2.0,1.0,0.0,11,1,0.5,1,0.5,1,0.5,1,0.3333333333333333,1,0.5,1,0.5,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333
4130,1,2B,10A,50000.0,680,0.0,0.0,70.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,2.0,,,1950.0,1950.0,1,3198.0,31.0,1.0,3.0,3.0,3.0,2.0,5.0,22.0,4.0,0.0,11,3,0.6,3,0.6,3,0.75,3,0.6,3,0.6,3,0.6,3,0.6,3,0.6,2,0.6666666666666666,2,0.6666666666666666
