id,granted,sponsor,grant_category,grant_value,date
3353,0,21A,50A,10000.0,26/09/06
3354,0,21A,50A,5000.0,26/09/06
3355,0,other,30B,5000.0,26/09/06
3356,1,21A,50A,5000.0,26/09/06
3357,0,77A,30B,500000.0,27/09/06
3358,0,77A,30B,5000.0,27/09/06
3359,1,77A,30B,5000.0,27/09/06
3360,1,5A,10A,20000.0,27/09/06
3361,1,60D,30D,5000.0,27/09/06
3362,1,63C,20A,20000.0,27/09/06
3363,0,77A,30B,100000.0,27/09/06
3364,0,77A,30B,200000.0,27/09/06
3365,0,77A,30B,5000.0,27/09/06
3366,0,77A,30B,10000.0,27/09/06
3367,0,4D,50A,5000.0,27/09/06
3368,1,63C,20A,10000.0,27/09/06
3369,0,20D,30B,100000.0,27/09/06
3370,0,95C,30B,5000.0,27/09/06
3371,1,21A,50A,5000.0,27/09/06
3372,0,77A,30B,5000.0,27/09/06
3373,0,4D,30B,5000.0,27/09/06
3374,0,77A,30B,5000.0,27/09/06
3375,1,63C,20A,10000.0,27/09/06
3376,0,63C,20A,10000.0,27/09/06
3377,0,77A,30B,5000.0,27/09/06
3378,0,other,30D,40000.0,27/09/06
3379,1,2B,10A,30000.0,27/09/06
3380,1,77A,30B,5000.0,27/09/06
3381,0,95C,30B,5000.0,27/09/06
3382,0,63C,20A,10000.0,27/09/06
3383,0,20D,30B,100000.0,27/09/06
3384,1,77A,30B,5000.0,27/09/06
3385,0,63C,20A,10000.0,27/09/06
3386,0,4D,20C,50000.0,27/09/06
3387,1,4D,10A,100000.0,27/09/06
3388,0,24D,30B,10000.0,28/09/06
3389,0,24D,30B,5000.0,28/09/06
3390,0,24D,30B,5000.0,28/09/06
3391,0,24D,30B,10000.0,28/09/06
3392,0,24D,30B,5000.0,28/09/06
3393,0,24D,30B,10000.0,28/09/06
3394,0,24D,30B,10000.0,28/09/06
3395,0,24D,30B,10000.0,28/09/06
3396,0,24D,30B,5000.0,28/09/06
3397,0,24D,30B,10000.0,28/09/06
3398,0,24D,30B,10000.0,28/09/06
3399,0,24D,30B,5000.0,28/09/06
3400,0,24D,30B,5000.0,28/09/06
3401,0,24D,30B,5000.0,28/09/06
3402,0,24D,30B,10000.0,28/09/06
3403,0,24D,30B,5000.0,28/09/06
3404,0,24D,30B,10000.0,28/09/06
3405,0,24D,30B,10000.0,28/09/06
3406,1,2B,10A,5000.0,28/09/06
3407,0,24D,30B,10000.0,28/09/06
3408,0,24D,30B,5000.0,28/09/06
3409,0,24D,30B,5000.0,28/09/06
3410,0,24D,30B,10000.0,28/09/06
3411,0,24D,30B,5000.0,28/09/06
3412,0,24D,30B,10000.0,28/09/06
3413,0,24D,30B,10000.0,28/09/06
3414,0,24D,30B,10000.0,28/09/06
3415,0,other,30B,10000.0,28/09/06
3416,0,24D,30B,10000.0,28/09/06
3417,0,24D,30B,5000.0,28/09/06
3418,0,24D,30B,10000.0,28/09/06
3419,0,24D,30B,10000.0,28/09/06
3420,1,24D,30B,10000.0,29/09/06
3421,1,24D,30B,10000.0,29/09/06
3422,0,42B,20A,5000.0,29/09/06
3423,0,42B,20A,5000.0,29/09/06
3424,1,27C,10A,5000.0,29/09/06
3425,0,42B,20A,5000.0,29/09/06
3426,1,42B,20A,5000.0,29/09/06
3427,0,2B,30B,5000.0,29/09/06
3428,0,other,30C,5000.0,30/09/06
3429,1,4D,10A,10000.0,30/09/06
3430,1,40D,50A,40000.0,1/10/06
3431,0,42B,20A,5000.0,2/10/06
3432,1,34B,30C,5000.0,2/10/06
3433,0,34B,30C,5000.0,2/10/06
3434,0,5A,30B,20000.0,2/10/06
3435,0,5A,30B,30000.0,2/10/06
3436,1,2B,10A,10000.0,2/10/06
3437,1,34B,30C,5000.0,2/10/06
3438,1,34B,30C,5000.0,2/10/06
3439,1,34B,30C,5000.0,2/10/06
3440,1,42B,20A,5000.0,2/10/06
3441,1,2B,10A,10000.0,2/10/06
3442,1,34B,30C,5000.0,2/10/06
3443,1,other,30B,5000.0,2/10/06
3444,1,34B,30C,5000.0,2/10/06
3445,1,34B,30C,5000.0,2/10/06
3446,1,4D,30B,5000.0,2/10/06
3447,1,34B,30C,5000.0,2/10/06
3448,0,4D,10A,5000.0,2/10/06
3449,1,2B,50A,200000.0,2/10/06
3450,1,2B,20A,100000.0,2/10/06
3451,1,4D,10A,5000.0,2/10/06
3452,1,32D,10A,10000.0,2/10/06
3453,1,5A,30B,5000.0,2/10/06
3454,0,215C,30B,5000.0,3/10/06
3455,0,21A,50A,5000.0,3/10/06
3456,0,21A,50A,5000.0,3/10/06
3457,0,90B,30D,10000.0,3/10/06
3458,0,2B,10A,30000.0,3/10/06
3459,0,90B,30G,20000.0,3/10/06
3460,1,21A,50A,5000.0,3/10/06
3461,1,4D,10A,5000.0,3/10/06
3462,0,215C,30B,5000.0,3/10/06
3463,1,2B,50A,5000.0,3/10/06
3464,1,5A,30B,5000.0,3/10/06
3465,1,5A,30B,5000.0,3/10/06
3466,1,4D,10A,30000.0,3/10/06
3467,0,215C,30B,5000.0,3/10/06
3468,0,4D,50A,30000.0,3/10/06
3469,1,21A,50A,5000.0,3/10/06
3470,0,215C,30B,5000.0,3/10/06
3471,1,21A,50A,5000.0,3/10/06
3472,0,60D,30D,5000.0,4/10/06
3473,0,97A,30B,5000.0,4/10/06
3474,0,90B,30D,5000.0,4/10/06
3475,0,other,30C,100000.0,4/10/06
3476,0,65A,30B,100000.0,4/10/06
3477,1,21A,10A,100000.0,4/10/06
3478,1,83C,30B,5000.0,5/10/06
3479,1,188D,10A,20000.0,5/10/06
3480,0,103C,30B,20000.0,5/10/06
3481,0,62B,10A,5000.0,5/10/06
3482,1,34B,30C,5000.0,5/10/06
3483,0,65A,30B,5000.0,5/10/06
3484,0,21A,50A,5000.0,5/10/06
3485,0,other,10B,10000.0,5/10/06
3486,0,97A,30B,10000.0,6/10/06
3487,0,89A,30B,5000.0,6/10/06
3488,0,2B,10A,10000.0,9/10/06
3489,0,2B,10A,5000.0,9/10/06
3490,0,2B,10A,100000.0,9/10/06
3491,1,2B,10A,40000.0,9/10/06
3492,1,2B,10A,30000.0,9/10/06
3493,0,2B,10A,5000.0,9/10/06
3494,0,2B,10A,30000.0,9/10/06
3495,0,60D,30D,30000.0,9/10/06
3496,0,2B,10A,20000.0,9/10/06
3497,0,2B,10A,30000.0,9/10/06
3498,0,60D,30D,30000.0,9/10/06
3499,1,2B,10A,20000.0,9/10/06
3500,0,2B,10A,30000.0,9/10/06
3501,0,2B,10A,30000.0,9/10/06
3502,0,2B,10A,5000.0,9/10/06
3503,0,2B,10A,5000.0,9/10/06
3504,0,other,30B,20000.0,9/10/06
3505,0,other,30B,100000.0,9/10/06
3506,0,2B,10A,40000.0,9/10/06
3507,1,21A,30B,100000.0,9/10/06
3508,0,62B,30C,5000.0,9/10/06
3509,0,other,30B,5000.0,9/10/06
3510,0,other,30B,200000.0,9/10/06
3511,0,2B,10A,5000.0,9/10/06
3512,0,2B,10A,5000.0,9/10/06
3513,0,2B,10A,10000.0,9/10/06
3514,0,other,30B,20000.0,9/10/06
3515,1,59C,10A,5000.0,9/10/06
3516,1,2B,10A,30000.0,9/10/06
3517,1,2B,10A,30000.0,9/10/06
3518,0,2B,10A,10000.0,9/10/06
3519,0,2B,10A,50000.0,9/10/06
3520,1,2B,10A,30000.0,9/10/06
3521,1,2B,10A,30000.0,9/10/06
3522,0,2B,10A,10000.0,9/10/06
3523,0,2B,10A,40000.0,9/10/06
3524,0,60D,30D,5000.0,9/10/06
3525,0,2B,10A,10000.0,9/10/06
3526,1,2B,10A,30000.0,9/10/06
3527,1,2B,10A,40000.0,9/10/06
3528,1,4D,10A,30000.0,9/10/06
3529,0,2B,10A,5000.0,9/10/06
3530,0,2B,10A,10000.0,9/10/06
3531,0,2B,10A,5000.0,9/10/06
3532,1,2B,10A,10000.0,9/10/06
3533,1,2B,10A,100000.0,9/10/06
3534,1,2B,10A,20000.0,9/10/06
3535,1,other,10A,100000.0,10/10/06
3536,0,126B,30C,5000.0,10/10/06
3537,0,2B,10A,50000.0,10/10/06
3538,1,other,10A,5000.0,11/10/06
3539,0,65A,30B,50000.0,11/10/06
3540,1,59C,10A,5000.0,11/10/06
3541,1,51C,20C,5000.0,12/10/06
3542,0,62B,30B,200000.0,12/10/06
3543,1,65A,10A,5000.0,13/10/06
3544,1,4D,20C,5000.0,14/10/06
3545,1,2B,10A,5000.0,15/10/06
3546,1,2B,30B,5000.0,15/10/06
3547,0,2B,10A,200000.0,16/10/06
3548,1,63C,10A,5000.0,16/10/06
3549,1,13A,10A,5000.0,17/10/06
3550,0,59C,10A,5000.0,17/10/06
3551,1,4D,10A,100000.0,17/10/06
3552,1,21A,20C,50000.0,18/10/06
3553,1,34B,30C,5000.0,18/10/06
3554,0,other,20C,5000.0,18/10/06
3555,1,34B,30C,5000.0,18/10/06
3556,1,34B,30C,5000.0,18/10/06
3557,1,51C,20C,5000.0,18/10/06
3558,1,34B,30C,5000.0,18/10/06
3559,1,34B,30C,5000.0,18/10/06
3560,1,113A,10B,20000.0,19/10/06
3561,1,21A,10A,20000.0,19/10/06
3562,1,4D,30B,5000.0,23/10/06
3563,1,149A,30B,5000.0,23/10/06
3564,1,205A,10A,5000.0,23/10/06
3565,0,173A,30B,5000.0,23/10/06
3566,1,24D,10A,5000.0,24/10/06
3567,1,21A,30B,5000.0,25/10/06
3568,0,1A,10A,30000.0,25/10/06
3569,1,21A,30B,5000.0,25/10/06
3570,1,2B,50A,300000.0,26/10/06
3571,1,133A,10A,30000.0,26/10/06
3572,0,89A,30B,5000.0,26/10/06
3573,0,89A,30B,5000.0,26/10/06
3574,1,other,10A,5000.0,27/10/06
3575,1,47C,10A,10000.0,27/10/06
3576,1,other,10A,5000.0,30/10/06
3577,1,252D,30C,5000.0,30/10/06
3578,1,97A,30B,5000.0,30/10/06
3579,1,2B,10A,5000.0,30/10/06
3580,1,5A,10B,10000.0,30/10/06
3581,1,4D,10B,500000.0,30/10/06
3582,1,55C,10B,20000.0,30/10/06
3583,1,137A,20A,10000.0,30/10/06
3584,0,21A,50A,5000.0,31/10/06
3585,1,42B,10A,20000.0,31/10/06
3586,1,180D,10A,100000.0,31/10/06
3587,1,40D,10B,5000.0,31/10/06
3588,0,21A,50A,5000.0,1/11/06
3589,1,4D,30B,5000.0,1/11/06
3590,0,21A,50A,5000.0,1/11/06
3591,0,21A,50A,5000.0,1/11/06
3592,1,2B,20C,40000.0,1/11/06
3593,0,21A,50A,5000.0,1/11/06
3594,1,21A,50A,5000.0,1/11/06
3595,1,4D,30C,5000.0,1/11/06
3596,1,21A,50A,5000.0,1/11/06
3597,0,21A,50A,5000.0,1/11/06
3598,1,21A,50A,5000.0,1/11/06
3599,1,21A,50A,5000.0,1/11/06
3600,0,21A,50A,5000.0,1/11/06
3601,1,180D,10B,20000.0,1/11/06
3602,1,4D,10A,5000.0,1/11/06
3603,0,21A,50A,5000.0,1/11/06
3604,1,21A,50A,5000.0,1/11/06
3605,0,21A,50A,5000.0,1/11/06
3606,1,21A,50A,5000.0,1/11/06
3607,1,21A,50A,5000.0,1/11/06
3608,0,21A,50A,5000.0,1/11/06
3609,0,21A,50A,5000.0,1/11/06
3610,0,21A,50A,5000.0,1/11/06
3611,1,2B,30B,5000.0,1/11/06
3612,1,21A,20A,5000.0,1/11/06
3613,1,other,50A,10000.0,1/11/06
3614,1,2B,30B,5000.0,1/11/06
3615,1,21A,50A,5000.0,1/11/06
3616,1,21A,50A,5000.0,1/11/06
3617,1,2B,10A,5000.0,1/11/06
3618,1,21A,50A,5000.0,1/11/06
3619,1,4D,10A,40000.0,1/11/06
3620,0,21A,50A,5000.0,1/11/06
3621,0,21A,50A,5000.0,1/11/06
3622,0,21A,50A,5000.0,1/11/06
3623,1,2B,30B,5000.0,1/11/06
3624,0,21A,50A,5000.0,1/11/06
3625,0,21A,50A,5000.0,1/11/06
3626,1,32D,10B,5000.0,2/11/06
3627,0,89A,30B,5000.0,6/11/06
3628,0,4D,10A,200000.0,6/11/06
3629,0,89A,30B,5000.0,6/11/06
3630,0,other,30B,10000.0,9/11/06
3631,0,other,30D,20000.0,9/11/06
3632,0,other,30D,10000.0,9/11/06
3633,1,21A,10A,5000.0,10/11/06
3634,1,4D,30C,5000.0,10/11/06
3635,0,other,30B,10000.0,10/11/06
3636,0,2B,10A,20000.0,10/11/06
3637,0,1A,10A,5000.0,13/11/06
3638,1,21A,50A,5000.0,13/11/06
3639,1,21A,10A,5000.0,13/11/06
3640,1,21A,50A,5000.0,13/11/06
3641,1,21A,50A,5000.0,13/11/06
3642,1,21A,50A,5000.0,13/11/06
3643,1,21A,50A,5000.0,13/11/06
3644,1,21A,50A,5000.0,13/11/06
3645,1,4D,50A,10000.0,13/11/06
3646,1,2B,50A,30000.0,13/11/06
3647,1,2B,10A,30000.0,14/11/06
3648,1,95C,30B,10000.0,14/11/06
3649,1,2B,10A,20000.0,14/11/06
3650,1,21A,50A,5000.0,15/11/06
3651,1,4D,30B,10000.0,15/11/06
3652,1,21A,50A,5000.0,15/11/06
3653,1,149A,30B,5000.0,15/11/06
3654,1,21A,50A,5000.0,15/11/06
3655,1,21A,50A,5000.0,15/11/06
3656,1,21A,50A,5000.0,15/11/06
3657,1,2B,30D,5000.0,15/11/06
3658,1,21A,50A,5000.0,15/11/06
3659,1,21A,50A,5000.0,15/11/06
3660,1,21A,50A,5000.0,15/11/06
3661,1,21A,50A,5000.0,15/11/06
3662,1,21A,50A,5000.0,15/11/06
3663,1,21A,50A,5000.0,15/11/06
3664,1,21A,50A,5000.0,15/11/06
3665,1,21A,50A,5000.0,15/11/06
3666,1,33A,10A,100000.0,15/11/06
3667,1,21A,50A,5000.0,15/11/06
3668,1,21A,50A,5000.0,15/11/06
3669,1,21A,50A,5000.0,15/11/06
3670,1,21A,50A,5000.0,15/11/06
3671,1,21A,50A,5000.0,15/11/06
3672,1,21A,50A,5000.0,15/11/06
3673,1,21A,50A,5000.0,15/11/06
3674,1,21A,50A,5000.0,15/11/06
3675,1,21A,50A,5000.0,15/11/06
3676,1,21A,50A,5000.0,15/11/06
3677,1,21A,50A,5000.0,15/11/06
3678,1,21A,50A,5000.0,15/11/06
3679,1,21A,50A,5000.0,15/11/06
3680,1,21A,50A,5000.0,15/11/06
3681,1,21A,50A,5000.0,16/11/06
3682,1,21A,50A,5000.0,16/11/06
3683,1,180D,10B,20000.0,16/11/06
3684,1,32D,10B,5000.0,16/11/06
3685,1,21A,50A,5000.0,16/11/06
3686,1,21A,50A,5000.0,16/11/06
3687,1,21A,50A,5000.0,16/11/06
3688,1,other,10A,5000.0,16/11/06
3689,1,32D,30B,20000.0,16/11/06
3690,1,21A,50A,5000.0,16/11/06
3691,1,21A,50A,5000.0,16/11/06
3692,1,32D,10B,5000.0,17/11/06
3693,1,21A,50A,5000.0,17/11/06
3694,1,21A,50A,5000.0,17/11/06
3695,1,other,30C,5000.0,17/11/06
3696,0,173A,30B,5000.0,17/11/06
3697,1,59C,10A,40000.0,17/11/06
3698,1,21A,50A,5000.0,17/11/06
3699,1,55C,30B,5000.0,17/11/06
3700,1,36D,10A,5000.0,17/11/06
3701,1,21A,50A,5000.0,17/11/06
3702,1,59C,10A,40000.0,17/11/06
3703,1,21A,50A,5000.0,17/11/06
3704,1,4D,30C,5000.0,17/11/06
3705,1,21A,50A,5000.0,17/11/06
3706,1,2B,10A,5000.0,17/11/06
3707,1,21A,50A,5000.0,17/11/06
3708,1,4D,30B,30000.0,17/11/06
3709,1,2B,50A,5000.0,20/11/06
3710,0,other,30D,5000.0,20/11/06
3711,0,3C,10A,50000.0,20/11/06
3712,0,3C,10A,50000.0,20/11/06
3713,1,136D,20C,5000.0,20/11/06
3714,1,3C,10A,50000.0,20/11/06
3715,1,21A,50A,5000.0,20/11/06
3716,1,21A,30B,5000.0,20/11/06
3717,1,21A,50A,5000.0,20/11/06
3718,1,205A,10A,50000.0,20/11/06
3719,1,3C,10A,50000.0,20/11/06
3720,1,4D,20C,100000.0,21/11/06
3721,0,4D,20C,100000.0,21/11/06
3722,1,21A,50A,200000.0,22/11/06
3723,1,34B,30C,5000.0,22/11/06
3724,1,4D,10A,20000.0,22/11/06
3725,1,34B,30C,5000.0,22/11/06
3726,1,34B,30C,5000.0,22/11/06
3727,1,34B,30C,5000.0,22/11/06
3728,1,34B,30C,5000.0,22/11/06
3729,1,179C,20A,500000.0,22/11/06
3730,1,62B,30B,5000.0,22/11/06
3731,1,34B,30C,5000.0,22/11/06
3732,0,55C,30B,5000.0,23/11/06
3733,1,4D,10A,5000.0,23/11/06
3734,1,4D,10A,5000.0,23/11/06
3735,1,4D,10A,20000.0,23/11/06
3736,0,90B,30D,50000.0,23/11/06
3737,0,4D,10A,5000.0,24/11/06
3738,0,4D,10A,20000.0,24/11/06
3739,0,4D,10A,5000.0,24/11/06
3740,0,4D,10A,5000.0,24/11/06
3741,0,4D,10A,5000.0,24/11/06
3742,0,4D,10A,20000.0,24/11/06
3743,0,4D,10A,5000.0,24/11/06
3744,0,4D,10A,5000.0,24/11/06
3745,0,4D,10A,30000.0,24/11/06
3746,0,4D,10A,5000.0,24/11/06
3747,0,4D,10A,30000.0,24/11/06
3748,0,4D,10A,5000.0,24/11/06
3749,0,4D,10A,5000.0,24/11/06
3750,0,4D,10A,5000.0,24/11/06
3751,0,4D,10A,5000.0,24/11/06
3752,0,4D,10A,5000.0,24/11/06
3753,0,4D,10A,20000.0,24/11/06
3754,0,4D,10A,100000.0,24/11/06
3755,0,4D,10A,5000.0,24/11/06
3756,0,4D,10A,10000.0,24/11/06
3757,0,4D,10A,20000.0,24/11/06
3758,0,4D,10A,10000.0,24/11/06
3759,0,59C,10A,40000.0,24/11/06
3760,0,4D,10A,50000.0,24/11/06
3761,0,4D,10A,10000.0,24/11/06
3762,0,4D,10A,40000.0,24/11/06
3763,0,97A,30B,10000.0,24/11/06
3764,0,4D,10A,40000.0,24/11/06
3765,1,4D,30C,10000.0,24/11/06
3766,0,4D,10A,100000.0,24/11/06
3767,0,4D,10A,100000.0,24/11/06
3768,0,4D,10A,200000.0,24/11/06
3769,0,4D,10A,30000.0,24/11/06
3770,0,4D,10A,50000.0,24/11/06
3771,0,4D,10A,5000.0,24/11/06
3772,0,59C,10A,200000.0,24/11/06
3773,0,4D,10A,20000.0,24/11/06
3774,0,4D,10A,50000.0,24/11/06
3775,0,4D,10A,10000.0,24/11/06
3776,0,4D,10A,10000.0,24/11/06
3777,0,4D,10A,5000.0,24/11/06
3778,0,4D,10A,5000.0,24/11/06
3779,0,4D,10A,100000.0,24/11/06
3780,0,4D,10A,5000.0,24/11/06
3781,0,4D,10A,5000.0,24/11/06
3782,0,4D,10A,40000.0,24/11/06
3783,0,4D,10A,50000.0,24/11/06
3784,0,4D,10A,50000.0,24/11/06
3785,0,4D,10A,200000.0,24/11/06
3786,0,4D,10A,100000.0,24/11/06
3787,0,4D,10A,5000.0,24/11/06
3788,0,4D,10A,100000.0,24/11/06
3789,0,4D,10A,50000.0,24/11/06
3790,0,4D,10A,10000.0,24/11/06
3791,1,2B,10A,200000.0,24/11/06
3792,0,4D,10A,5000.0,24/11/06
3793,0,4D,10A,5000.0,24/11/06
3794,0,4D,10A,5000.0,24/11/06
3795,0,4D,10A,20000.0,24/11/06
3796,0,4D,10A,20000.0,24/11/06
3797,0,4D,10A,100000.0,24/11/06
3798,0,4D,10A,50000.0,24/11/06
3799,0,4D,10A,200000.0,24/11/06
3800,0,4D,10A,10000.0,24/11/06
3801,0,4D,10A,30000.0,24/11/06
3802,0,4D,10A,10000.0,24/11/06
3803,0,59C,10A,100000.0,24/11/06
3804,0,4D,10A,40000.0,24/11/06
3805,0,4D,10A,5000.0,24/11/06
3806,0,4D,10A,40000.0,24/11/06
3807,0,4D,10A,5000.0,24/11/06
3808,0,4D,10A,5000.0,24/11/06
3809,0,4D,10A,5000.0,24/11/06
3810,0,4D,10A,30000.0,24/11/06
3811,0,4D,10A,5000.0,24/11/06
3812,0,4D,10A,5000.0,24/11/06
3813,0,4D,10A,200000.0,24/11/06
3814,0,4D,10A,5000.0,24/11/06
3815,0,4D,10A,40000.0,24/11/06
3816,0,4D,10A,100000.0,24/11/06
3817,0,4D,10A,100000.0,24/11/06
3818,0,59C,10A,100000.0,24/11/06
3819,0,4D,10A,10000.0,24/11/06
3820,0,4D,10A,100000.0,24/11/06
3821,0,4D,10A,5000.0,24/11/06
3822,0,4D,10A,30000.0,24/11/06
3823,0,4D,10A,5000.0,24/11/06
3824,0,20D,30B,100000.0,24/11/06
3825,0,4D,10A,10000.0,24/11/06
3826,0,4D,10A,40000.0,24/11/06
3827,0,4D,10A,40000.0,24/11/06
3828,0,4D,10A,30000.0,24/11/06
3829,0,4D,10A,5000.0,24/11/06
3830,0,4D,10A,100000.0,24/11/06
3831,0,4D,10A,5000.0,24/11/06
3832,0,4D,10A,20000.0,24/11/06
3833,0,4D,10A,30000.0,24/11/06
3834,0,4D,10A,5000.0,24/11/06
3835,0,4D,10A,20000.0,24/11/06
3836,0,4D,10A,5000.0,24/11/06
3837,0,4D,10A,5000.0,24/11/06
3838,0,59C,10A,10000.0,24/11/06
3839,0,4D,10A,30000.0,24/11/06
3840,0,4D,10A,30000.0,24/11/06
3841,0,4D,10A,40000.0,24/11/06
3842,0,4D,10A,200000.0,24/11/06
3843,0,4D,10A,10000.0,24/11/06
3844,0,4D,10A,40000.0,24/11/06
3845,0,4D,10A,5000.0,24/11/06
3846,0,4D,10A,40000.0,24/11/06
3847,0,4D,10A,30000.0,24/11/06
3848,0,4D,10A,5000.0,24/11/06
3849,0,4D,10A,100000.0,24/11/06
3850,0,4D,10A,5000.0,24/11/06
3851,0,4D,10A,5000.0,24/11/06
3852,0,4D,10A,20000.0,24/11/06
3853,0,4D,10A,40000.0,24/11/06
3854,0,4D,10A,5000.0,24/11/06
3855,0,4D,10A,5000.0,24/11/06
3856,0,4D,10A,50000.0,24/11/06
3857,0,4D,10A,5000.0,24/11/06
3858,0,4D,10A,30000.0,24/11/06
3859,0,4D,10A,100000.0,24/11/06
3860,0,4D,10A,5000.0,24/11/06
3861,0,4D,10A,10000.0,24/11/06
3862,0,4D,10A,40000.0,24/11/06
3863,1,2B,10A,5000.0,24/11/06
3864,0,4D,10A,5000.0,24/11/06
3865,0,4D,10A,50000.0,24/11/06
3866,0,4D,10A,10000.0,24/11/06
3867,0,4D,10A,20000.0,24/11/06
3868,0,4D,10A,5000.0,24/11/06
3869,0,4D,10A,5000.0,24/11/06
3870,0,4D,10A,5000.0,24/11/06
3871,0,4D,10A,40000.0,24/11/06
3872,0,59C,10A,40000.0,24/11/06
3873,0,4D,10A,20000.0,24/11/06
3874,0,4D,10A,10000.0,24/11/06
3875,0,4D,10A,100000.0,24/11/06
3876,0,4D,10A,20000.0,24/11/06
3877,0,59C,10A,30000.0,24/11/06
3878,0,4D,10A,5000.0,24/11/06
3879,0,4D,10A,100000.0,24/11/06
3880,0,4D,10A,20000.0,24/11/06
3881,0,4D,10A,5000.0,24/11/06
3882,0,4D,10A,40000.0,24/11/06
3883,0,4D,10A,30000.0,24/11/06
3884,0,4D,10A,100000.0,24/11/06
3885,0,4D,10A,20000.0,24/11/06
3886,0,4D,10A,100000.0,24/11/06
3887,0,4D,10A,5000.0,24/11/06
3888,0,4D,10A,10000.0,24/11/06
3889,0,4D,10A,30000.0,24/11/06
3890,0,4D,10A,5000.0,24/11/06
3891,0,4D,10A,10000.0,24/11/06
3892,0,4D,10A,5000.0,24/11/06
3893,0,4D,10A,40000.0,24/11/06
3894,0,4D,10A,5000.0,24/11/06
3895,0,4D,10A,20000.0,24/11/06
3896,0,4D,10A,100000.0,24/11/06
3897,0,4D,10A,20000.0,24/11/06
3898,0,4D,10A,40000.0,24/11/06
3899,0,4D,10A,5000.0,24/11/06
3900,0,4D,10A,5000.0,24/11/06
3901,0,4D,10A,20000.0,24/11/06
3902,0,4D,10A,5000.0,24/11/06
3903,0,4D,10A,5000.0,24/11/06
3904,0,4D,10A,5000.0,24/11/06
3905,0,4D,10A,20000.0,24/11/06
3906,0,4D,10A,5000.0,24/11/06
3907,0,4D,10A,5000.0,24/11/06
3908,0,4D,10A,5000.0,24/11/06
3909,0,4D,10A,10000.0,24/11/06
3910,0,4D,10A,10000.0,24/11/06
3911,0,4D,10A,5000.0,24/11/06
3912,0,4D,10A,5000.0,24/11/06
3913,0,4D,10A,20000.0,24/11/06
3914,0,4D,10A,500000.0,24/11/06
3915,0,4D,10A,5000.0,24/11/06
3916,0,4D,10A,50000.0,24/11/06
3917,0,4D,10A,5000.0,24/11/06
3918,0,4D,10A,30000.0,24/11/06
3919,0,4D,10A,10000.0,24/11/06
3920,0,4D,10A,10000.0,24/11/06
3921,0,4D,10A,100000.0,24/11/06
3922,0,4D,10A,20000.0,24/11/06
3923,0,4D,10A,10000.0,24/11/06
3924,0,4D,10A,5000.0,24/11/06
3925,0,4D,10A,20000.0,24/11/06
3926,0,4D,10A,5000.0,24/11/06
3927,0,4D,10A,10000.0,24/11/06
3928,0,4D,10A,50000.0,24/11/06
3929,0,4D,10A,5000.0,24/11/06
3930,0,4D,10A,100000.0,24/11/06
3931,0,4D,10A,50000.0,24/11/06
3932,0,4D,10A,100000.0,24/11/06
3933,0,4D,10A,50000.0,24/11/06
3934,0,4D,10A,5000.0,24/11/06
3935,0,4D,10A,100000.0,24/11/06
3936,0,4D,10A,5000.0,24/11/06
3937,0,60D,30D,10000.0,24/11/06
3938,0,4D,10A,20000.0,24/11/06
3939,0,4D,10A,5000.0,24/11/06
3940,0,4D,10A,5000.0,24/11/06
3941,0,4D,10A,5000.0,24/11/06
3942,0,4D,10A,5000.0,24/11/06
3943,0,4D,10A,5000.0,24/11/06
3944,0,90B,30D,5000.0,24/11/06
3945,0,4D,10A,100000.0,24/11/06
3946,0,4D,10A,200000.0,24/11/06
3947,0,4D,10A,5000.0,24/11/06
3948,0,4D,10A,10000.0,24/11/06
3949,0,4D,10A,5000.0,24/11/06
3950,0,4D,10A,50000.0,24/11/06
3951,0,4D,10A,100000.0,24/11/06
3952,0,4D,10A,10000.0,24/11/06
3953,0,4D,10A,5000.0,24/11/06
3954,0,4D,10A,5000.0,24/11/06
3955,0,4D,10A,5000.0,24/11/06
3956,0,4D,10A,30000.0,24/11/06
3957,0,4D,10A,5000.0,24/11/06
3958,0,4D,10A,30000.0,24/11/06
3959,0,4D,10A,5000.0,24/11/06
3960,0,4D,10A,5000.0,24/11/06
3961,0,4D,10A,30000.0,24/11/06
3962,0,4D,10A,50000.0,24/11/06
3963,0,4D,10A,100000.0,24/11/06
3964,0,4D,10A,10000.0,24/11/06
3965,0,2B,20C,100000.0,24/11/06
3966,0,4D,10A,100000.0,24/11/06
3967,0,4D,10A,5000.0,24/11/06
3968,0,4D,10A,5000.0,24/11/06
3969,0,4D,10A,30000.0,24/11/06
3970,0,4D,10A,5000.0,24/11/06
3971,0,4D,10A,5000.0,24/11/06
3972,0,4D,10A,5000.0,24/11/06
3973,0,4D,10A,10000.0,24/11/06
3974,0,4D,10A,20000.0,24/11/06
3975,0,59C,10A,50000.0,24/11/06
3976,0,4D,10A,30000.0,24/11/06
3977,0,4D,10A,5000.0,24/11/06
3978,0,4D,10A,5000.0,24/11/06
3979,1,21A,10A,5000.0,24/11/06
3980,0,4D,10A,5000.0,24/11/06
3981,0,4D,10A,5000.0,24/11/06
3982,0,4D,10A,10000.0,24/11/06
3983,0,4D,10A,40000.0,24/11/06
3984,0,4D,10A,20000.0,24/11/06
3985,0,4D,10A,5000.0,24/11/06
3986,0,4D,10A,30000.0,24/11/06
3987,0,59C,10A,10000.0,24/11/06
3988,1,2B,10A,5000.0,27/11/06
