,Grant.Application.ID,SEO.Code,variable,value
9181,5369,780103.0,SEO.Percentage.1,100.0
9182,5370,740301.0,SEO.Percentage.1,100.0
9183,5371,780101.0,SEO.Percentage.1,100.0
9184,5372,780105.0,SEO.Percentage.1,100.0
9185,5373,730211.0,SEO.Percentage.1,40.0
9186,5373,740501.0,SEO.Percentage.2,30.0
9187,5373,740201.0,SEO.Percentage.3,30.0
9188,5374,750902.0,SEO.Percentage.2,40.0
9189,5374,751001.0,SEO.Percentage.3,20.0
9190,5374,750702.0,SEO.Percentage.1,40.0
9191,5375,730203.0,SEO.Percentage.3,10.0
9192,5375,730113.0,SEO.Percentage.1,60.0
9193,5375,730108.0,SEO.Percentage.2,30.0
9194,5376,670403.0,SEO.Percentage.3,30.0
9195,5376,780103.0,SEO.Percentage.1,40.0
9196,5376,730108.0,SEO.Percentage.2,30.0
9197,5377,780102.0,SEO.Percentage.1,100.0
9198,5378,750902.0,SEO.Percentage.2,40.0
9199,5378,750702.0,SEO.Percentage.1,40.0
9200,5378,751001.0,SEO.Percentage.3,20.0
9201,5379,751004.0,SEO.Percentage.2,40.0
9202,5379,750599.0,SEO.Percentage.1,40.0
9203,5379,729901.0,SEO.Percentage.3,20.0
9204,5380,660501.0,SEO.Percentage.2,30.0
9205,5380,780103.0,SEO.Percentage.3,30.0
9206,5380,660504.0,SEO.Percentage.1,40.0
9207,5381,671201.0,SEO.Percentage.1,60.0
9208,5381,671299.0,SEO.Percentage.2,40.0
9209,5382,670501.0,SEO.Percentage.1,50.0
9210,5382,670502.0,SEO.Percentage.2,50.0
9211,5383,700102.0,SEO.Percentage.1,100.0
9212,5384,750202.0,SEO.Percentage.3,30.0
9213,5384,750301.0,SEO.Percentage.1,40.0
9214,5384,750803.0,SEO.Percentage.2,30.0
9215,5385,780103.0,SEO.Percentage.1,90.0
9216,5385,670403.0,SEO.Percentage.2,10.0
9217,5386,760201.0,SEO.Percentage.1,40.0
9218,5386,770101.0,SEO.Percentage.3,20.0
9219,5386,760101.0,SEO.Percentage.2,40.0
9220,5387,700102.0,SEO.Percentage.1,50.0
9221,5387,700103.0,SEO.Percentage.2,50.0
9222,5388,730106.0,SEO.Percentage.1,50.0
9223,5388,730108.0,SEO.Percentage.2,50.0
9224,5389,750902.0,SEO.Percentage.1,50.0
9225,5389,750401.0,SEO.Percentage.2,50.0
9226,5390,750902.0,SEO.Percentage.1,50.0
9227,5390,751003.0,SEO.Percentage.3,20.0
9228,5390,751004.0,SEO.Percentage.2,30.0
9229,5391,720599.0,SEO.Percentage.2,10.0
9230,5391,780102.0,SEO.Percentage.1,80.0
9231,5391,671401.0,SEO.Percentage.3,10.0
9232,5392,750702.0,SEO.Percentage.2,50.0
9233,5392,750601.0,SEO.Percentage.1,50.0
9234,5393,780102.0,SEO.Percentage.1,100.0
9235,5394,750308.0,SEO.Percentage.1,40.0
9236,5394,730210.0,SEO.Percentage.3,20.0
9237,5394,750899.0,SEO.Percentage.2,40.0
9238,5395,780101.0,SEO.Percentage.1,80.0
9239,5395,780102.0,SEO.Percentage.2,20.0
9240,5396,751005.0,SEO.Percentage.2,30.0
9241,5396,750702.0,SEO.Percentage.1,40.0
9242,5396,740301.0,SEO.Percentage.3,30.0
9243,5397,680399.0,SEO.Percentage.2,20.0
9244,5397,780102.0,SEO.Percentage.1,70.0
9245,5397,690499.0,SEO.Percentage.3,10.0
9246,5398,751001.0,SEO.Percentage.1,60.0
9247,5398,750899.0,SEO.Percentage.3,10.0
9248,5398,751005.0,SEO.Percentage.2,30.0
9249,5399,730104.0,SEO.Percentage.1,60.0
9250,5399,780105.0,SEO.Percentage.3,20.0
9251,5399,730107.0,SEO.Percentage.2,20.0
9252,5400,680399.0,SEO.Percentage.2,20.0
9253,5400,670901.0,SEO.Percentage.1,80.0
9254,5401,780102.0,SEO.Percentage.1,100.0
9255,5402,730211.0,SEO.Percentage.1,100.0
9256,5403,780104.0,SEO.Percentage.1,40.0
9257,5403,780105.0,SEO.Percentage.3,30.0
9258,5403,770306.0,SEO.Percentage.2,30.0
9259,5404,750504.0,SEO.Percentage.3,30.0
9260,5404,750799.0,SEO.Percentage.2,30.0
9261,5404,750599.0,SEO.Percentage.1,40.0
9262,5405,660299.0,SEO.Percentage.1,100.0
9263,5406,730101.0,SEO.Percentage.1,100.0
9264,5407,760101.0,SEO.Percentage.1,50.0
9265,5407,760199.0,SEO.Percentage.3,20.0
9266,5407,760104.0,SEO.Percentage.2,30.0
9267,5408,751005.0,SEO.Percentage.3,30.0
9268,5408,750902.0,SEO.Percentage.1,40.0
9269,5408,751001.0,SEO.Percentage.2,30.0
9270,5409,660403.0,SEO.Percentage.2,20.0
9271,5409,700302.0,SEO.Percentage.3,10.0
9272,5409,700103.0,SEO.Percentage.1,70.0
9273,5410,750702.0,SEO.Percentage.1,60.0
9274,5410,750101.0,SEO.Percentage.2,20.0
9275,5410,780107.0,SEO.Percentage.3,20.0
9276,5411,779902.0,SEO.Percentage.1,50.0
9277,5411,760199.0,SEO.Percentage.3,20.0
9278,5411,760299.0,SEO.Percentage.2,30.0
9279,5412,780102.0,SEO.Percentage.1,100.0
9280,5413,780105.0,SEO.Percentage.1,100.0
9281,5414,780105.0,SEO.Percentage.1,60.0
9282,5414,630199.0,SEO.Percentage.3,20.0
9283,5414,730107.0,SEO.Percentage.2,20.0
9284,5415,610104.0,SEO.Percentage.1,40.0
9285,5415,700302.0,SEO.Percentage.2,40.0
9286,5415,780101.0,SEO.Percentage.3,20.0
9287,5416,750703.0,SEO.Percentage.1,40.0
9288,5416,750701.0,SEO.Percentage.2,40.0
9289,5416,750702.0,SEO.Percentage.3,20.0
9290,5417,750901.0,SEO.Percentage.1,80.0
9291,5417,740301.0,SEO.Percentage.2,10.0
9292,5417,750104.0,SEO.Percentage.3,10.0
9293,5418,680602.0,SEO.Percentage.1,40.0
9294,5418,680201.0,SEO.Percentage.2,30.0
9295,5418,680202.0,SEO.Percentage.3,30.0
9296,5419,671206.0,SEO.Percentage.1,50.0
9297,5419,700199.0,SEO.Percentage.2,50.0
9298,5420,750901.0,SEO.Percentage.1,100.0
9299,5421,740201.0,SEO.Percentage.1,60.0
9300,5421,749999.0,SEO.Percentage.2,40.0
9301,5422,770704.0,SEO.Percentage.1,80.0
9302,5422,770804.0,SEO.Percentage.2,20.0
9303,5423,780199.0,SEO.Percentage.2,50.0
9304,5423,671401.0,SEO.Percentage.1,50.0
9305,5424,720499.0,SEO.Percentage.2,20.0
9306,5424,729901.0,SEO.Percentage.1,80.0
9307,5425,749906.0,SEO.Percentage.3,20.0
9308,5425,749904.0,SEO.Percentage.2,20.0
9309,5425,740102.0,SEO.Percentage.1,60.0
9310,5426,671399.0,SEO.Percentage.3,20.0
9311,5426,671306.0,SEO.Percentage.1,50.0
9312,5426,671305.0,SEO.Percentage.2,30.0
9313,5427,671401.0,SEO.Percentage.2,30.0
9314,5427,780103.0,SEO.Percentage.3,30.0
9315,5427,671704.0,SEO.Percentage.1,40.0
9316,5428,780103.0,SEO.Percentage.1,100.0
9317,5429,700302.0,SEO.Percentage.1,50.0
9318,5429,700103.0,SEO.Percentage.2,50.0
9319,5430,770302.0,SEO.Percentage.1,40.0
9320,5430,770306.0,SEO.Percentage.2,40.0
9321,5430,630301.0,SEO.Percentage.3,20.0
9322,5431,750901.0,SEO.Percentage.1,50.0
9323,5431,750503.0,SEO.Percentage.2,50.0
9324,5432,780104.0,SEO.Percentage.1,100.0
9325,5433,780102.0,SEO.Percentage.1,100.0
9326,5434,740301.0,SEO.Percentage.2,40.0
9327,5434,780105.0,SEO.Percentage.1,60.0
9328,5435,650101.0,SEO.Percentage.1,100.0
9329,5436,751001.0,SEO.Percentage.1,80.0
9330,5436,750902.0,SEO.Percentage.2,10.0
9331,5436,780199.0,SEO.Percentage.3,10.0
9332,5437,750902.0,SEO.Percentage.1,100.0
9333,5438,750599.0,SEO.Percentage.1,50.0
9334,5438,750307.0,SEO.Percentage.2,50.0
9335,5439,780102.0,SEO.Percentage.1,100.0
9336,5440,720403.0,SEO.Percentage.3,20.0
9337,5440,720404.0,SEO.Percentage.1,50.0
9338,5440,729901.0,SEO.Percentage.2,30.0
9339,5441,660402.0,SEO.Percentage.2,30.0
9340,5441,750902.0,SEO.Percentage.1,50.0
9341,5441,680201.0,SEO.Percentage.3,20.0
9342,5442,671401.0,SEO.Percentage.3,20.0
9343,5442,660501.0,SEO.Percentage.1,50.0
9344,5442,670902.0,SEO.Percentage.2,30.0
9345,5443,730108.0,SEO.Percentage.3,30.0
9346,5443,770101.0,SEO.Percentage.1,40.0
9347,5443,730299.0,SEO.Percentage.2,30.0
9348,5444,750901.0,SEO.Percentage.1,80.0
9349,5444,750202.0,SEO.Percentage.2,20.0
9350,5445,780104.0,SEO.Percentage.1,100.0
9351,5446,750702.0,SEO.Percentage.3,20.0
9352,5446,750902.0,SEO.Percentage.2,40.0
9353,5446,750601.0,SEO.Percentage.1,40.0
9354,5447,730203.0,SEO.Percentage.2,20.0
9355,5447,720299.0,SEO.Percentage.1,60.0
9356,5447,720201.0,SEO.Percentage.3,20.0
9357,5448,671204.0,SEO.Percentage.2,30.0
9358,5448,770802.0,SEO.Percentage.1,70.0
9359,5449,670403.0,SEO.Percentage.1,100.0
9360,5450,671401.0,SEO.Percentage.1,50.0
9361,5450,780102.0,SEO.Percentage.3,20.0
9362,5450,700302.0,SEO.Percentage.2,30.0
9363,5451,780108.0,SEO.Percentage.1,50.0
9364,5451,730104.0,SEO.Percentage.3,20.0
9365,5451,730305.0,SEO.Percentage.2,30.0
9366,5452,750503.0,SEO.Percentage.2,40.0
9367,5452,750599.0,SEO.Percentage.1,60.0
9368,5453,730203.0,SEO.Percentage.2,50.0
9369,5453,730110.0,SEO.Percentage.1,50.0
9370,5454,780105.0,SEO.Percentage.1,70.0
9371,5454,730104.0,SEO.Percentage.2,30.0
9372,5455,750902.0,SEO.Percentage.2,50.0
9373,5455,750202.0,SEO.Percentage.1,50.0
9374,5456,780102.0,SEO.Percentage.1,40.0
9375,5456,780105.0,SEO.Percentage.3,20.0
9376,5456,780103.0,SEO.Percentage.2,40.0
9377,5457,780103.0,SEO.Percentage.1,100.0
9378,5458,780102.0,SEO.Percentage.1,100.0
9379,5459,751003.0,SEO.Percentage.2,30.0
9380,5459,750902.0,SEO.Percentage.1,40.0
9381,5459,751004.0,SEO.Percentage.3,30.0
9382,5460,780199.0,SEO.Percentage.1,100.0
9383,5461,730111.0,SEO.Percentage.1,50.0
9384,5461,780105.0,SEO.Percentage.2,30.0
9385,5461,730104.0,SEO.Percentage.3,20.0
9386,5462,750403.0,SEO.Percentage.3,10.0
9387,5462,750902.0,SEO.Percentage.2,40.0
9388,5462,750901.0,SEO.Percentage.1,50.0
9389,5463,780102.0,SEO.Percentage.1,90.0
9390,5463,671401.0,SEO.Percentage.2,10.0
9391,5464,751001.0,SEO.Percentage.3,20.0
9392,5464,750309.0,SEO.Percentage.1,50.0
9393,5464,750805.0,SEO.Percentage.2,30.0
9394,5465,671709.0,SEO.Percentage.2,40.0
9395,5465,680302.0,SEO.Percentage.1,60.0
9396,5466,730107.0,SEO.Percentage.1,100.0
9397,5467,710401.0,SEO.Percentage.1,80.0
9398,5467,720299.0,SEO.Percentage.2,20.0
9399,5468,780105.0,SEO.Percentage.1,100.0
9400,5469,750503.0,SEO.Percentage.1,50.0
9401,5469,750504.0,SEO.Percentage.2,30.0
9402,5469,750599.0,SEO.Percentage.3,20.0
9403,5470,671401.0,SEO.Percentage.2,20.0
9404,5470,720599.0,SEO.Percentage.3,20.0
9405,5470,780102.0,SEO.Percentage.1,60.0
9406,5471,750805.0,SEO.Percentage.3,30.0
9407,5471,750401.0,SEO.Percentage.2,30.0
9408,5471,750309.0,SEO.Percentage.1,40.0
9409,5472,750202.0,SEO.Percentage.1,100.0
9410,5473,751004.0,SEO.Percentage.1,100.0
9411,5474,670403.0,SEO.Percentage.2,40.0
9412,5474,730101.0,SEO.Percentage.1,60.0
9413,5475,740401.0,SEO.Percentage.1,100.0
9414,5476,750202.0,SEO.Percentage.1,80.0
9415,5476,750201.0,SEO.Percentage.2,20.0
9416,5477,780107.0,SEO.Percentage.3,30.0
9417,5477,751099.0,SEO.Percentage.1,40.0
9418,5477,730299.0,SEO.Percentage.2,30.0
9419,5478,670904.0,SEO.Percentage.1,100.0
9420,5479,670403.0,SEO.Percentage.2,30.0
9421,5479,730113.0,SEO.Percentage.1,40.0
9422,5479,670401.0,SEO.Percentage.3,30.0
9423,5480,780105.0,SEO.Percentage.1,40.0
9424,5480,730111.0,SEO.Percentage.2,30.0
9425,5480,730104.0,SEO.Percentage.3,30.0
9426,5481,730203.0,SEO.Percentage.2,50.0
9427,5481,730111.0,SEO.Percentage.1,50.0
9428,5482,780101.0,SEO.Percentage.1,100.0
9429,5483,780102.0,SEO.Percentage.1,100.0
9430,5484,750901.0,SEO.Percentage.2,30.0
9431,5484,750308.0,SEO.Percentage.3,10.0
9432,5484,750202.0,SEO.Percentage.1,60.0
9433,5485,700103.0,SEO.Percentage.1,50.0
9434,5485,690501.0,SEO.Percentage.3,20.0
9435,5485,690401.0,SEO.Percentage.2,30.0
9436,5486,750312.0,SEO.Percentage.3,20.0
9437,5486,750307.0,SEO.Percentage.2,40.0
9438,5486,730211.0,SEO.Percentage.1,40.0
9439,5487,751001.0,SEO.Percentage.3,20.0
9440,5487,751005.0,SEO.Percentage.1,50.0
9441,5487,750805.0,SEO.Percentage.2,30.0
9442,5488,780102.0,SEO.Percentage.1,100.0
9443,5489,740301.0,SEO.Percentage.1,50.0
9444,5489,700102.0,SEO.Percentage.2,50.0
9445,5490,780105.0,SEO.Percentage.1,100.0
9446,5491,669999.0,SEO.Percentage.1,40.0
9447,5491,680302.0,SEO.Percentage.2,30.0
9448,5491,671709.0,SEO.Percentage.3,30.0
9449,5492,730201.0,SEO.Percentage.1,50.0
9450,5492,730305.0,SEO.Percentage.2,50.0
9451,5493,751006.0,SEO.Percentage.3,30.0
9452,5493,750306.0,SEO.Percentage.1,40.0
9453,5493,751005.0,SEO.Percentage.2,30.0
9454,5494,780103.0,SEO.Percentage.1,70.0
9455,5494,780105.0,SEO.Percentage.2,30.0
9456,5495,780101.0,SEO.Percentage.1,100.0
9457,5496,720404.0,SEO.Percentage.2,30.0
9458,5496,720403.0,SEO.Percentage.1,70.0
9459,5497,750202.0,SEO.Percentage.3,30.0
9460,5497,751003.0,SEO.Percentage.2,30.0
9461,5497,751004.0,SEO.Percentage.1,40.0
9462,5498,700102.0,SEO.Percentage.1,50.0
9463,5498,700103.0,SEO.Percentage.2,50.0
9464,5499,730111.0,SEO.Percentage.2,30.0
9465,5499,700101.0,SEO.Percentage.3,20.0
9466,5499,610102.0,SEO.Percentage.1,50.0
9467,5500,750201.0,SEO.Percentage.1,100.0
9468,5501,730203.0,SEO.Percentage.2,40.0
9469,5501,670403.0,SEO.Percentage.3,20.0
9470,5501,730213.0,SEO.Percentage.1,40.0
9471,5502,750901.0,SEO.Percentage.3,20.0
9472,5502,750308.0,SEO.Percentage.1,60.0
9473,5502,751004.0,SEO.Percentage.2,20.0
9474,5503,730211.0,SEO.Percentage.1,50.0
9475,5503,730299.0,SEO.Percentage.2,40.0
9476,5503,751004.0,SEO.Percentage.3,10.0
9477,5504,751005.0,SEO.Percentage.1,40.0
9478,5504,710502.0,SEO.Percentage.3,30.0
9479,5504,751001.0,SEO.Percentage.2,30.0
9480,5505,780199.0,SEO.Percentage.1,100.0
9481,5506,680403.0,SEO.Percentage.1,40.0
9482,5506,680404.0,SEO.Percentage.3,30.0
9483,5506,680199.0,SEO.Percentage.2,30.0
9484,5507,780103.0,SEO.Percentage.2,20.0
9485,5507,780105.0,SEO.Percentage.1,80.0
9486,5508,750902.0,SEO.Percentage.1,50.0
9487,5508,750601.0,SEO.Percentage.3,20.0
9488,5508,750202.0,SEO.Percentage.2,30.0
9489,5509,750202.0,SEO.Percentage.2,20.0
9490,5509,750902.0,SEO.Percentage.3,20.0
9491,5509,750201.0,SEO.Percentage.1,60.0
9492,5510,780101.0,SEO.Percentage.1,100.0
9493,5511,780105.0,SEO.Percentage.1,50.0
9494,5511,730109.0,SEO.Percentage.2,30.0
9495,5511,730118.0,SEO.Percentage.3,20.0
9496,5512,720599.0,SEO.Percentage.3,10.0
9497,5512,780102.0,SEO.Percentage.1,80.0
9498,5512,671401.0,SEO.Percentage.2,10.0
9499,5513,780105.0,SEO.Percentage.1,100.0
9500,5514,780101.0,SEO.Percentage.1,50.0
9501,5514,730212.0,SEO.Percentage.3,20.0
9502,5514,780105.0,SEO.Percentage.2,30.0
9503,5515,730111.0,SEO.Percentage.2,50.0
9504,5515,700103.0,SEO.Percentage.1,50.0
9505,5516,780199.0,SEO.Percentage.2,40.0
9506,5516,780107.0,SEO.Percentage.1,60.0
9507,5517,670403.0,SEO.Percentage.1,100.0
9508,5518,780107.0,SEO.Percentage.3,30.0
9509,5518,730202.0,SEO.Percentage.2,30.0
9510,5518,730201.0,SEO.Percentage.1,40.0
9511,5519,610104.0,SEO.Percentage.1,50.0
9512,5519,671101.0,SEO.Percentage.2,50.0
9513,5520,750503.0,SEO.Percentage.1,100.0
9514,5521,729999.0,SEO.Percentage.2,20.0
9515,5521,750403.0,SEO.Percentage.3,20.0
9516,5521,630501.0,SEO.Percentage.1,60.0
9517,5522,780108.0,SEO.Percentage.3,10.0
9518,5522,749906.0,SEO.Percentage.2,40.0
9519,5522,730219.0,SEO.Percentage.1,50.0
9520,5523,780103.0,SEO.Percentage.2,30.0
9521,5523,780102.0,SEO.Percentage.1,50.0
9522,5523,780105.0,SEO.Percentage.3,20.0
9523,5524,730111.0,SEO.Percentage.1,100.0
9524,5525,770802.0,SEO.Percentage.1,60.0
9525,5525,620501.0,SEO.Percentage.2,20.0
9526,5525,630502.0,SEO.Percentage.3,20.0
9527,5526,730108.0,SEO.Percentage.2,20.0
9528,5526,730113.0,SEO.Percentage.3,10.0
9529,5526,780105.0,SEO.Percentage.1,70.0
9530,5527,750699.0,SEO.Percentage.3,10.0
9531,5527,750902.0,SEO.Percentage.1,60.0
9532,5527,750702.0,SEO.Percentage.2,30.0
9533,5528,760104.0,SEO.Percentage.1,50.0
9534,5528,750902.0,SEO.Percentage.2,50.0
9535,5529,750699.0,SEO.Percentage.1,100.0
9536,5530,730199.0,SEO.Percentage.2,50.0
9537,5530,730108.0,SEO.Percentage.1,50.0
9538,5531,720202.0,SEO.Percentage.2,50.0
9539,5531,720201.0,SEO.Percentage.1,50.0
9540,5532,750902.0,SEO.Percentage.1,100.0
9541,5533,729901.0,SEO.Percentage.1,100.0
9542,5534,700102.0,SEO.Percentage.1,100.0
9543,5535,780105.0,SEO.Percentage.1,80.0
9544,5535,620504.0,SEO.Percentage.2,10.0
9545,5535,730101.0,SEO.Percentage.3,10.0
9546,5536,780101.0,SEO.Percentage.1,100.0
9547,5537,751003.0,SEO.Percentage.2,30.0
9548,5537,750202.0,SEO.Percentage.1,70.0
9549,5538,750404.0,SEO.Percentage.3,10.0
9550,5538,720202.0,SEO.Percentage.2,30.0
9551,5538,750902.0,SEO.Percentage.1,60.0
9552,5539,750309.0,SEO.Percentage.2,20.0
9553,5539,750805.0,SEO.Percentage.1,60.0
9554,5539,751005.0,SEO.Percentage.3,20.0
9555,5540,750901.0,SEO.Percentage.1,60.0
9556,5540,750801.0,SEO.Percentage.3,10.0
9557,5540,750308.0,SEO.Percentage.2,30.0
9558,5541,750901.0,SEO.Percentage.2,30.0
9559,5541,751001.0,SEO.Percentage.1,70.0
9560,5542,671401.0,SEO.Percentage.2,30.0
9561,5542,700302.0,SEO.Percentage.3,10.0
9562,5542,671399.0,SEO.Percentage.1,60.0
9563,5543,750902.0,SEO.Percentage.1,50.0
9564,5543,680299.0,SEO.Percentage.2,50.0
9565,5544,700102.0,SEO.Percentage.1,40.0
9566,5544,700103.0,SEO.Percentage.2,40.0
9567,5544,750699.0,SEO.Percentage.3,20.0
9568,5545,740301.0,SEO.Percentage.2,20.0
9569,5545,780105.0,SEO.Percentage.3,20.0
9570,5545,620101.0,SEO.Percentage.1,60.0
9571,5546,670704.0,SEO.Percentage.2,20.0
9572,5546,780103.0,SEO.Percentage.1,60.0
9573,5546,670705.0,SEO.Percentage.3,20.0
9574,5547,749999.0,SEO.Percentage.2,50.0
9575,5547,749906.0,SEO.Percentage.1,50.0
9576,5548,780102.0,SEO.Percentage.1,70.0
9577,5548,671401.0,SEO.Percentage.2,30.0
9578,5549,750503.0,SEO.Percentage.2,40.0
9579,5549,750702.0,SEO.Percentage.3,20.0
9580,5549,750704.0,SEO.Percentage.1,40.0
9581,5550,780102.0,SEO.Percentage.2,20.0
9582,5550,780101.0,SEO.Percentage.1,80.0
9583,5551,780105.0,SEO.Percentage.1,90.0
9584,5551,730101.0,SEO.Percentage.2,10.0
9585,5552,751005.0,SEO.Percentage.1,50.0
9586,5552,750702.0,SEO.Percentage.3,20.0
9587,5552,750308.0,SEO.Percentage.2,30.0
9588,5553,750504.0,SEO.Percentage.2,30.0
9589,5553,750599.0,SEO.Percentage.1,70.0
9590,5554,750201.0,SEO.Percentage.1,100.0
9591,5555,751001.0,SEO.Percentage.1,60.0
9592,5555,751006.0,SEO.Percentage.2,40.0
9593,5556,700302.0,SEO.Percentage.1,50.0
9594,5556,671306.0,SEO.Percentage.2,50.0
9595,5557,750902.0,SEO.Percentage.1,50.0
9596,5557,740301.0,SEO.Percentage.2,50.0
9597,5558,780105.0,SEO.Percentage.2,30.0
9598,5558,780101.0,SEO.Percentage.3,20.0
9599,5558,730104.0,SEO.Percentage.1,50.0
9600,5559,779904.0,SEO.Percentage.3,10.0
9601,5559,780105.0,SEO.Percentage.1,80.0
9602,5559,730101.0,SEO.Percentage.2,10.0
9603,5560,660205.0,SEO.Percentage.1,100.0
9604,5561,750702.0,SEO.Percentage.1,40.0
9605,5561,760203.0,SEO.Percentage.2,30.0
9606,5561,780107.0,SEO.Percentage.3,30.0
9607,5562,780102.0,SEO.Percentage.1,100.0
9608,5563,740301.0,SEO.Percentage.1,80.0
9609,5563,729901.0,SEO.Percentage.2,20.0
9610,5564,620301.0,SEO.Percentage.1,50.0
9611,5564,770703.0,SEO.Percentage.2,30.0
9612,5564,770707.0,SEO.Percentage.3,20.0
9613,5565,660402.0,SEO.Percentage.2,40.0
9614,5565,680202.0,SEO.Percentage.3,20.0
9615,5565,760101.0,SEO.Percentage.1,40.0
9616,5566,780103.0,SEO.Percentage.2,20.0
9617,5566,680303.0,SEO.Percentage.1,80.0
9618,5567,780105.0,SEO.Percentage.1,100.0
9619,5568,751002.0,SEO.Percentage.1,70.0
9620,5568,750307.0,SEO.Percentage.3,10.0
9621,5568,751005.0,SEO.Percentage.2,20.0
9622,5569,730111.0,SEO.Percentage.2,50.0
9623,5569,730203.0,SEO.Percentage.1,50.0
9624,5570,700201.0,SEO.Percentage.1,100.0
9625,5571,750802.0,SEO.Percentage.1,80.0
9626,5571,680303.0,SEO.Percentage.2,20.0
9627,5572,610104.0,SEO.Percentage.3,10.0
9628,5572,780101.0,SEO.Percentage.1,70.0
9629,5572,780102.0,SEO.Percentage.2,20.0
9630,5573,730211.0,SEO.Percentage.1,40.0
9631,5573,730219.0,SEO.Percentage.2,30.0
9632,5573,740201.0,SEO.Percentage.3,30.0
9633,5574,779903.0,SEO.Percentage.3,10.0
9634,5574,780105.0,SEO.Percentage.1,80.0
9635,5574,779904.0,SEO.Percentage.2,10.0
9636,5575,730218.0,SEO.Percentage.2,40.0
9637,5575,730211.0,SEO.Percentage.1,50.0
9638,5575,730399.0,SEO.Percentage.3,10.0
9639,5576,730108.0,SEO.Percentage.2,30.0
9640,5576,730109.0,SEO.Percentage.1,70.0
9641,5577,700103.0,SEO.Percentage.1,100.0
9642,5578,730204.0,SEO.Percentage.2,30.0
9643,5578,730206.0,SEO.Percentage.1,70.0
9644,5579,780103.0,SEO.Percentage.1,100.0
9645,5580,730307.0,SEO.Percentage.1,50.0
9646,5580,749999.0,SEO.Percentage.2,50.0
9647,5581,780102.0,SEO.Percentage.1,100.0
9648,5582,770102.0,SEO.Percentage.1,50.0
9649,5582,750902.0,SEO.Percentage.2,40.0
9650,5582,770602.0,SEO.Percentage.3,10.0
9651,5583,730104.0,SEO.Percentage.1,100.0
9652,5584,730199.0,SEO.Percentage.1,100.0
9653,5585,780102.0,SEO.Percentage.1,50.0
9654,5585,780103.0,SEO.Percentage.2,50.0
9655,5586,750901.0,SEO.Percentage.1,100.0
9656,5587,770103.0,SEO.Percentage.1,60.0
9657,5587,770101.0,SEO.Percentage.2,40.0
9658,5588,780102.0,SEO.Percentage.1,100.0
9659,5589,780102.0,SEO.Percentage.3,30.0
9660,5589,640105.0,SEO.Percentage.2,30.0
9661,5589,670899.0,SEO.Percentage.1,40.0
9662,5590,740101.0,SEO.Percentage.1,40.0
9663,5590,740102.0,SEO.Percentage.2,40.0
9664,5590,759999.0,SEO.Percentage.3,20.0
9665,5591,700103.0,SEO.Percentage.1,80.0
9666,5591,700302.0,SEO.Percentage.2,20.0
9667,5592,780199.0,SEO.Percentage.1,100.0
9668,5593,730118.0,SEO.Percentage.2,10.0
9669,5593,780103.0,SEO.Percentage.1,90.0
9670,5594,671705.0,SEO.Percentage.3,30.0
9671,5594,670501.0,SEO.Percentage.2,30.0
9672,5594,670401.0,SEO.Percentage.1,40.0
9673,5595,760199.0,SEO.Percentage.3,30.0
9674,5595,770502.0,SEO.Percentage.2,30.0
9675,5595,750501.0,SEO.Percentage.1,40.0
9676,5596,700103.0,SEO.Percentage.1,90.0
9677,5596,730399.0,SEO.Percentage.2,10.0
9678,5597,680299.0,SEO.Percentage.1,50.0
9679,5597,680599.0,SEO.Percentage.3,20.0
9680,5597,680499.0,SEO.Percentage.2,30.0
9681,5598,780102.0,SEO.Percentage.1,50.0
9682,5598,671401.0,SEO.Percentage.2,50.0
9683,5599,780101.0,SEO.Percentage.1,100.0
9684,5600,671401.0,SEO.Percentage.3,20.0
9685,5600,740301.0,SEO.Percentage.2,30.0
9686,5600,780103.0,SEO.Percentage.1,50.0
9687,5601,710401.0,SEO.Percentage.1,100.0
9688,5602,780105.0,SEO.Percentage.1,100.0
9689,5603,730104.0,SEO.Percentage.2,30.0
9690,5603,670403.0,SEO.Percentage.1,70.0
9691,5604,780103.0,SEO.Percentage.1,60.0
9692,5604,680303.0,SEO.Percentage.2,20.0
9693,5604,660205.0,SEO.Percentage.3,20.0
9694,5605,700103.0,SEO.Percentage.1,50.0
9695,5605,700302.0,SEO.Percentage.3,20.0
9696,5605,690102.0,SEO.Percentage.2,30.0
9697,5606,700103.0,SEO.Percentage.1,70.0
9698,5606,610104.0,SEO.Percentage.3,10.0
9699,5606,671399.0,SEO.Percentage.2,20.0
9700,5607,700103.0,SEO.Percentage.3,30.0
9701,5607,700302.0,SEO.Percentage.1,40.0
9702,5607,700399.0,SEO.Percentage.2,30.0
9703,5608,671401.0,SEO.Percentage.1,100.0
9704,5609,700103.0,SEO.Percentage.1,100.0
9705,5610,750703.0,SEO.Percentage.3,20.0
9706,5610,750701.0,SEO.Percentage.2,40.0
9707,5610,750702.0,SEO.Percentage.1,40.0
9708,5611,750601.0,SEO.Percentage.1,50.0
9709,5611,700101.0,SEO.Percentage.3,20.0
9710,5611,751004.0,SEO.Percentage.2,30.0
9711,5612,730299.0,SEO.Percentage.3,20.0
9712,5612,730211.0,SEO.Percentage.1,40.0
9713,5612,730201.0,SEO.Percentage.2,40.0
9714,5613,770703.0,SEO.Percentage.2,30.0
9715,5613,770903.0,SEO.Percentage.1,50.0
9716,5613,770603.0,SEO.Percentage.3,20.0
9717,5614,730107.0,SEO.Percentage.2,30.0
