,id,RFCD.Code,variable,value
6222,3590,240201.0,RFCD.Percentage.2,50.0
6223,3590,230199.0,RFCD.Percentage.1,50.0
6224,3591,300602.0,RFCD.Percentage.2,30.0
6225,3591,300699.0,RFCD.Percentage.3,30.0
6226,3591,270804.0,RFCD.Percentage.1,40.0
6227,3592,320503.0,RFCD.Percentage.1,100.0
6228,3593,260104.0,RFCD.Percentage.2,40.0
6229,3593,260114.0,RFCD.Percentage.1,60.0
6230,3594,280302.0,RFCD.Percentage.2,40.0
6231,3594,280112.0,RFCD.Percentage.1,40.0
6232,3594,280213.0,RFCD.Percentage.3,20.0
6233,3595,330109.0,RFCD.Percentage.1,100.0
6234,3596,370402.0,RFCD.Percentage.3,30.0
6235,3596,370104.0,RFCD.Percentage.2,30.0
6236,3596,370102.0,RFCD.Percentage.1,40.0
6237,3597,430101.0,RFCD.Percentage.3,50.0
6238,3597,310102.0,RFCD.Percentage.1,40.0
6239,3597,310105.0,RFCD.Percentage.2,10.0
6240,3598,240203.0,RFCD.Percentage.1,33.0
6241,3598,240402.0,RFCD.Percentage.3,34.0
6242,3598,240401.0,RFCD.Percentage.2,33.0
6243,3599,320602.0,RFCD.Percentage.2,50.0
6244,3599,320502.0,RFCD.Percentage.1,50.0
6245,3600,410102.0,RFCD.Percentage.3,10.0
6246,3600,410101.0,RFCD.Percentage.1,70.0
6247,3600,410103.0,RFCD.Percentage.2,20.0
6248,3601,321208.0,RFCD.Percentage.1,100.0
6249,3602,330199.0,RFCD.Percentage.1,100.0
6250,3603,379902.0,RFCD.Percentage.1,34.0
6251,3603,280305.0,RFCD.Percentage.3,33.0
6252,3603,370602.0,RFCD.Percentage.2,33.0
6253,3604,260699.0,RFCD.Percentage.2,33.0
6254,3604,250103.0,RFCD.Percentage.3,33.0
6255,3604,290699.0,RFCD.Percentage.1,34.0
6256,3605,250103.0,RFCD.Percentage.2,30.0
6257,3605,291404.0,RFCD.Percentage.1,60.0
6258,3605,290699.0,RFCD.Percentage.3,10.0
6259,3606,419901.0,RFCD.Percentage.1,70.0
6260,3606,430101.0,RFCD.Percentage.3,20.0
6261,3606,420305.0,RFCD.Percentage.2,10.0
6262,3607,250103.0,RFCD.Percentage.1,70.0
6263,3607,259999.0,RFCD.Percentage.2,30.0
6264,3608,400303.0,RFCD.Percentage.1,60.0
6265,3608,289999.0,RFCD.Percentage.3,20.0
6266,3608,330107.0,RFCD.Percentage.2,20.0
6267,3609,410303.0,RFCD.Percentage.2,30.0
6268,3609,430101.0,RFCD.Percentage.1,60.0
6269,3609,310105.0,RFCD.Percentage.3,10.0
6270,3610,321028.0,RFCD.Percentage.2,50.0
6271,3610,321202.0,RFCD.Percentage.1,50.0
6272,3611,350303.0,RFCD.Percentage.1,100.0
6273,3612,321004.0,RFCD.Percentage.1,100.0
6274,3613,270706.0,RFCD.Percentage.1,100.0
6275,3614,250302.0,RFCD.Percentage.1,100.0
6276,3615,360101.0,RFCD.Percentage.3,20.0
6277,3615,360201.0,RFCD.Percentage.2,30.0
6278,3615,360202.0,RFCD.Percentage.1,50.0
6279,3616,280104.0,RFCD.Percentage.1,100.0
6280,3618,321299.0,RFCD.Percentage.3,10.0
6281,3618,321206.0,RFCD.Percentage.2,15.0
6282,3618,370201.0,RFCD.Percentage.1,75.0
6283,3620,280506.0,RFCD.Percentage.1,60.0
6284,3620,280110.0,RFCD.Percentage.2,40.0
6285,3621,300305.0,RFCD.Percentage.3,25.0
6286,3621,300105.0,RFCD.Percentage.1,25.0
6287,3621,300302.0,RFCD.Percentage.2,50.0
6288,3622,270304.0,RFCD.Percentage.3,20.0
6289,3622,320405.0,RFCD.Percentage.2,20.0
6290,3622,320202.0,RFCD.Percentage.1,60.0
6291,3623,330104.0,RFCD.Percentage.1,100.0
6292,3624,320305.0,RFCD.Percentage.1,50.0
6293,3624,270208.0,RFCD.Percentage.2,50.0
6294,3625,420302.0,RFCD.Percentage.3,40.0
6295,3625,420301.0,RFCD.Percentage.2,40.0
6296,3625,370101.0,RFCD.Percentage.1,20.0
6297,3627,321004.0,RFCD.Percentage.1,100.0
6298,3628,321004.0,RFCD.Percentage.1,100.0
6299,3629,321004.0,RFCD.Percentage.1,100.0
6300,3630,270603.0,RFCD.Percentage.1,60.0
6301,3630,320603.0,RFCD.Percentage.3,10.0
6302,3630,321003.0,RFCD.Percentage.2,30.0
6303,3631,270707.0,RFCD.Percentage.3,25.0
6304,3631,270708.0,RFCD.Percentage.2,25.0
6305,3631,270599.0,RFCD.Percentage.1,50.0
6306,3632,270707.0,RFCD.Percentage.2,25.0
6307,3632,270599.0,RFCD.Percentage.3,50.0
6308,3632,270708.0,RFCD.Percentage.1,25.0
6309,3633,350301.0,RFCD.Percentage.1,100.0
6310,3634,430199.0,RFCD.Percentage.1,50.0
6311,3634,430101.0,RFCD.Percentage.2,50.0
6312,3635,320603.0,RFCD.Percentage.3,10.0
6313,3635,270603.0,RFCD.Percentage.1,60.0
6314,3635,321205.0,RFCD.Percentage.2,30.0
6315,3636,330202.0,RFCD.Percentage.1,40.0
6316,3636,330206.0,RFCD.Percentage.2,30.0
6317,3636,330101.0,RFCD.Percentage.3,30.0
6318,3637,321004.0,RFCD.Percentage.1,100.0
6319,3638,270304.0,RFCD.Percentage.1,40.0
6320,3638,320405.0,RFCD.Percentage.3,30.0
6321,3638,270201.0,RFCD.Percentage.2,30.0
6322,3640,250502.0,RFCD.Percentage.1,40.0
6323,3640,249901.0,RFCD.Percentage.3,30.0
6324,3640,250103.0,RFCD.Percentage.2,30.0
6325,3641,321014.0,RFCD.Percentage.1,70.0
6326,3641,321005.0,RFCD.Percentage.2,30.0
6327,3642,320207.0,RFCD.Percentage.3,40.0
6328,3642,320402.0,RFCD.Percentage.2,40.0
6329,3642,270303.0,RFCD.Percentage.1,20.0
6330,3643,310101.0,RFCD.Percentage.1,40.0
6331,3643,310103.0,RFCD.Percentage.2,40.0
6332,3643,280211.0,RFCD.Percentage.3,20.0
6333,3644,290702.0,RFCD.Percentage.3,30.0
6334,3644,250103.0,RFCD.Percentage.1,40.0
6335,3644,291404.0,RFCD.Percentage.2,30.0
6336,3645,290502.0,RFCD.Percentage.2,50.0
6337,3645,291405.0,RFCD.Percentage.1,50.0
6338,3648,321214.0,RFCD.Percentage.1,50.0
6339,3648,321207.0,RFCD.Percentage.2,30.0
6340,3648,370204.0,RFCD.Percentage.3,20.0
6341,3649,321210.0,RFCD.Percentage.2,30.0
6342,3649,321207.0,RFCD.Percentage.1,50.0
6343,3649,321202.0,RFCD.Percentage.3,20.0
6344,3650,260602.0,RFCD.Percentage.2,30.0
6345,3650,260601.0,RFCD.Percentage.1,70.0
6346,3651,350302.0,RFCD.Percentage.1,100.0
6347,3652,380302.0,RFCD.Percentage.3,20.0
6348,3652,330107.0,RFCD.Percentage.1,50.0
6349,3652,330201.0,RFCD.Percentage.2,30.0
6350,3653,321021.0,RFCD.Percentage.1,100.0
6351,3654,321204.0,RFCD.Percentage.1,100.0
6352,3655,420299.0,RFCD.Percentage.2,50.0
6353,3655,420202.0,RFCD.Percentage.1,50.0
6354,3656,240401.0,RFCD.Percentage.1,100.0
6355,3657,350302.0,RFCD.Percentage.1,100.0
6356,3658,321014.0,RFCD.Percentage.1,100.0
6357,3659,430102.0,RFCD.Percentage.1,100.0
6358,3660,240101.0,RFCD.Percentage.1,100.0
6359,3661,240201.0,RFCD.Percentage.3,10.0
6360,3661,240302.0,RFCD.Percentage.1,60.0
6361,3661,240101.0,RFCD.Percentage.2,30.0
6362,3662,400104.0,RFCD.Percentage.1,50.0
6363,3662,390305.0,RFCD.Percentage.4,10.0
6364,3662,390119.0,RFCD.Percentage.3,10.0
6365,3662,390113.0,RFCD.Percentage.2,30.0
6366,3663,321003.0,RFCD.Percentage.1,100.0
6367,3664,430199.0,RFCD.Percentage.1,50.0
6368,3664,420399.0,RFCD.Percentage.2,50.0
6369,3665,420301.0,RFCD.Percentage.3,20.0
6370,3665,410302.0,RFCD.Percentage.1,50.0
6371,3665,420202.0,RFCD.Percentage.2,30.0
6372,3666,300499.0,RFCD.Percentage.3,10.0
6373,3666,320899.0,RFCD.Percentage.1,30.0
6374,3666,270899.0,RFCD.Percentage.2,60.0
6375,3667,291804.0,RFCD.Percentage.3,10.0
6376,3667,291503.0,RFCD.Percentage.1,80.0
6377,3667,250502.0,RFCD.Percentage.2,10.0
6378,3668,430108.0,RFCD.Percentage.1,60.0
6379,3668,440105.0,RFCD.Percentage.3,20.0
6380,3668,420307.0,RFCD.Percentage.2,20.0
6381,3669,250301.0,RFCD.Percentage.1,100.0
6382,3670,420217.0,RFCD.Percentage.2,20.0
6383,3670,430107.0,RFCD.Percentage.1,60.0
6384,3670,410303.0,RFCD.Percentage.3,20.0
6385,3671,321014.0,RFCD.Percentage.1,100.0
6386,3672,360105.0,RFCD.Percentage.1,50.0
6387,3672,360199.0,RFCD.Percentage.2,50.0
6388,3673,370501.0,RFCD.Percentage.3,30.0
6389,3673,321299.0,RFCD.Percentage.1,40.0
6390,3673,379999.0,RFCD.Percentage.2,30.0
6391,3674,270899.0,RFCD.Percentage.2,35.0
6392,3674,320599.0,RFCD.Percentage.3,20.0
6393,3674,291599.0,RFCD.Percentage.1,45.0
6394,3675,321024.0,RFCD.Percentage.2,40.0
6395,3675,321403.0,RFCD.Percentage.3,20.0
6396,3675,321013.0,RFCD.Percentage.1,40.0
6397,3676,321029.0,RFCD.Percentage.1,100.0
6398,3677,270299.0,RFCD.Percentage.1,20.0
6399,3677,321015.0,RFCD.Percentage.2,80.0
6400,3678,321021.0,RFCD.Percentage.1,100.0
6401,3679,270306.0,RFCD.Percentage.1,50.0
6402,3679,270301.0,RFCD.Percentage.2,30.0
6403,3679,270304.0,RFCD.Percentage.3,20.0
6404,3680,321017.0,RFCD.Percentage.1,100.0
6405,3681,320207.0,RFCD.Percentage.1,100.0
6406,3682,379902.0,RFCD.Percentage.2,30.0
6407,3682,380102.0,RFCD.Percentage.3,30.0
6408,3682,380205.0,RFCD.Percentage.1,40.0
6409,3683,321208.0,RFCD.Percentage.1,100.0
6410,3685,260403.0,RFCD.Percentage.3,20.0
6411,3685,260401.0,RFCD.Percentage.2,30.0
6412,3685,270702.0,RFCD.Percentage.1,50.0
6413,3686,250502.0,RFCD.Percentage.1,40.0
6414,3686,250503.0,RFCD.Percentage.2,40.0
6415,3686,320305.0,RFCD.Percentage.3,20.0
6416,3687,270199.0,RFCD.Percentage.2,40.0
6417,3687,321015.0,RFCD.Percentage.1,60.0
6418,3688,300506.0,RFCD.Percentage.1,100.0
6419,3689,320299.0,RFCD.Percentage.1,100.0
6420,3690,290699.0,RFCD.Percentage.2,25.0
6421,3690,291804.0,RFCD.Percentage.3,25.0
6422,3690,230199.0,RFCD.Percentage.4,25.0
6423,3690,250103.0,RFCD.Percentage.1,25.0
6424,3691,300508.0,RFCD.Percentage.1,50.0
6425,3691,270799.0,RFCD.Percentage.2,50.0
6426,3693,270402.0,RFCD.Percentage.1,40.0
6427,3693,270299.0,RFCD.Percentage.2,30.0
6428,3693,270102.0,RFCD.Percentage.3,30.0
6429,3694,420399.0,RFCD.Percentage.1,100.0
6430,3695,320702.0,RFCD.Percentage.3,30.0
6431,3695,321013.0,RFCD.Percentage.2,40.0
6432,3695,270210.0,RFCD.Percentage.1,30.0
6433,3696,321105.0,RFCD.Percentage.2,20.0
6434,3696,321103.0,RFCD.Percentage.1,80.0
6435,3697,300899.0,RFCD.Percentage.2,50.0
6436,3697,250199.0,RFCD.Percentage.1,50.0
6437,3698,321029.0,RFCD.Percentage.1,100.0
6438,3699,321014.0,RFCD.Percentage.1,100.0
6439,3701,320202.0,RFCD.Percentage.1,50.0
6440,3701,321027.0,RFCD.Percentage.2,50.0
6441,3702,290103.0,RFCD.Percentage.3,30.0
6442,3702,290603.0,RFCD.Percentage.1,40.0
6443,3702,290102.0,RFCD.Percentage.2,30.0
6444,3703,321006.0,RFCD.Percentage.1,100.0
6445,3704,321299.0,RFCD.Percentage.1,50.0
6446,3704,379999.0,RFCD.Percentage.2,50.0
6447,3705,320702.0,RFCD.Percentage.1,100.0
6448,3706,300103.0,RFCD.Percentage.1,100.0
6449,3707,270803.0,RFCD.Percentage.3,20.0
6450,3707,321005.0,RFCD.Percentage.2,30.0
6451,3707,270603.0,RFCD.Percentage.1,50.0
6452,3709,330104.0,RFCD.Percentage.1,100.0
6453,3710,321299.0,RFCD.Percentage.1,100.0
6454,3711,321208.0,RFCD.Percentage.1,100.0
6455,3712,321208.0,RFCD.Percentage.1,100.0
6456,3713,270106.0,RFCD.Percentage.1,50.0
6457,3713,320603.0,RFCD.Percentage.2,50.0
6458,3714,321208.0,RFCD.Percentage.1,60.0
6459,3714,321010.0,RFCD.Percentage.2,40.0
6460,3715,370106.0,RFCD.Percentage.1,10.0
6461,3715,370107.0,RFCD.Percentage.2,10.0
6462,3715,370102.0,RFCD.Percentage.3,60.0
6463,3715,360203.0,RFCD.Percentage.4,20.0
6464,3716,310103.0,RFCD.Percentage.1,100.0
6465,3717,320502.0,RFCD.Percentage.1,100.0
6466,3719,321208.0,RFCD.Percentage.1,100.0
6467,3720,321202.0,RFCD.Percentage.1,50.0
6468,3720,321210.0,RFCD.Percentage.2,50.0
6469,3723,321028.0,RFCD.Percentage.1,100.0
6470,3725,270106.0,RFCD.Percentage.2,20.0
6471,3725,321015.0,RFCD.Percentage.1,80.0
6472,3726,321205.0,RFCD.Percentage.3,20.0
6473,3726,321004.0,RFCD.Percentage.2,30.0
6474,3726,270603.0,RFCD.Percentage.1,50.0
6475,3727,270603.0,RFCD.Percentage.1,100.0
6476,3728,320702.0,RFCD.Percentage.1,100.0
6477,3729,320502.0,RFCD.Percentage.1,100.0
6478,3731,320504.0,RFCD.Percentage.2,40.0
6479,3731,329999.0,RFCD.Percentage.1,40.0
6480,3731,321301.0,RFCD.Percentage.3,20.0
6481,3732,321014.0,RFCD.Percentage.1,80.0
6482,3732,321206.0,RFCD.Percentage.2,20.0
6483,3733,380201.0,RFCD.Percentage.1,100.0
6484,3735,230117.0,RFCD.Percentage.1,100.0
6485,3736,321012.0,RFCD.Percentage.2,50.0
6486,3736,321004.0,RFCD.Percentage.1,50.0
6487,3737,321008.0,RFCD.Percentage.1,100.0
6488,3738,321021.0,RFCD.Percentage.1,100.0
6489,3739,321003.0,RFCD.Percentage.1,100.0
6490,3740,320702.0,RFCD.Percentage.1,100.0
6491,3741,270801.0,RFCD.Percentage.1,100.0
6492,3742,321021.0,RFCD.Percentage.1,100.0
6493,3743,321013.0,RFCD.Percentage.1,100.0
6494,3744,380103.0,RFCD.Percentage.1,100.0
6495,3745,321003.0,RFCD.Percentage.1,100.0
6496,3746,321028.0,RFCD.Percentage.1,100.0
6497,3747,321004.0,RFCD.Percentage.1,100.0
6498,3748,321204.0,RFCD.Percentage.1,100.0
6499,3749,321015.0,RFCD.Percentage.1,100.0
6500,3750,270299.0,RFCD.Percentage.1,100.0
6501,3751,321021.0,RFCD.Percentage.1,100.0
6502,3752,321012.0,RFCD.Percentage.1,100.0
6503,3753,321216.0,RFCD.Percentage.1,100.0
6504,3754,321010.0,RFCD.Percentage.1,100.0
6505,3755,321018.0,RFCD.Percentage.1,100.0
6506,3756,321015.0,RFCD.Percentage.1,100.0
6507,3757,321021.0,RFCD.Percentage.1,100.0
6508,3758,321006.0,RFCD.Percentage.1,100.0
6509,3759,260502.0,RFCD.Percentage.1,60.0
6510,3759,300105.0,RFCD.Percentage.2,40.0
6511,3760,270207.0,RFCD.Percentage.1,100.0
6512,3761,320202.0,RFCD.Percentage.1,100.0
6513,3762,320202.0,RFCD.Percentage.1,100.0
6514,3764,270103.0,RFCD.Percentage.1,100.0
6515,3765,290501.0,RFCD.Percentage.1,100.0
6516,3766,321206.0,RFCD.Percentage.1,100.0
6517,3767,321208.0,RFCD.Percentage.1,100.0
6518,3768,270102.0,RFCD.Percentage.1,100.0
6519,3769,321202.0,RFCD.Percentage.1,100.0
6520,3770,270209.0,RFCD.Percentage.1,100.0
6521,3771,320502.0,RFCD.Percentage.1,100.0
6522,3772,270802.0,RFCD.Percentage.1,100.0
6523,3773,321029.0,RFCD.Percentage.1,100.0
6524,3774,270106.0,RFCD.Percentage.1,100.0
6525,3775,321027.0,RFCD.Percentage.1,100.0
6526,3776,321004.0,RFCD.Percentage.1,100.0
6527,3777,321016.0,RFCD.Percentage.1,100.0
6528,3778,270108.0,RFCD.Percentage.1,100.0
6529,3779,321015.0,RFCD.Percentage.1,100.0
6530,3780,270106.0,RFCD.Percentage.1,100.0
6531,3781,321206.0,RFCD.Percentage.1,100.0
6532,3782,321003.0,RFCD.Percentage.1,100.0
6533,3783,321029.0,RFCD.Percentage.1,100.0
6534,3784,321013.0,RFCD.Percentage.1,100.0
6535,3785,321024.0,RFCD.Percentage.1,100.0
6536,3786,320207.0,RFCD.Percentage.1,100.0
6537,3787,321021.0,RFCD.Percentage.1,100.0
6538,3788,321021.0,RFCD.Percentage.1,100.0
6539,3789,320305.0,RFCD.Percentage.1,100.0
6540,3790,320702.0,RFCD.Percentage.1,100.0
6541,3791,320305.0,RFCD.Percentage.2,30.0
6542,3791,320202.0,RFCD.Percentage.1,70.0
6543,3792,321010.0,RFCD.Percentage.1,100.0
6544,3793,320702.0,RFCD.Percentage.1,100.0
6545,3794,270106.0,RFCD.Percentage.1,100.0
6546,3795,321028.0,RFCD.Percentage.1,100.0
6547,3796,321015.0,RFCD.Percentage.1,100.0
6548,3797,321103.0,RFCD.Percentage.1,100.0
6549,3798,321003.0,RFCD.Percentage.1,100.0
6550,3799,321006.0,RFCD.Percentage.1,100.0
6551,3800,321003.0,RFCD.Percentage.1,100.0
6552,3801,320401.0,RFCD.Percentage.1,100.0
6553,3802,270207.0,RFCD.Percentage.1,100.0
6554,3803,270802.0,RFCD.Percentage.3,10.0
6555,3803,320201.0,RFCD.Percentage.2,40.0
6556,3803,270899.0,RFCD.Percentage.1,50.0
6557,3804,380103.0,RFCD.Percentage.1,100.0
6558,3805,321012.0,RFCD.Percentage.1,100.0
6559,3806,380103.0,RFCD.Percentage.1,100.0
6560,3807,270105.0,RFCD.Percentage.1,100.0
6561,3808,320602.0,RFCD.Percentage.1,100.0
6562,3809,321204.0,RFCD.Percentage.1,100.0
6563,3810,321004.0,RFCD.Percentage.1,100.0
6564,3811,270105.0,RFCD.Percentage.1,100.0
6565,3812,321205.0,RFCD.Percentage.1,100.0
6566,3813,321003.0,RFCD.Percentage.1,100.0
6567,3814,321015.0,RFCD.Percentage.1,100.0
6568,3815,380101.0,RFCD.Percentage.1,100.0
6569,3816,320899.0,RFCD.Percentage.1,100.0
6570,3817,321402.0,RFCD.Percentage.1,100.0
6571,3818,270203.0,RFCD.Percentage.1,50.0
6572,3818,270899.0,RFCD.Percentage.2,50.0
6573,3819,321014.0,RFCD.Percentage.1,100.0
6574,3820,320401.0,RFCD.Percentage.1,100.0
6575,3821,270210.0,RFCD.Percentage.1,100.0
6576,3822,320303.0,RFCD.Percentage.1,100.0
6577,3823,320502.0,RFCD.Percentage.1,100.0
6578,3824,321012.0,RFCD.Percentage.2,50.0
6579,3824,321004.0,RFCD.Percentage.1,50.0
6580,3825,321004.0,RFCD.Percentage.1,100.0
6581,3826,320702.0,RFCD.Percentage.1,100.0
6582,3827,321020.0,RFCD.Percentage.1,100.0
6583,3828,321029.0,RFCD.Percentage.1,100.0
6584,3829,380103.0,RFCD.Percentage.1,100.0
6585,3830,320705.0,RFCD.Percentage.1,100.0
6586,3831,321202.0,RFCD.Percentage.1,100.0
6587,3832,321299.0,RFCD.Percentage.1,100.0
6588,3833,321015.0,RFCD.Percentage.1,100.0
6589,3834,321028.0,RFCD.Percentage.1,100.0
6590,3835,321013.0,RFCD.Percentage.1,100.0
6591,3836,321010.0,RFCD.Percentage.1,100.0
6592,3837,320799.0,RFCD.Percentage.1,100.0
6593,3839,270207.0,RFCD.Percentage.1,100.0
6594,3840,270105.0,RFCD.Percentage.1,100.0
6595,3841,320702.0,RFCD.Percentage.1,100.0
6596,3842,321003.0,RFCD.Percentage.1,100.0
6597,3843,270105.0,RFCD.Percentage.1,100.0
6598,3844,320206.0,RFCD.Percentage.1,100.0
6599,3845,321004.0,RFCD.Percentage.1,100.0
6600,3846,321010.0,RFCD.Percentage.1,100.0
6601,3847,321014.0,RFCD.Percentage.1,100.0
6602,3848,270107.0,RFCD.Percentage.1,100.0
6603,3849,321003.0,RFCD.Percentage.1,100.0
6604,3850,321015.0,RFCD.Percentage.1,100.0
6605,3851,321004.0,RFCD.Percentage.1,100.0
6606,3852,320502.0,RFCD.Percentage.1,100.0
6607,3853,321024.0,RFCD.Percentage.1,100.0
6608,3854,321021.0,RFCD.Percentage.1,100.0
6609,3855,321015.0,RFCD.Percentage.1,100.0
6610,3856,320299.0,RFCD.Percentage.1,100.0
6611,3857,321010.0,RFCD.Percentage.1,100.0
6612,3858,321015.0,RFCD.Percentage.1,100.0
6613,3859,321004.0,RFCD.Percentage.1,100.0
6614,3860,321021.0,RFCD.Percentage.1,100.0
6615,3861,320702.0,RFCD.Percentage.1,100.0
6616,3862,321401.0,RFCD.Percentage.1,100.0
6617,3863,380199.0,RFCD.Percentage.1,50.0
6618,3863,370199.0,RFCD.Percentage.2,50.0
6619,3864,320701.0,RFCD.Percentage.1,100.0
6620,3865,270106.0,RFCD.Percentage.1,100.0
6621,3866,321021.0,RFCD.Percentage.1,100.0
6622,3867,321019.0,RFCD.Percentage.1,100.0
6623,3868,320899.0,RFCD.Percentage.1,100.0
6624,3869,320405.0,RFCD.Percentage.1,100.0
6625,3870,321011.0,RFCD.Percentage.1,100.0
6626,3871,320206.0,RFCD.Percentage.1,100.0
6627,3872,260304.0,RFCD.Percentage.2,30.0
6628,3872,300103.0,RFCD.Percentage.3,20.0
6629,3872,260501.0,RFCD.Percentage.1,50.0
6630,3873,321006.0,RFCD.Percentage.1,100.0
6631,3874,270205.0,RFCD.Percentage.1,100.0
6632,3875,321024.0,RFCD.Percentage.1,100.0
6633,3876,321027.0,RFCD.Percentage.1,100.0
6634,3877,240301.0,RFCD.Percentage.3,10.0
6635,3877,240201.0,RFCD.Percentage.2,20.0
6636,3877,240101.0,RFCD.Percentage.1,70.0
6637,3878,320599.0,RFCD.Percentage.1,100.0
6638,3879,321015.0,RFCD.Percentage.1,100.0
6639,3880,321003.0,RFCD.Percentage.1,100.0
6640,3881,320702.0,RFCD.Percentage.1,100.0
6641,3882,321203.0,RFCD.Percentage.1,100.0
6642,3883,321014.0,RFCD.Percentage.1,100.0
6643,3884,321004.0,RFCD.Percentage.1,100.0
6644,3885,321202.0,RFCD.Percentage.1,100.0
6645,3886,270108.0,RFCD.Percentage.1,100.0
6646,3887,321015.0,RFCD.Percentage.1,100.0
6647,3888,340204.0,RFCD.Percentage.1,100.0
6648,3889,270107.0,RFCD.Percentage.1,100.0
6649,3890,320404.0,RFCD.Percentage.1,100.0
6650,3891,321010.0,RFCD.Percentage.1,100.0
6651,3892,321010.0,RFCD.Percentage.1,100.0
6652,3893,270299.0,RFCD.Percentage.1,100.0
6653,3894,320502.0,RFCD.Percentage.1,100.0
6654,3895,320405.0,RFCD.Percentage.1,100.0
6655,3896,320402.0,RFCD.Percentage.1,100.0
6656,3897,320202.0,RFCD.Percentage.1,100.0
6657,3898,321216.0,RFCD.Percentage.1,100.0
6658,3899,321004.0,RFCD.Percentage.1,100.0
6659,3900,321004.0,RFCD.Percentage.1,100.0
6660,3901,321203.0,RFCD.Percentage.1,100.0
6661,3902,321004.0,RFCD.Percentage.1,100.0
6662,3903,320702.0,RFCD.Percentage.1,100.0
6663,3904,321012.0,RFCD.Percentage.1,100.0
6664,3905,320502.0,RFCD.Percentage.1,100.0
6665,3906,320702.0,RFCD.Percentage.1,100.0
6666,3907,320701.0,RFCD.Percentage.1,100.0
6667,3908,320202.0,RFCD.Percentage.1,100.0
6668,3909,321018.0,RFCD.Percentage.1,100.0
6669,3910,321028.0,RFCD.Percentage.1,100.0
6670,3911,321202.0,RFCD.Percentage.1,100.0
6671,3912,321015.0,RFCD.Percentage.1,100.0
6672,3913,321015.0,RFCD.Percentage.1,100.0
6673,3914,321017.0,RFCD.Percentage.1,100.0
6674,3915,320402.0,RFCD.Percentage.1,100.0
6675,3916,320799.0,RFCD.Percentage.1,100.0
6676,3917,321004.0,RFCD.Percentage.1,100.0
6677,3918,321011.0,RFCD.Percentage.1,100.0
6678,3919,321016.0,RFCD.Percentage.1,100.0
6679,3920,321029.0,RFCD.Percentage.1,100.0
6680,3921,321029.0,RFCD.Percentage.1,100.0
6681,3922,321015.0,RFCD.Percentage.1,100.0
6682,3923,320702.0,RFCD.Percentage.1,100.0
6683,3924,270107.0,RFCD.Percentage.1,100.0
6684,3925,320704.0,RFCD.Percentage.1,100.0
6685,3926,320206.0,RFCD.Percentage.1,100.0
6686,3927,320702.0,RFCD.Percentage.1,100.0
6687,3928,321014.0,RFCD.Percentage.1,100.0
6688,3929,321015.0,RFCD.Percentage.1,100.0
6689,3930,249902.0,RFCD.Percentage.1,100.0
6690,3931,321299.0,RFCD.Percentage.1,100.0
6691,3932,270103.0,RFCD.Percentage.1,100.0
6692,3933,321015.0,RFCD.Percentage.1,100.0
6693,3934,270103.0,RFCD.Percentage.1,100.0
6694,3935,320305.0,RFCD.Percentage.1,100.0
6695,3936,321003.0,RFCD.Percentage.1,100.0
6696,3938,321015.0,RFCD.Percentage.1,100.0
6697,3939,321004.0,RFCD.Percentage.1,100.0
6698,3940,380103.0,RFCD.Percentage.1,100.0
6699,3941,270103.0,RFCD.Percentage.1,100.0
6700,3942,321021.0,RFCD.Percentage.1,100.0
6701,3943,321204.0,RFCD.Percentage.1,100.0
6702,3944,320207.0,RFCD.Percentage.1,100.0
6703,3945,321015.0,RFCD.Percentage.1,100.0
6704,3946,321214.0,RFCD.Percentage.1,100.0
6705,3947,321204.0,RFCD.Percentage.1,100.0
6706,3948,270106.0,RFCD.Percentage.1,100.0
6707,3949,321021.0,RFCD.Percentage.1,100.0
6708,3950,321405.0,RFCD.Percentage.1,100.0
6709,3951,380101.0,RFCD.Percentage.1,100.0
6710,3952,321026.0,RFCD.Percentage.1,100.0
6711,3953,320702.0,RFCD.Percentage.1,100.0
6712,3954,321015.0,RFCD.Percentage.1,100.0
6713,3955,321216.0,RFCD.Percentage.1,100.0
6714,3956,270106.0,RFCD.Percentage.1,100.0
6715,3957,321010.0,RFCD.Percentage.1,100.0
6716,3958,321010.0,RFCD.Percentage.1,100.0
6717,3959,380107.0,RFCD.Percentage.1,100.0
6718,3960,321013.0,RFCD.Percentage.1,100.0
6719,3961,321015.0,RFCD.Percentage.1,100.0
6720,3962,321003.0,RFCD.Percentage.1,100.0
6721,3963,320702.0,RFCD.Percentage.1,100.0
6722,3964,270201.0,RFCD.Percentage.1,100.0
6723,3966,320305.0,RFCD.Percentage.1,100.0
6724,3967,321299.0,RFCD.Percentage.1,100.0
6725,3968,321299.0,RFCD.Percentage.1,100.0
6726,3969,321015.0,RFCD.Percentage.1,100.0
6727,3970,321206.0,RFCD.Percentage.1,100.0
6728,3971,321015.0,RFCD.Percentage.1,100.0
6729,3972,321023.0,RFCD.Percentage.1,100.0
6730,3973,329903.0,RFCD.Percentage.1,100.0
6731,3974,320799.0,RFCD.Percentage.1,100.0
6732,3975,260105.0,RFCD.Percentage.2,30.0
6733,3975,260109.0,RFCD.Percentage.1,70.0
6734,3976,320702.0,RFCD.Percentage.1,100.0
6735,3977,321202.0,RFCD.Percentage.1,100.0
6736,3978,320702.0,RFCD.Percentage.1,100.0
6737,3979,321214.0,RFCD.Percentage.2,40.0
6738,3979,321204.0,RFCD.Percentage.1,60.0
