Person.ID,Year.of.Birth,Country.of.Birth,Home.Language
33312,1965.0,Australia,
114842,1970.0,Australia,
89467,1960.0,New Zealand,
488862,1975.0,Australia,English
1797,1960.0,North America,
74162,1970.0,Australia,
488847,1970.0,,
67282,1965.0,Australia,
1737,1965.0,Australia,
101532,1960.0,Australia,
82072,1950.0,Australia,
77842,1950.0,Australia,
46132,1975.0,Australia,
74162,1970.0,Australia,
82547,1955.0,Australia,
76022,1965.0,Australia,
1737,1965.0,Australia,
488862,1975.0,Australia,English
86672,1975.0,Australia,
78752,1955.0,Western Europe,
4302,1965.0,Australia,
360207,1955.0,Australia,
130082,1970.0,Australia,
335382,1955.0,Australia,
633697,1975.0,,
683982,1965.0,Asia Pacific,
491312,1960.0,Australia,
101532,1960.0,Australia,
742402,1975.0,,
493317,1970.0,North America,
5967,1955.0,Australia,
82512,1955.0,Asia Pacific,
714712,1970.0,Asia Pacific,
5967,1955.0,Australia,
29512,1970.0,North America,English
22792,1955.0,Australia,
75942,1960.0,Australia,
23997,1965.0,Australia,
701397,1975.0,Middle East and Africa,
75052,1970.0,North America,
78562,1955.0,Australia,
489582,1975.0,Great Britain,
111197,1970.0,Western Europe,Other
71727,1955.0,Great Britain,English
89472,1970.0,Australia,
32522,1970.0,Australia,
17342,1960.0,Australia,
111197,1970.0,Western Europe,Other
77637,1970.0,Asia Pacific,
12957,1965.0,Great Britain,
705382,1975.0,Australia,
12892,1965.0,Australia,
73757,1965.0,Australia,
73757,1965.0,Australia,
734322,1965.0,,
27782,1965.0,Australia,
69657,1955.0,Great Britain,English
43882,1975.0,Australia,
10662,1955.0,Australia,English
36252,1960.0,Australia,
79142,1940.0,Australia,
650672,1955.0,,
69732,1950.0,Australia,
72037,1970.0,Australia,
34177,1960.0,North America,
64267,1955.0,,
86672,1975.0,Australia,
25207,1970.0,Australia,
86672,1975.0,Australia,
78222,1970.0,Australia,English
68032,1965.0,Australia,
71442,1965.0,Australia,
146827,1980.0,Australia,
1797,1960.0,North America,
3182,1965.0,Australia,
1797,1960.0,North America,
28502,1970.0,New Zealand,
60517,1965.0,Australia,
12957,1965.0,Great Britain,
68587,1955.0,Australia,
3182,1965.0,Australia,
120997,1975.0,Australia,English
1797,1960.0,North America,
34447,1970.0,Australia,English
734192,1985.0,,
28607,1965.0,Great Britain,
30707,1965.0,Middle East and Africa,
771797,1980.0,Great Britain,
1737,1965.0,Australia,
1117,1955.0,Australia,
36187,1960.0,Australia,
110472,1965.0,Australia,English
117422,1975.0,Australia,
79242,1945.0,Australia,
15282,1965.0,Australia,English
54322,1960.0,Eastern Europe,
124692,1975.0,Western Europe,
147717,1965.0,Great Britain,
84622,1955.0,Australia,
701397,1975.0,Middle East and Africa,
145857,1965.0,Eastern Europe,Other
46132,1975.0,Australia,
786207,1975.0,,
80737,1945.0,Australia,
1797,1960.0,North America,
46132,1975.0,Australia,
46132,1975.0,Australia,
66672,1960.0,Australia,
54922,1970.0,Australia,
145857,1965.0,Eastern Europe,Other
46132,1975.0,Australia,
46132,1975.0,Australia,
1797,1960.0,North America,
397672,1965.0,Australia,
65487,1940.0,Australia,
906612,1975.0,Asia Pacific,
636257,1980.0,,
73402,1965.0,Great Britain,
69032,1965.0,Australia,English
8732,1965.0,Australia,
68587,1955.0,Australia,
893852,1970.0,Asia Pacific,
8732,1965.0,Australia,
36857,1965.0,Australia,
74162,1970.0,Australia,
51842,1970.0,Australia,
54737,1975.0,Australia,English
66092,1960.0,Australia,
76812,1970.0,Australia,English
74162,1970.0,Australia,
1382,1975.0,Australia,
124832,1970.0,North America,
19627,1950.0,Great Britain,
66887,1955.0,Australia,
69032,1965.0,Australia,English
102762,1970.0,Australia,
755517,1975.0,Western Europe,Other
10387,1950.0,Australia,
29462,1975.0,Australia,English
38697,1960.0,Australia,
70897,1970.0,South Africa,
74302,1960.0,Australia,
37662,1960.0,Australia,
80212,1945.0,Australia,
885657,1975.0,Australia,
862297,1960.0,North America,
76022,1965.0,Australia,
2022,1965.0,Australia,
491322,1955.0,Australia,
75377,1955.0,Australia,
638122,1970.0,,
75377,1955.0,Australia,
36047,1970.0,Australia,
939962,1980.0,Australia,
75377,1955.0,Australia,
105342,1965.0,Australia,
786382,1980.0,Australia,
713202,1970.0,,
28607,1965.0,Great Britain,
20927,1965.0,Australia,
79022,1945.0,Western Europe,
2262,1970.0,Australia,
10472,1970.0,Australia,
251602,1965.0,,
73402,1965.0,Great Britain,
23452,1970.0,The Americas,English
77162,1970.0,Australia,
610882,1975.0,,
659757,1960.0,Australia,
63172,1945.0,South Africa,
138567,1980.0,Australia,
19517,1965.0,Australia,
80942,1945.0,Australia,
13682,1965.0,Western Europe,English
4842,1970.0,Asia Pacific,
17282,1955.0,Great Britain,
2262,1970.0,Australia,
80692,1950.0,Australia,
82427,1955.0,Australia,
75052,1970.0,North America,
143992,1970.0,Australia,
17282,1955.0,Great Britain,
404712,1955.0,,
15282,1965.0,Australia,English
28797,1970.0,Australia,
18377,1960.0,Australia,
147722,1970.0,Great Britain,
15282,1965.0,Australia,English
342122,1965.0,Australia,
8732,1965.0,Australia,
5967,1955.0,Australia,
80217,1940.0,Australia,
31707,1965.0,Australia,
158617,1975.0,Australia,
63757,1960.0,Great Britain,
67037,1950.0,Eastern Europe,
144477,1965.0,Great Britain,English
123327,1945.0,Australia,
9042,1960.0,Australia,
74302,1960.0,Australia,
66932,1940.0,Australia,
26882,1950.0,Australia,
82892,1970.0,Western Europe,
69812,1960.0,Australia,
24392,1960.0,Australia,
121892,1965.0,Australia,
21137,1970.0,Australia,
69732,1950.0,Australia,
38697,1960.0,Australia,
69142,1950.0,Western Europe,Other
34447,1970.0,Australia,English
69142,1950.0,Western Europe,Other
69812,1960.0,Australia,
34447,1970.0,Australia,English
70327,1960.0,,
78222,1970.0,Australia,English
22847,1980.0,Australia,
74302,1960.0,Australia,
69812,1960.0,Australia,
145367,1965.0,Australia,
39272,1965.0,Australia,
145367,1965.0,Australia,
80477,1950.0,South Africa,
741582,1975.0,Great Britain,
46127,1955.0,Great Britain,
73942,1950.0,Australia,
69812,1960.0,Australia,
80477,1950.0,South Africa,
20937,1970.0,Australia,
69812,1960.0,Australia,
11287,1965.0,Australia,
4762,1950.0,Great Britain,
786382,1980.0,Australia,
80212,1945.0,Australia,
350047,1975.0,Australia,
381382,1955.0,Australia,
26962,1970.0,Great Britain,
144767,1970.0,Asia Pacific,
78637,1950.0,Australia,
20937,1970.0,Australia,
66897,1945.0,Australia,
12177,1960.0,,
84622,1955.0,Australia,
12467,1955.0,,
12957,1965.0,Great Britain,
115867,1970.0,Australia,
5777,1970.0,Australia,
65077,1965.0,Australia,English
615302,1950.0,,
906612,1975.0,Asia Pacific,
875187,1975.0,Asia Pacific,
98432,1975.0,Australia,
642632,1975.0,,
492977,1975.0,Asia Pacific,
885652,1965.0,Great Britain,
488762,1970.0,North America,Other
805252,1975.0,,
492632,1970.0,North America,
55552,1975.0,Australia,
145857,1965.0,Eastern Europe,Other
119282,1975.0,Australia,
131112,1970.0,Australia,
852692,1975.0,Australia,
889197,1975.0,Great Britain,
709877,1965.0,,Other
497457,1975.0,Asia Pacific,
888697,1975.0,Great Britain,
51677,1980.0,Australia,
145857,1965.0,Eastern Europe,Other
626187,1980.0,Western Europe,
76757,1975.0,Australia,
8732,1965.0,Australia,
862167,1970.0,,
500382,1970.0,,
71127,1970.0,Australia,
860357,1970.0,Great Britain,
69457,1960.0,Australia,
27157,1970.0,Asia Pacific,
917012,1975.0,Australia,
865267,1970.0,,
117422,1975.0,Australia,
744982,1980.0,Western Europe,
36737,1980.0,Australia,
730127,1980.0,Australia,
138567,1980.0,Australia,
353007,1980.0,Australia,Other
315992,1975.0,Australia,
717402,1980.0,Asia Pacific,
87537,1980.0,Australia,
111537,1960.0,Western Europe,
31592,1960.0,Australia,
636757,1975.0,Australia,
887552,1960.0,New Zealand,
69032,1965.0,Australia,English
690307,1980.0,Great Britain,
14082,1975.0,Australia,
91257,1955.0,South Africa,
13552,1955.0,Asia Pacific,
107602,1970.0,Australia,
444932,1970.0,Asia Pacific,
643862,1980.0,Australia,
147857,1975.0,Australia,
49972,1970.0,Australia,
50092,1975.0,Australia,
81352,1965.0,Australia,
765697,1980.0,,
135862,1975.0,New Zealand,
97962,1975.0,Australia,
92927,1965.0,Middle East and Africa,
882472,1970.0,Eastern Europe,
827967,1975.0,,
867367,1980.0,Australia,
869977,1980.0,,
874497,1975.0,Western Europe,
701397,1975.0,Middle East and Africa,
60082,1970.0,Australia,
887317,1970.0,,
144177,1970.0,Australia,
745187,1960.0,,
775402,1975.0,Western Europe,
99072,1960.0,Australia,
782002,1965.0,Western Europe,Other
6392,1970.0,Australia,English
49097,1980.0,Australia,English
15242,1980.0,Asia Pacific,
604692,1975.0,,
313557,1975.0,Australia,
646977,1980.0,Great Britain,
720822,1970.0,New Zealand,
289377,1975.0,Australia,
735097,1970.0,Asia Pacific,
127397,1975.0,Australia,
39632,1975.0,Great Britain,
882767,1975.0,Australia,
4882,1965.0,Australia,
57822,1975.0,Great Britain,
500472,1970.0,Western Europe,
2907,1970.0,Australia,
9312,1975.0,Australia,English
79227,1945.0,Australia,
882242,1980.0,,
37242,1955.0,Great Britain,
64942,1965.0,Great Britain,
681742,1970.0,Asia Pacific,Other
75052,1970.0,North America,
778842,1975.0,Asia Pacific,
655457,1970.0,Australia,
12957,1965.0,Great Britain,
72037,1970.0,Australia,
877532,1975.0,,
314962,1975.0,Australia,
733502,1975.0,,
37662,1960.0,Australia,
897272,1980.0,Australia,
29357,1980.0,Australia,
18067,1950.0,Australia,
19517,1965.0,Australia,
9542,1975.0,Australia,
82797,1965.0,Great Britain,
10387,1950.0,Australia,
293502,1975.0,Australia,
94237,1975.0,Australia,
869497,1975.0,Asia Pacific,
39392,1980.0,Asia Pacific,Other
923187,1980.0,Australia,
31322,1975.0,Australia,
20117,1970.0,Australia,English
144767,1970.0,Asia Pacific,
90542,1970.0,Australia,
21132,1960.0,Australia,
910772,1970.0,Australia,
622587,1980.0,Australia,
86212,1975.0,Australia,
764597,1965.0,,
144632,1960.0,Australia,
741847,1975.0,Australia,
17782,1975.0,Australia,
808267,1975.0,Australia,
88557,1975.0,Australia,
493317,1970.0,North America,
730127,1980.0,Australia,
66887,1955.0,Australia,
865067,1975.0,Australia,
4762,1950.0,Great Britain,
807667,1965.0,,
67282,1965.0,Australia,
110472,1965.0,Australia,English
16642,1965.0,Australia,
36252,1960.0,Australia,
14782,1955.0,Great Britain,
79142,1940.0,Australia,
75142,1960.0,Australia,
870077,1980.0,Australia,
145367,1965.0,Australia,
493292,1975.0,,
65712,1950.0,Western Europe,
31377,1965.0,Australia,
638122,1970.0,,
18832,1975.0,Great Britain,English
29512,1970.0,North America,English
1737,1965.0,Australia,
147717,1965.0,Great Britain,
884597,1975.0,,
71442,1965.0,Australia,
14212,1970.0,Australia,
14832,1975.0,Australia,
877722,1975.0,,
905277,1975.0,,
70897,1970.0,South Africa,
95867,1965.0,Australia,
799007,1950.0,,
1797,1960.0,North America,
18377,1960.0,Australia,
78887,1960.0,Australia,
1797,1960.0,North America,
99052,1970.0,Australia,
34177,1960.0,North America,
703262,1965.0,Asia Pacific,
7947,1960.0,Asia Pacific,
69262,1960.0,Australia,
80692,1950.0,Australia,
69262,1960.0,Australia,
74702,1955.0,Australia,
71917,1955.0,Australia,
857,1965.0,Australia,
586442,1970.0,Western Europe,Other
39647,1970.0,Australia,
93362,1965.0,Australia,
30707,1965.0,Middle East and Africa,
71867,1945.0,Australia,
5232,1955.0,Australia,
70682,1960.0,Australia,
6397,1960.0,Great Britain,English
79057,1955.0,Australia,
8867,1960.0,Australia,
77342,1965.0,Australia,
67182,1940.0,Australia,
348432,1970.0,Western Europe,
608447,1965.0,,
1162,1970.0,Middle East and Africa,
113027,1955.0,Australia,
77832,1970.0,Australia,
9857,1960.0,Asia Pacific,
80412,1955.0,Australia,
66767,1940.0,Australia,
25137,1960.0,,
80702,1940.0,Australia,
148202,1960.0,Australia,
67732,1965.0,Australia,
620807,1965.0,North America,
111402,1965.0,Australia,
373802,1970.0,Australia,
44732,1965.0,,
145447,1970.0,Great Britain,
31697,1965.0,,
28412,1960.0,Australia,
636257,1980.0,,
6377,1965.0,Great Britain,
23912,1965.0,Australia,
19997,1960.0,Australia,
37502,1975.0,Australia,
67872,1950.0,Asia Pacific,
6012,1955.0,Australia,English
47467,1975.0,Australia,
62937,1960.0,Australia,
77877,1970.0,Australia,
132247,1960.0,Australia,
366782,1975.0,Australia,
704062,1945.0,Australia,
126162,1970.0,Asia Pacific,
131432,1965.0,Australia,
82442,1955.0,Australia,
1752,1970.0,Australia,
63437,1940.0,Australia,
62902,1950.0,North America,
31237,1965.0,Australia,
679242,1975.0,,
924722,1965.0,North America,
24257,1955.0,Asia Pacific,Other
81647,1950.0,Australia,
126927,1965.0,Australia,
98432,1975.0,Australia,
64342,1950.0,Australia,
75037,1960.0,Asia Pacific,
29462,1975.0,Australia,English
73962,1960.0,Australia,
5882,1955.0,Australia,
73497,1955.0,Australia,
817367,1980.0,,
1952,1955.0,Australia,
66462,1955.0,Australia,
66007,1955.0,Australia,
636257,1980.0,,
73017,1960.0,The Americas,
38457,1970.0,Australia,
7387,1955.0,Great Britain,
1277,1955.0,Australia,English
79802,1950.0,Australia,
2427,1960.0,North America,
137427,1970.0,Great Britain,
140882,1965.0,Australia,
126917,1975.0,Australia,English
8012,1960.0,Western Europe,
80942,1945.0,Australia,
66732,1970.0,Australia,English
78572,1955.0,Australia,
64337,1945.0,Australia,
246732,1970.0,Australia,
16642,1965.0,Australia,
15187,1960.0,Australia,
50052,1970.0,Australia,
175512,1975.0,Australia,
71432,1955.0,Asia Pacific,
71727,1955.0,Great Britain,English
63812,1950.0,Great Britain,
12957,1965.0,Great Britain,
81907,1945.0,Australia,
53202,1975.0,Australia,
62967,1950.0,Australia,
37947,1950.0,Australia,
26107,1970.0,Australia,
77407,1965.0,Australia,
72122,1955.0,Australia,
78327,1955.0,Australia,
71347,1935.0,,
75492,1950.0,Middle East and Africa,
23997,1965.0,Australia,
742402,1975.0,,
45967,1975.0,Australia,
82092,1945.0,Australia,English
72957,1960.0,New Zealand,
31067,1960.0,Great Britain,
8142,1970.0,,
876787,1970.0,,
129127,1960.0,Australia,
63257,1945.0,Australia,
35562,1960.0,Australia,
67582,1955.0,Australia,
65017,1950.0,,
74512,1945.0,Australia,
717912,1975.0,,
1752,1970.0,Australia,
78782,1955.0,Australia,
14487,1945.0,Australia,
51502,1975.0,Middle East and Africa,
57272,1975.0,North America,
63772,1960.0,Australia,
44097,1955.0,Australia,
686272,1975.0,,
846267,,,
718607,1975.0,The Americas,Other
8152,1965.0,Australia,
680542,1960.0,,
491602,1965.0,Middle East and Africa,
74772,1955.0,Australia,
4842,1970.0,Asia Pacific,
63187,1955.0,Australia,
71982,1960.0,Australia,
126917,1975.0,Australia,English
415357,1950.0,Australia,
103677,1970.0,Asia Pacific,Other
72532,1955.0,Great Britain,English
70322,1945.0,Eastern Europe,
314487,1960.0,Australia,
111122,1970.0,Australia,
496437,1950.0,Australia,
73417,1960.0,Australia,
89472,1970.0,Australia,
727002,1970.0,,
20497,1965.0,Middle East and Africa,Other
45967,1975.0,Australia,
7662,1960.0,Australia,
74717,1965.0,Australia,
9982,1955.0,Australia,
46922,1965.0,Australia,English
34737,1970.0,North America,
764597,1965.0,,
68252,1960.0,Australia,English
633777,1980.0,,
3292,1945.0,Australia,
131112,1970.0,Australia,
15757,1950.0,Australia,
24257,1955.0,Asia Pacific,Other
729002,1975.0,Asia Pacific,
6502,1940.0,Australia,
28502,1970.0,New Zealand,
126927,1965.0,Australia,
32522,1970.0,Australia,
65387,1965.0,Australia,
85082,1965.0,Australia,
71432,1955.0,Asia Pacific,
30047,1965.0,Eastern Europe,
81117,1950.0,Great Britain,English
10377,1975.0,Australia,English
112562,1970.0,Australia,
7842,1960.0,Asia Pacific,Other
76022,1965.0,Australia,
80217,1940.0,Australia,
868722,1965.0,Australia,
132957,1965.0,Australia,
5812,1965.0,North America,English
109052,1980.0,Australia,
395587,1960.0,Australia,
373802,1970.0,Australia,
23452,1970.0,The Americas,English
358382,1975.0,Australia,
80692,1950.0,Australia,
81117,1950.0,Great Britain,English
44737,1965.0,Australia,
4387,1955.0,Australia,
24542,1955.0,,
547,1960.0,Australia,
5582,1960.0,Australia,
82512,1955.0,Asia Pacific,
71917,1955.0,Australia,
1012,1945.0,Australia,English
6747,1955.0,Australia,English
5287,1960.0,Australia,
129622,1965.0,North America,
117317,1965.0,Australia,
65832,1965.0,Australia,
29817,1975.0,Australia,
32672,1975.0,Asia Pacific,
733922,1965.0,,
127447,1970.0,Australia,
14267,1960.0,Asia Pacific,
29797,1975.0,Australia,
35562,1960.0,Australia,
67622,1945.0,North America,
63427,1945.0,Australia,
13042,1965.0,Western Europe,
97072,1975.0,Australia,
64337,1945.0,Australia,
30987,1965.0,Australia,
3207,1970.0,Australia,
80502,1950.0,Australia,English
62967,1950.0,Australia,
491012,1980.0,,
7947,1960.0,Asia Pacific,
66047,1955.0,Australia,
68252,1960.0,Australia,English
111537,1960.0,Western Europe,
22077,1955.0,Western Europe,
77477,1945.0,Australia,
3762,1960.0,Australia,
74317,1955.0,North America,English
6562,1955.0,South Africa,English
3207,1970.0,Australia,
164977,1960.0,Australia,
416072,1940.0,Australia,
15047,1965.0,,
107262,1970.0,Australia,English
82612,1955.0,Australia,
113052,1955.0,Australia,
58792,1970.0,Australia,
13682,1965.0,Western Europe,English
30962,1950.0,Australia,
57192,1980.0,Australia,
75972,1960.0,Australia,
39277,1950.0,Asia Pacific,English
166802,1970.0,Australia,
66487,1960.0,Australia,
98732,1980.0,Australia,
66437,1950.0,Australia,
115417,1965.0,Western Europe,Other
81052,1950.0,Australia,
246732,1970.0,Australia,
66047,1955.0,Australia,
72672,1945.0,,
74302,1960.0,Australia,
22847,1980.0,Australia,
639457,1975.0,,
17657,1965.0,Asia Pacific,
489582,1975.0,Great Britain,
72722,1955.0,Australia,English
140282,1955.0,Australia,
867367,1980.0,Australia,
26107,1970.0,Australia,
79062,1945.0,Australia,
32912,1970.0,Australia,
54322,1960.0,Eastern Europe,
24552,1970.0,Australia,
33247,1950.0,Great Britain,
500332,1970.0,Asia Pacific,
7587,1955.0,Australia,
2107,1960.0,Australia,English
1222,1965.0,Western Europe,
105337,1950.0,Australia,
145447,1970.0,Great Britain,
74292,1960.0,Australia,
31067,1960.0,Great Britain,
166802,1970.0,Australia,
62872,1950.0,Great Britain,
880477,1950.0,,
68587,1955.0,Australia,
31457,1970.0,Australia,
92927,1965.0,Middle East and Africa,
10387,1950.0,Australia,
70487,1955.0,Australia,
1382,1975.0,Australia,
73717,1965.0,Australia,
35382,1970.0,Australia,
67467,1955.0,Australia,
27192,1970.0,Australia,
27192,1970.0,Australia,
72702,1950.0,Western Europe,
497907,1970.0,Australia,
32907,1965.0,Western Europe,Other
1387,1945.0,Australia,
67077,1955.0,Western Europe,Other
80382,1950.0,Australia,
44852,1965.0,Australia,
77077,1955.0,Australia,
63222,1950.0,Australia,
72562,1970.0,North America,
72087,1945.0,,
314557,1960.0,Australia,
31512,1965.0,Middle East and Africa,
11602,1955.0,Western Europe,
123092,1970.0,Western Europe,
9857,1960.0,Asia Pacific,
82312,1950.0,Australia,
70682,1960.0,Australia,
15047,1965.0,,
46772,1970.0,Australia,
111402,1965.0,Australia,
11302,1970.0,Australia,
93892,1970.0,Australia,
64332,1955.0,Australia,
91387,1960.0,Australia,
31067,1960.0,Great Britain,
101042,1940.0,Australia,
64522,1955.0,Australia,
1982,1960.0,Australia,
14112,1975.0,Australia,
43852,1975.0,Australia,
14152,1975.0,Australia,
14187,1955.0,Australia,
71442,1965.0,Australia,
44022,1965.0,Australia,
690307,1980.0,Great Britain,
69517,1950.0,Australia,English
44782,1955.0,Western Europe,
15632,1965.0,,
35547,1960.0,Asia Pacific,
82427,1955.0,Australia,
746152,1950.0,Australia,
70322,1945.0,Eastern Europe,
45032,1975.0,Australia,English
7037,1970.0,Australia,
66732,1970.0,Australia,English
23452,1970.0,The Americas,English
116157,1950.0,,
599277,1975.0,Western Europe,
72447,1950.0,Australia,
46587,1980.0,Australia,
40797,1960.0,Australia,
14267,1960.0,Asia Pacific,
57272,1975.0,North America,
39457,1960.0,Australia,
66047,1955.0,Australia,
4302,1965.0,Australia,
82312,1950.0,Australia,
487812,1965.0,Western Europe,Other
38492,1980.0,Australia,
72432,1955.0,Australia,
488862,1975.0,Australia,English
30707,1965.0,Middle East and Africa,
64077,1945.0,Asia Pacific,
72722,1955.0,Australia,English
1222,1965.0,Western Europe,
1812,1955.0,Australia,
500012,1975.0,Australia,
69517,1950.0,Australia,English
686852,1970.0,,
1582,1970.0,Australia,English
112562,1970.0,Australia,
1937,1970.0,Australia,
9067,1960.0,Australia,
69657,1955.0,Great Britain,English
137272,1965.0,Australia,
66737,1955.0,Australia,
39407,1980.0,Australia,
79462,1950.0,Australia,
147502,1970.0,Great Britain,English
131877,1970.0,Australia,
86212,1975.0,Australia,
52337,1970.0,Australia,
5142,1960.0,Australia,
65402,1960.0,Australia,
2117,1970.0,Australia,English
80457,1940.0,Australia,
27352,1960.0,Great Britain,English
63452,1950.0,Great Britain,
117972,1965.0,Australia,
13552,1955.0,Asia Pacific,
80372,1955.0,Australia,
81087,1945.0,Australia,English
303472,1975.0,Australia,
63427,1945.0,Australia,
8012,1960.0,Western Europe,
162462,1970.0,Australia,
64307,1950.0,Australia,
29317,1970.0,Australia,
68432,1955.0,Great Britain,
43002,1975.0,North America,
31457,1970.0,Australia,
139532,1950.0,Australia,
144267,1970.0,Australia,
79242,1945.0,Australia,
636677,1980.0,Australia,
144267,1970.0,Australia,
641022,1975.0,Australia,
18377,1960.0,Australia,
19517,1965.0,Australia,
741582,1975.0,Great Britain,
127397,1975.0,Australia,
53202,1975.0,Australia,
3167,1950.0,Australia,
730882,1970.0,,
68817,1955.0,Australia,
882167,1965.0,,
19517,1965.0,Australia,
68232,1955.0,Great Britain,
53202,1975.0,Australia,
7597,1955.0,Eastern Europe,English
64807,1960.0,Australia,
14152,1975.0,Australia,
786382,1980.0,Australia,
136802,1975.0,Australia,
35137,1970.0,Australia,
77297,1960.0,Australia,
7442,1965.0,North America,
31457,1970.0,Australia,
72267,1960.0,Australia,
23452,1970.0,The Americas,English
726557,1980.0,,
80502,1950.0,Australia,English
7662,1960.0,Australia,
65712,1950.0,Western Europe,
67647,1965.0,Australia,
79032,1955.0,Australia,
18377,1960.0,Australia,
5967,1955.0,Australia,
129467,1955.0,,
74822,1950.0,Australia,
65342,1955.0,Great Britain,
39407,1980.0,Australia,
129127,1960.0,Australia,
3597,1960.0,Australia,
63687,1945.0,Australia,
449272,1960.0,Australia,
148677,1945.0,,
64347,1945.0,Australia,
799007,1950.0,,
904237,1980.0,Western Europe,
39632,1975.0,Great Britain,
322007,1965.0,,
80457,1940.0,Australia,
9527,1955.0,Middle East and Africa,
836667,1975.0,,
88557,1975.0,Australia,
79192,1950.0,Australia,
1642,1965.0,Australia,
315512,1960.0,Australia,
636257,1980.0,,
66782,1955.0,Australia,
73017,1960.0,The Americas,
7047,1960.0,Australia,
77297,1960.0,Australia,
1382,1975.0,Australia,
720202,1945.0,Australia,
91092,1965.0,Australia,English
123132,1960.0,Australia,
69657,1955.0,Great Britain,English
41912,1960.0,Eastern Europe,
126927,1965.0,Australia,
808267,1975.0,Australia,
755517,1975.0,Western Europe,Other
69262,1960.0,Australia,
74542,1945.0,Australia,
20927,1965.0,Australia,
123422,1975.0,Australia,
22847,1980.0,Australia,
1812,1955.0,Australia,
74542,1945.0,Australia,
35602,1965.0,Australia,
69262,1960.0,Australia,
874467,1945.0,,
77807,1970.0,Australia,
30527,1960.0,Australia,
69392,1960.0,,
105342,1965.0,Australia,
166802,1970.0,Australia,
289542,1970.0,Australia,
641012,1975.0,,
578662,1980.0,Australia,
127397,1975.0,Australia,
74142,1970.0,Australia,
67647,1965.0,Australia,
21877,1965.0,Australia,
45462,1945.0,Australia,
68817,1955.0,Australia,
8772,1965.0,Australia,
80062,1950.0,Australia,
495142,1975.0,Eastern Europe,
115417,1965.0,Western Europe,Other
86082,1960.0,The Americas,Other
143992,1970.0,Australia,
80412,1955.0,Australia,
28832,1950.0,,
143357,1965.0,Asia Pacific,
499667,1975.0,Western Europe,
143357,1965.0,Asia Pacific,
14267,1960.0,Asia Pacific,
66672,1960.0,Australia,
80062,1950.0,Australia,
19997,1960.0,Australia,
28502,1970.0,New Zealand,
22847,1980.0,Australia,
5382,1965.0,Asia Pacific,
79712,1955.0,Australia,English
119372,1970.0,Eastern Europe,Other
74162,1970.0,Australia,
74162,1970.0,Australia,
12957,1965.0,Great Britain,
323217,1975.0,Australia,
78782,1955.0,Australia,
124692,1975.0,Western Europe,
491312,1960.0,Australia,
35602,1965.0,Australia,
802167,1975.0,,
35602,1965.0,Australia,
64357,1965.0,Australia,
714712,1970.0,Asia Pacific,
498427,1970.0,Great Britain,
64657,1940.0,Great Britain,
68292,1965.0,,
636257,1980.0,,
74302,1960.0,Australia,
82427,1955.0,Australia,
23452,1970.0,The Americas,English
63492,1945.0,Australia,
67787,1945.0,,
9067,1960.0,Australia,
547,1960.0,Australia,
1937,1970.0,Australia,
85082,1965.0,Australia,
30437,1975.0,Australia,
77297,1960.0,Australia,
35602,1965.0,Australia,
77637,1970.0,Asia Pacific,
22672,1965.0,Australia,
72177,1960.0,Australia,
79787,1945.0,North America,
65437,1965.0,Australia,
12917,1955.0,Australia,
15977,1960.0,Great Britain,
35562,1960.0,Australia,
66722,1960.0,Australia,
9502,1950.0,South Africa,
81087,1945.0,Australia,English
85642,1955.0,Australia,
6077,1955.0,Australia,English
75412,1950.0,Western Europe,
500202,1965.0,,Other
92927,1965.0,Middle East and Africa,
23997,1965.0,Australia,
77457,1955.0,Asia Pacific,
66222,1950.0,,
81037,1945.0,Australia,
49972,1970.0,Australia,
148202,1960.0,Australia,
71442,1965.0,Australia,
31457,1970.0,Australia,
15282,1965.0,Australia,English
28387,1965.0,Australia,
145977,1970.0,North America,
22847,1980.0,Australia,
86082,1960.0,The Americas,Other
70682,1960.0,Australia,
72447,1950.0,Australia,
35382,1970.0,Australia,
60517,1965.0,Australia,
741582,1975.0,Great Britain,
809672,1965.0,Great Britain,
42322,1945.0,Australia,
14777,1970.0,Australia,
730127,1980.0,Australia,
124692,1975.0,Western Europe,
868722,1965.0,Australia,
615307,1950.0,Australia,
438372,1960.0,Australia,
24572,1960.0,Australia,
124477,1955.0,Australia,
755517,1975.0,Western Europe,Other
14957,1975.0,Australia,English
17367,1960.0,Asia Pacific,
20937,1970.0,Australia,
7342,1965.0,Great Britain,
28502,1970.0,New Zealand,
865067,1975.0,Australia,
641012,1975.0,,
31967,1970.0,Australia,
89582,1970.0,South Africa,
77067,1970.0,Australia,English
47257,1975.0,Australia,
361922,1970.0,Australia,
84627,1960.0,Australia,
149107,1975.0,Australia,English
24892,1965.0,Australia,
106282,1965.0,Asia Pacific,English
730092,1975.0,,
70227,1960.0,Australia,
359677,1975.0,Australia,
25217,1965.0,Great Britain,
145367,1965.0,Australia,
7587,1955.0,Australia,
93802,1970.0,Australia,
449137,1970.0,Australia,
31707,1965.0,Australia,
728002,1975.0,,
593492,1970.0,,
87917,1970.0,Great Britain,
168282,1970.0,Australia,
70487,1955.0,Australia,
655457,1970.0,Australia,
43882,1975.0,Australia,
40797,1960.0,Australia,
941027,1960.0,Australia,
66887,1955.0,Australia,
39202,1960.0,Australia,
98222,1965.0,Australia,
64357,1965.0,Australia,
67842,1965.0,Australia,
659392,1965.0,,
497907,1970.0,Australia,
3207,1970.0,Australia,
