id,RFCD.Code,RFCD.Percentage
2735,28,40.0
2736,29,50.0
2736,30,50.0
2737,35,20.0
2737,39,80.0
2738,38,100.0
2739,27,100.0
2740,30,100.0
2741,27,80.0
2741,30,20.0
2742,29,100.0
2743,34,60.0
2743,35,40.0
2744,36,100.0
2745,32,100.0
2746,39,100.0
2747,31,100.0
2748,27,60.0
2748,32,40.0
2749,25,20.0
2749,29,80.0
2750,30,100.0
2751,36,100.0
2752,25,50.0
2752,32,50.0
2753,32,100.0
2754,27,50.0
2754,32,50.0
2755,38,90.0
2755,42,10.0
2756,26,100.0
2757,23,70.0
2757,28,30.0
2758,28,60.0
2758,35,20.0
2758,38,20.0
2759,27,100.0
2760,40,40.0
2760,41,60.0
2761,36,50.0
2761,37,50.0
2762,42,100.0
2763,39,100.0
2764,32,20.0
2764,37,80.0
2765,37,30.0
2765,41,30.0
2765,42,40.0
2766,43,100.0
2767,25,100.0
2768,29,100.0
2769,32,100.0
2770,35,40.0
2770,42,60.0
2771,35,100.0
2772,27,40.0
2772,30,40.0
2772,32,20.0
2773,42,40.0
2773,43,60.0
2774,42,100.0
2775,28,100.0
2776,39,20.0
2776,44,80.0
2777,25,20.0
2777,27,80.0
2778,28,20.0
2778,29,80.0
2779,32,100.0
2783,35,100.0
2784,32,100.0
2785,32,100.0
2788,32,100.0
2791,32,100.0
2792,32,100.0
2794,32,100.0
2800,32,100.0
2801,32,50.0
2801,37,50.0
2803,32,25.0
2803,34,25.0
2803,37,50.0
2804,27,100.0
2806,32,100.0
2807,39,100.0
2808,23,100.0
2809,32,25.0
2809,34,25.0
2809,37,50.0
2810,35,100.0
2811,32,100.0
2812,32,100.0
2813,32,100.0
2814,27,100.0
2815,32,100.0
2816,25,25.0
2816,27,50.0
2816,32,25.0
2817,24,100.0
2818,27,50.0
2818,32,50.0
2819,32,100.0
2821,32,100.0
2822,32,100.0
2823,29,100.0
2825,32,100.0
2826,32,100.0
2827,32,100.0
2828,28,100.0
2829,27,20.0
2829,32,80.0
2830,32,75.0
2830,38,25.0
2831,32,100.0
2832,33,100.0
2833,32,100.0
2834,32,100.0
2836,32,100.0
2837,30,100.0
2839,27,20.0
2839,32,80.0
2840,39,100.0
2841,24,40.0
2841,25,30.0
2841,27,30.0
2842,32,100.0
2843,32,100.0
2844,32,100.0
2846,32,100.0
2847,32,60.0
2847,38,40.0
2849,27,100.0
2850,32,100.0
2851,32,100.0
2852,28,100.0
2853,27,50.0
2853,32,50.0
2854,27,100.0
2855,32,100.0
2856,32,100.0
2858,32,100.0
2859,32,100.0
2860,27,50.0
2860,32,50.0
2861,32,100.0
2862,32,100.0
2863,32,100.0
2864,32,100.0
2865,32,100.0
2866,32,100.0
2868,32,100.0
2869,32,50.0
2869,41,50.0
2870,32,100.0
2871,32,100.0
2872,29,100.0
2873,32,100.0
2874,32,100.0
2875,27,20.0
2875,32,80.0
2877,32,25.0
2877,33,25.0
2877,38,50.0
2878,32,100.0
2879,27,100.0
2881,23,20.0
2881,29,60.0
2881,38,20.0
2882,32,100.0
2883,29,20.0
2883,32,80.0
2885,32,100.0
2886,27,100.0
2887,32,100.0
2888,32,100.0
2889,27,100.0
2890,32,100.0
2891,32,100.0
2892,32,100.0
2893,25,20.0
2893,27,50.0
2893,32,30.0
2894,32,100.0
2895,27,70.0
2895,32,30.0
2896,32,100.0
2897,32,100.0
2898,27,100.0
2900,38,100.0
2902,34,100.0
2903,29,20.0
2903,32,80.0
2904,32,100.0
2906,27,100.0
2907,32,100.0
2908,32,100.0
2909,32,100.0
2911,27,100.0
2912,32,100.0
2913,28,50.0
2913,40,50.0
2914,32,100.0
2915,25,40.0
2915,29,60.0
2916,32,100.0
2917,32,100.0
2918,27,100.0
2919,27,100.0
2921,27,40.0
2921,32,60.0
2922,32,100.0
2923,27,100.0
2924,32,100.0
2927,27,100.0
2929,27,50.0
2929,32,50.0
2930,32,100.0
2931,27,70.0
2931,32,30.0
2932,32,100.0
2933,32,100.0
2934,24,40.0
2934,25,30.0
2934,27,30.0
2936,32,100.0
2937,32,100.0
2938,32,100.0
2939,32,100.0
2940,32,100.0
2941,32,100.0
2942,27,100.0
2943,32,100.0
2944,30,100.0
2945,32,100.0
2946,32,100.0
2947,38,100.0
2948,33,100.0
2949,32,100.0
2950,32,100.0
2951,32,100.0
2952,32,100.0
2953,32,100.0
2954,32,100.0
2955,32,100.0
2956,32,100.0
2957,30,100.0
2958,32,100.0
2959,32,100.0
2960,32,100.0
2961,32,100.0
2962,30,100.0
2963,33,100.0
2964,30,100.0
2965,24,100.0
2967,33,100.0
2968,35,100.0
2970,27,60.0
2970,32,40.0
2971,27,60.0
2971,32,40.0
2972,32,100.0
2973,27,50.0
2973,32,50.0
2974,33,100.0
2975,25,50.0
2975,29,50.0
2976,32,100.0
2977,32,100.0
2978,32,100.0
2979,41,20.0
2979,42,20.0
2979,43,60.0
2980,27,50.0
2980,30,50.0
2981,27,100.0
2982,25,100.0
2983,27,70.0
2983,30,30.0
2984,24,80.0
2984,27,20.0
2985,23,100.0
2986,32,100.0
2987,31,100.0
2988,29,50.0
2988,30,20.0
2988,35,30.0
2989,27,100.0
2990,39,100.0
2991,24,100.0
2992,23,20.0
2992,28,40.0
2992,29,40.0
2993,27,100.0
2994,27,70.0
2994,32,30.0
2995,37,40.0
2995,39,40.0
2996,32,100.0
2997,28,30.0
2997,29,40.0
2997,38,30.0
2998,27,60.0
2998,32,40.0
2999,33,60.0
2999,41,40.0
3000,27,100.0
3001,36,40.0
3001,39,40.0
3001,42,20.0
3002,30,100.0
3003,39,100.0
3004,32,100.0
3005,23,50.0
3005,24,50.0
3006,35,100.0
3007,32,100.0
3008,38,100.0
3009,32,100.0
3010,32,100.0
3011,27,100.0
3012,32,100.0
3013,23,50.0
3013,27,20.0
3013,32,30.0
3014,32,100.0
3015,27,40.0
3015,32,60.0
3016,32,100.0
3017,27,100.0
3018,32,100.0
3019,32,100.0
3020,32,100.0
3021,32,100.0
3022,32,100.0
3023,32,100.0
3025,27,50.0
3025,29,35.0
3025,32,15.0
3026,32,100.0
3027,27,100.0
3028,32,100.0
3029,32,100.0
3030,32,100.0
3031,32,100.0
3032,32,100.0
3033,27,100.0
3034,32,100.0
3035,32,100.0
3036,32,100.0
3037,32,100.0
3038,26,100.0
3039,32,100.0
3040,32,100.0
3041,32,100.0
3042,27,100.0
3043,27,35.0
3043,32,65.0
3044,32,100.0
3046,32,100.0
3047,27,100.0
3048,27,60.0
3048,32,40.0
3049,32,100.0
3050,27,100.0
3051,26,50.0
3051,27,50.0
3052,32,100.0
3053,32,100.0
3054,32,100.0
3055,27,70.0
3055,32,30.0
3056,32,100.0
3057,32,100.0
3058,32,100.0
3059,32,100.0
3060,32,100.0
3061,27,60.0
3061,32,40.0
3062,26,100.0
3063,32,100.0
3064,32,100.0
3065,32,100.0
3066,32,100.0
3067,32,100.0
3068,32,100.0
3069,32,100.0
3070,32,100.0
3071,32,100.0
3072,32,100.0
3073,32,100.0
3074,32,100.0
3075,27,50.0
3075,32,50.0
3076,27,100.0
3077,32,100.0
3078,32,100.0
3079,27,100.0
3080,32,100.0
3081,32,100.0
3082,32,100.0
3083,32,100.0
3085,32,100.0
3086,25,55.0
3086,27,45.0
3087,32,100.0
3088,32,100.0
3089,32,100.0
3090,32,100.0
3091,29,100.0
3092,27,40.0
3092,30,60.0
3094,32,100.0
3095,32,100.0
3096,32,100.0
3097,32,100.0
3098,25,55.0
3098,27,45.0
3099,32,100.0
3100,32,100.0
3101,32,100.0
3102,27,100.0
3103,32,100.0
3104,32,100.0
3105,27,40.0
3105,32,60.0
3106,32,100.0
3107,24,80.0
3107,27,20.0
3108,32,100.0
3109,32,100.0
3110,32,100.0
3111,27,30.0
3111,32,70.0
3112,27,100.0
3113,32,100.0
3114,32,100.0
3115,34,20.0
3115,35,80.0
3117,30,100.0
3118,32,100.0
3119,27,70.0
3119,32,30.0
3120,33,100.0
3121,27,100.0
3122,32,100.0
3124,27,50.0
3124,32,50.0
3125,32,100.0
3126,27,70.0
3126,32,30.0
3127,32,100.0
3128,32,100.0
3129,26,30.0
3129,29,40.0
3129,30,30.0
3131,32,100.0
3133,32,100.0
3134,32,100.0
3135,37,100.0
3136,27,100.0
3137,32,100.0
3138,37,100.0
3139,32,100.0
3140,27,30.0
3140,32,70.0
3141,33,100.0
3142,25,40.0
3142,32,60.0
3143,32,100.0
3144,27,100.0
3145,32,100.0
3146,32,100.0
3147,27,100.0
3148,32,100.0
3149,32,100.0
3150,25,100.0
3151,26,100.0
3152,25,20.0
3152,27,30.0
3152,30,50.0
3153,27,100.0
3154,27,100.0
3155,27,100.0
3156,32,100.0
3157,32,100.0
3158,25,100.0
3159,25,100.0
3160,25,100.0
3161,32,100.0
3162,32,100.0
3163,25,100.0
3164,32,100.0
3165,32,100.0
3166,32,100.0
3167,32,100.0
3168,32,100.0
3169,30,50.0
3169,38,50.0
3170,43,100.0
3171,37,100.0
3172,32,60.0
3172,41,20.0
3174,25,100.0
3175,27,70.0
3175,32,30.0
3176,23,10.0
3176,32,90.0
3177,32,100.0
3178,32,100.0
3179,32,100.0
3180,33,100.0
3181,37,50.0
3181,44,50.0
3182,27,100.0
3183,25,60.0
3183,29,40.0
3184,23,40.0
3184,28,60.0
3185,39,100.0
3186,31,60.0
3186,41,20.0
3186,42,20.0
3187,27,100.0
3188,26,100.0
3189,32,100.0
3190,28,50.0
3190,29,50.0
3191,27,100.0
3192,27,100.0
3193,23,100.0
3194,42,100.0
3195,32,40.0
3195,34,60.0
3196,23,30.0
3196,28,20.0
3196,29,50.0
3197,27,50.0
3197,32,50.0
3198,27,30.0
3198,28,70.0
3199,32,100.0
3200,27,100.0
3201,32,35.0
3201,33,65.0
3202,27,50.0
3202,32,50.0
3203,28,100.0
3204,31,100.0
3205,23,80.0
3205,28,20.0
3206,28,100.0
3207,27,15.0
3207,32,85.0
3208,32,100.0
3209,27,70.0
3209,30,30.0
3210,32,33.0
3210,33,33.0
3210,38,34.0
3211,32,100.0
3212,27,20.0
3212,32,60.0
3213,27,100.0
3214,40,20.0
3214,43,80.0
3215,27,100.0
3216,32,100.0
3217,27,100.0
3218,32,100.0
3219,38,80.0
3219,39,20.0
3220,32,100.0
3221,27,50.0
3221,32,50.0
3222,28,35.0
3222,31,65.0
3223,32,100.0
3224,25,30.0
3224,32,70.0
3225,27,80.0
3225,32,20.0
3226,38,100.0
3227,27,50.0
3227,32,50.0
3228,32,100.0
3229,23,100.0
3230,39,100.0
3231,23,100.0
3232,32,100.0
3233,32,100.0
3234,32,100.0
3235,32,10.0
3235,37,90.0
3236,32,100.0
3237,27,100.0
3239,32,100.0
3240,33,100.0
3241,27,20.0
3241,32,80.0
3242,37,100.0
3244,32,100.0
3245,33,100.0
3246,32,100.0
3247,32,100.0
3248,28,100.0
3249,32,100.0
3250,32,100.0
3251,33,100.0
3252,33,100.0
3253,32,100.0
3254,40,60.0
3254,42,40.0
3255,33,100.0
3256,33,100.0
3257,27,70.0
3257,32,30.0
3258,32,100.0
3259,32,40.0
3259,33,60.0
3260,32,100.0
3261,32,100.0
3262,32,100.0
3263,32,100.0
3265,32,100.0
3266,32,100.0
3268,30,100.0
3269,32,100.0
3270,32,100.0
3271,36,100.0
3272,37,40.0
3272,39,40.0
3273,27,40.0
3273,32,60.0
3274,27,70.0
3274,32,30.0
3275,31,50.0
3275,43,50.0
3276,28,100.0
3277,37,80.0
3277,43,20.0
3278,29,100.0
3279,27,45.0
3279,29,55.0
3280,27,50.0
3280,30,50.0
3281,31,60.0
3281,35,20.0
3281,36,20.0
3283,35,50.0
3283,38,50.0
3284,28,25.0
3284,29,75.0
3285,29,20.0
3285,30,80.0
3286,33,100.0
3287,32,100.0
3288,28,100.0
3289,39,100.0
3290,25,70.0
3290,27,30.0
3291,25,20.0
3291,40,80.0
3292,35,70.0
3292,37,30.0
3293,23,100.0
3294,32,100.0
3295,35,100.0
3296,27,60.0
3296,30,40.0
3297,25,100.0
3298,37,30.0
3298,38,70.0
3300,29,100.0
3301,25,60.0
3301,27,40.0
3302,27,100.0
3303,30,20.0
3303,31,60.0
3303,36,20.0
3304,27,100.0
3305,39,100.0
3306,32,100.0
3307,35,100.0
3308,32,100.0
3309,27,20.0
3309,32,80.0
3310,32,100.0
3311,27,50.0
3311,32,50.0
3312,32,100.0
3313,32,100.0
3314,32,100.0
3315,32,100.0
3316,27,50.0
3316,32,50.0
3317,27,65.0
3317,32,35.0
3318,32,100.0
3319,32,100.0
3320,32,100.0
3321,29,100.0
3322,32,100.0
3323,32,100.0
3324,27,50.0
3324,32,50.0
3325,32,100.0
3326,29,100.0
3327,30,60.0
3328,27,100.0
3329,32,100.0
3330,32,100.0
3331,32,100.0
3332,32,100.0
3333,32,100.0
3334,27,20.0
3334,32,80.0
3335,24,50.0
3335,32,50.0
3336,32,100.0
3337,32,100.0
3338,30,100.0
3339,23,100.0
3340,32,100.0
3341,32,100.0
3343,32,100.0
3344,32,100.0
3345,32,100.0
3346,29,100.0
3347,32,100.0
3348,32,100.0
3349,27,100.0
3350,32,50.0
3350,37,50.0
3351,32,100.0
3352,32,100.0
3353,28,100.0
3354,32,100.0
3355,37,100.0
3356,38,100.0
3357,28,30.0
3357,32,70.0
3358,32,100.0
3359,32,100.0
3360,30,100.0
3361,27,30.0
3361,32,70.0
3362,32,100.0
3363,32,100.0
3364,32,100.0
3365,32,100.0
3366,32,100.0
3367,32,100.0
3368,32,100.0
3369,32,100.0
3370,27,40.0
3370,32,60.0
3371,30,100.0
3372,32,100.0
3373,27,70.0
3373,32,30.0
3374,32,100.0
3376,32,100.0
3377,32,100.0
3378,32,100.0
3379,27,100.0
3380,32,100.0
3381,32,100.0
3382,32,100.0
3383,27,25.0
3383,29,25.0
3383,32,50.0
3384,32,100.0
3385,32,100.0
3386,25,30.0
3386,32,70.0
3387,32,100.0
3388,25,50.0
3388,26,30.0
3388,32,20.0
3389,32,100.0
3390,32,100.0
3391,32,100.0
3392,32,100.0
3393,32,100.0
3394,27,50.0
3394,32,50.0
3395,32,100.0
3396,32,100.0
3397,27,30.0
3397,32,70.0
3398,32,100.0
3399,32,100.0
3400,27,100.0
3401,32,100.0
3402,27,60.0
3402,32,40.0
3403,32,100.0
3404,32,100.0
3405,32,100.0
3407,27,20.0
3407,32,80.0
3408,32,60.0
3408,38,40.0
3409,32,100.0
3410,32,100.0
3411,32,100.0
3412,32,100.0
3413,32,40.0
3413,38,60.0
3414,32,100.0
3415,32,100.0
3416,32,100.0
3417,32,100.0
3418,27,50.0
3418,32,50.0
3419,27,100.0
3420,27,100.0
3421,27,100.0
3426,32,80.0
3427,33,100.0
3428,41,100.0
3429,32,100.0
3432,27,100.0
3433,27,90.0
3433,30,10.0
3435,32,100.0
3436,32,100.0
3437,27,40.0
3437,30,60.0
3438,30,100.0
3440,32,100.0
3441,32,100.0
3442,27,100.0
3443,29,100.0
3444,27,100.0
3445,27,50.0
3445,30,50.0
3447,27,100.0
3448,32,100.0
3449,24,30.0
3449,27,70.0
3450,33,100.0
3451,32,100.0
3452,32,100.0
3453,37,50.0
3453,41,50.0
3454,32,100.0
3455,31,100.0
3456,32,100.0
3458,27,100.0
3459,32,100.0
3460,27,60.0
3460,30,40.0
3462,27,100.0
3463,39,100.0
3465,32,100.0
3466,34,100.0
3467,27,100.0
3468,27,100.0
3469,25,40.0
3469,30,60.0
3470,27,100.0
3471,32,100.0
3473,32,100.0
3477,32,100.0
3478,27,100.0
3479,28,100.0
3480,27,30.0
3480,32,70.0
3482,27,100.0
3483,32,100.0
3484,25,45.0
3484,26,12.0
3484,29,33.0
3486,32,100.0
3487,32,100.0
3488,31,30.0
3488,34,40.0
3488,35,30.0
3489,29,30.0
3489,30,70.0
3490,32,100.0
3491,29,100.0
3492,33,30.0
3492,37,20.0
3492,41,50.0
3493,36,20.0
3493,39,80.0
3494,31,20.0
3494,42,10.0
3494,43,70.0
3495,32,100.0
3496,28,30.0
3496,37,70.0
3497,32,100.0
3498,32,100.0
3499,29,100.0
3500,33,40.0
3500,39,30.0
3500,41,30.0
3501,37,100.0
3502,27,60.0
3502,38,40.0
3503,25,40.0
3503,27,20.0
3503,30,40.0
3504,32,100.0
3506,26,30.0
3506,29,30.0
3506,30,40.0
3509,32,100.0
3510,32,100.0
3511,33,100.0
3512,28,100.0
3513,34,40.0
3513,35,60.0
3514,32,100.0
3515,27,100.0
3516,27,40.0
3516,30,60.0
3517,26,100.0
3518,36,40.0
3518,40,60.0
3519,27,70.0
3519,30,30.0
3520,27,40.0
3520,30,60.0
3521,27,50.0
3521,30,50.0
3522,32,10.0
3522,37,20.0
3522,43,70.0
3523,32,50.0
3523,38,50.0
3525,27,90.0
3525,30,10.0
3526,32,100.0
3527,33,100.0
3529,26,10.0
3529,27,30.0
3529,30,60.0
3530,29,60.0
3530,32,40.0
3531,26,100.0
3532,30,100.0
3533,24,100.0
3534,32,30.0
3534,35,70.0
3535,34,100.0
3536,27,100.0
3537,23,20.0
3537,27,10.0
3537,28,70.0
3538,26,100.0
3539,27,30.0
3539,32,70.0
3540,27,25.0
3540,32,75.0
3541,29,100.0
3542,33,70.0
3542,38,30.0
3544,30,100.0
3545,35,100.0
3546,25,100.0
3547,25,30.0
3547,29,70.0
3550,27,50.0
3550,30,50.0
3551,30,100.0
3553,27,40.0
3553,30,60.0
3555,30,100.0
3556,27,100.0
3557,24,40.0
3557,25,60.0
3558,27,100.0
3559,27,100.0
3561,27,50.0
3561,32,50.0
3562,33,100.0
3563,39,100.0
3564,32,100.0
3565,27,100.0
3566,32,100.0
3568,27,60.0
3568,32,40.0
3569,44,100.0
3572,32,100.0
3573,32,100.0
3576,32,100.0
3580,33,50.0
3580,37,50.0
3581,32,100.0
3582,32,100.0
3583,32,100.0
3584,32,100.0
3586,32,100.0
3588,44,100.0
3589,30,100.0
3590,23,50.0
3590,24,50.0
3591,27,40.0
3591,30,60.0
3592,32,100.0
3593,26,100.0
3594,28,100.0
3595,33,100.0
3596,37,100.0
3597,31,50.0
3597,43,50.0
3598,24,100.0
3599,32,100.0
3600,41,100.0
3601,32,100.0
3602,33,100.0
3603,28,33.0
3603,37,67.0
3604,25,33.0
3604,26,33.0
3604,29,34.0
3605,25,30.0
3605,29,70.0
3606,41,70.0
3606,42,10.0
3606,43,20.0
3607,25,100.0
3608,28,20.0
3608,33,20.0
3608,40,60.0
3609,31,10.0
3609,41,30.0
3609,43,60.0
3610,32,100.0
3611,35,100.0
3612,32,100.0
3613,27,100.0
3614,25,100.0
3615,36,100.0
3616,28,100.0
3618,32,25.0
3618,37,75.0
3620,28,100.0
3621,30,100.0
3622,27,20.0
3622,32,80.0
3623,33,100.0
3624,27,50.0
3624,32,50.0
3625,37,20.0
3625,42,80.0
3627,32,100.0
3628,32,100.0
3629,32,100.0
3630,27,60.0
3630,32,40.0
3631,27,100.0
3632,27,100.0
3633,35,100.0
3634,43,100.0
3635,27,60.0
3635,32,40.0
3636,33,100.0
3637,32,100.0
3638,27,70.0
3638,32,30.0
3640,24,30.0
3640,25,70.0
3641,32,100.0
3642,27,20.0
3642,32,80.0
3643,28,20.0
3643,31,80.0
3644,25,40.0
3644,29,60.0
3645,29,100.0
3648,32,80.0
3648,37,20.0
3649,32,100.0
3650,26,100.0
3651,35,100.0
3652,33,80.0
3652,38,20.0
3653,32,100.0
3654,32,100.0
3655,42,100.0
3656,24,100.0
3657,35,100.0
3658,32,100.0
3659,43,100.0
3660,24,100.0
3661,24,100.0
3662,39,50.0
3662,40,50.0
3663,32,100.0
3664,42,50.0
3664,43,50.0
3665,41,50.0
3665,42,50.0
3666,27,60.0
3666,30,10.0
3666,32,30.0
3667,25,10.0
3667,29,90.0
3668,42,20.0
3668,43,60.0
3668,44,20.0
3669,25,100.0
3670,41,20.0
3670,42,20.0
3670,43,60.0
3671,32,100.0
3672,36,100.0
3673,32,40.0
3673,37,60.0
3674,27,35.0
3674,29,45.0
3674,32,20.0
3675,32,100.0
3676,32,100.0
3677,27,20.0
3677,32,80.0
3678,32,100.0
3679,27,100.0
3680,32,100.0
3681,32,100.0
3682,37,30.0
3682,38,70.0
3683,32,100.0
3685,26,50.0
3685,27,50.0
3686,25,80.0
3686,32,20.0
3687,27,40.0
3687,32,60.0
3688,30,100.0
3689,32,100.0
3690,23,25.0
3690,25,25.0
3690,29,50.0
3691,27,50.0
3691,30,50.0
3693,27,100.0
3694,42,100.0
3695,27,30.0
3695,32,70.0
3696,32,100.0
3697,25,50.0
3697,30,50.0
3698,32,100.0
3699,32,100.0
3701,32,100.0
3702,29,100.0
3703,32,100.0
3704,32,50.0
3704,37,50.0
3705,32,100.0
3706,30,100.0
3707,27,70.0
3707,32,30.0
3709,33,100.0
3710,32,100.0
3711,32,100.0
3712,32,100.0
3713,27,50.0
3713,32,50.0
3714,32,100.0
3715,36,20.0
3715,37,80.0
3716,31,100.0
3717,32,100.0
3719,32,100.0
3720,32,100.0
3723,32,100.0
3725,27,20.0
3725,32,80.0
3726,27,50.0
3726,32,50.0
3727,27,100.0
3728,32,100.0
3729,32,100.0
3731,32,100.0
3732,32,100.0
3733,38,100.0
3735,23,100.0
3736,32,100.0
3737,32,100.0
3738,32,100.0
3739,32,100.0
3740,32,100.0
3741,27,100.0
3742,32,100.0
3743,32,100.0
3744,38,100.0
3745,32,100.0
3746,32,100.0
3747,32,100.0
3748,32,100.0
3749,32,100.0
3750,27,100.0
3751,32,100.0
3752,32,100.0
3753,32,100.0
3754,32,100.0
3755,32,100.0
3756,32,100.0
3757,32,100.0
3758,32,100.0
3759,26,60.0
3759,30,40.0
3760,27,100.0
3761,32,100.0
3762,32,100.0
3764,27,100.0
3765,29,100.0
3766,32,100.0
3767,32,100.0
3768,27,100.0
3769,32,100.0
3770,27,100.0
3771,32,100.0
3772,27,100.0
3773,32,100.0
3774,27,100.0
3775,32,100.0
3776,32,100.0
3777,32,100.0
3778,27,100.0
3779,32,100.0
3780,27,100.0
3781,32,100.0
3782,32,100.0
3783,32,100.0
3784,32,100.0
3785,32,100.0
3786,32,100.0
3787,32,100.0
3788,32,100.0
3789,32,100.0
3790,32,100.0
3791,32,100.0
3792,32,100.0
3793,32,100.0
3794,27,100.0
3795,32,100.0
3796,32,100.0
3797,32,100.0
3798,32,100.0
3799,32,100.0
3800,32,100.0
3801,32,100.0
3802,27,100.0
3803,27,60.0
3803,32,40.0
3804,38,100.0
3805,32,100.0
3806,38,100.0
3807,27,100.0
3808,32,100.0
3809,32,100.0
3810,32,100.0
3811,27,100.0
3812,32,100.0
3813,32,100.0
3814,32,100.0
3815,38,100.0
3816,32,100.0
3817,32,100.0
3818,27,100.0
3819,32,100.0
3820,32,100.0
3821,27,100.0
3822,32,100.0
3823,32,100.0
3824,32,100.0
3825,32,100.0
3826,32,100.0
3827,32,100.0
3828,32,100.0
3829,38,100.0
3830,32,100.0
3831,32,100.0
3832,32,100.0
3833,32,100.0
3834,32,100.0
3835,32,100.0
3836,32,100.0
3837,32,100.0
3839,27,100.0
3840,27,100.0
3841,32,100.0
3842,32,100.0
3843,27,100.0
3844,32,100.0
3845,32,100.0
3846,32,100.0
3847,32,100.0
3848,27,100.0
3849,32,100.0
3850,32,100.0
3851,32,100.0
3852,32,100.0
3853,32,100.0
3854,32,100.0
3855,32,100.0
3856,32,100.0
3857,32,100.0
3858,32,100.0
3859,32,100.0
3860,32,100.0
3861,32,100.0
3862,32,100.0
3863,37,50.0
3863,38,50.0
3864,32,100.0
3865,27,100.0
3866,32,100.0
3867,32,100.0
3868,32,100.0
3869,32,100.0
3870,32,100.0
3871,32,100.0
3872,26,80.0
3872,30,20.0
3873,32,100.0
3874,27,100.0
3875,32,100.0
3876,32,100.0
3877,24,100.0
3878,32,100.0
3879,32,100.0
3880,32,100.0
3881,32,100.0
3882,32,100.0
3883,32,100.0
3884,32,100.0
3885,32,100.0
3886,27,100.0
3887,32,100.0
3888,34,100.0
3889,27,100.0
3890,32,100.0
3891,32,100.0
3892,32,100.0
3893,27,100.0
3894,32,100.0
3895,32,100.0
3896,32,100.0
3897,32,100.0
3898,32,100.0
3899,32,100.0
3900,32,100.0
3901,32,100.0
3902,32,100.0
3903,32,100.0
3904,32,100.0
3905,32,100.0
3906,32,100.0
3907,32,100.0
3908,32,100.0
3909,32,100.0
3910,32,100.0
3911,32,100.0
3912,32,100.0
3913,32,100.0
3914,32,100.0
3915,32,100.0
3916,32,100.0
3917,32,100.0
3918,32,100.0
3919,32,100.0
3920,32,100.0
3921,32,100.0
3922,32,100.0
3923,32,100.0
3924,27,100.0
3925,32,100.0
3926,32,100.0
3927,32,100.0
3928,32,100.0
3929,32,100.0
3930,24,100.0
3931,32,100.0
3932,27,100.0
3933,32,100.0
3934,27,100.0
3935,32,100.0
3936,32,100.0
3938,32,100.0
3939,32,100.0
3940,38,100.0
3941,27,100.0
3942,32,100.0
3943,32,100.0
3944,32,100.0
3945,32,100.0
3946,32,100.0
3947,32,100.0
3948,27,100.0
3949,32,100.0
3950,32,100.0
3951,38,100.0
3952,32,100.0
3953,32,100.0
3954,32,100.0
3955,32,100.0
3956,27,100.0
3957,32,100.0
3958,32,100.0
3959,38,100.0
3960,32,100.0
3961,32,100.0
3962,32,100.0
3963,32,100.0
3964,27,100.0
3966,32,100.0
3967,32,100.0
3968,32,100.0
3969,32,100.0
3970,32,100.0
3971,32,100.0
3972,32,100.0
3973,32,100.0
3974,32,100.0
3975,26,100.0
3976,32,100.0
3977,32,100.0
3978,32,100.0
3979,32,100.0
3980,27,100.0
3981,32,100.0
3982,32,100.0
3983,32,100.0
3984,32,100.0
3985,32,100.0
3986,32,100.0
3987,27,100.0
3988,27,100.0
3989,25,30.0
3989,27,70.0
3990,27,100.0
3991,27,100.0
3992,32,100.0
3993,32,100.0
3994,32,100.0
3996,27,100.0
3997,27,100.0
3998,32,100.0
3999,32,100.0
4000,32,100.0
4001,27,100.0
4002,32,100.0
4003,32,100.0
4004,27,60.0
4004,32,40.0
4005,32,100.0
4006,32,100.0
4007,32,100.0
4008,27,100.0
4009,32,100.0
4010,32,100.0
4011,29,100.0
4012,32,100.0
4013,27,100.0
4014,39,100.0
4015,29,100.0
4016,32,100.0
4017,32,100.0
4018,32,100.0
4019,32,100.0
4020,27,100.0
4021,32,100.0
4022,32,100.0
4023,32,100.0
4024,32,100.0
4025,27,100.0
4026,27,100.0
4027,32,100.0
4028,23,10.0
4028,28,90.0
4029,27,100.0
4030,32,30.0
4030,42,70.0
4031,30,100.0
4032,30,100.0
4033,32,100.0
4034,32,100.0
4035,32,100.0
4036,32,100.0
4037,32,100.0
4038,32,100.0
4039,27,100.0
4040,29,100.0
4041,27,100.0
4042,32,100.0
4043,32,100.0
4044,32,100.0
4045,32,100.0
4046,32,100.0
4047,27,100.0
4048,32,100.0
4049,27,100.0
4050,99,100.0
4052,28,100.0
4053,99,100.0
4054,32,100.0
4055,29,100.0
4056,28,100.0
4057,99,100.0
4058,25,100.0
4060,32,100.0
4062,32,100.0
4063,32,100.0
4064,32,100.0
4065,27,100.0
4066,33,100.0
4067,23,100.0
4068,32,100.0
4069,99,100.0
4070,27,10.0
4070,32,90.0
4072,32,100.0
4073,32,100.0
4076,29,100.0
4079,99,100.0
4080,29,100.0
4081,32,100.0
4083,32,100.0
4084,29,100.0
4086,32,100.0
4087,28,80.0
4087,29,20.0
4088,28,100.0
4089,32,60.0
4089,36,40.0
4090,28,30.0
4090,29,20.0
4090,32,50.0
4091,33,100.0
4092,28,100.0
4093,31,70.0
4093,41,30.0
4094,32,100.0
4096,32,100.0
4097,27,100.0
4098,32,50.0
4098,33,50.0
4099,31,100.0
4100,24,100.0
4101,32,100.0
4102,23,100.0
4103,37,20.0
4103,40,30.0
4103,41,30.0
